,state,date,54039,54081,total_cnts
360,WV,2020-09-15,1.0,0.0,5.0
599,WV,2020-09-16,1.0,0.0,1.0
654,WV,2020-09-17,0.0,0.0,5.0
457,WV,2020-09-18,0.0,0.0,6.0
229,WV,2020-09-19,0.0,0.0,4.0
440,WV,2020-09-20,0.0,0.0,4.0
230,WV,2020-09-21,0.0,0.0,4.0
585,WV,2020-09-22,1.0,0.0,7.0
231,WV,2020-09-23,0.0,0.0,3.0
600,WV,2020-09-24,1.0,0.0,2.0
601,WV,2020-09-25,1.0,0.0,2.0
586,WV,2020-09-26,0.0,0.0,4.0
361,WV,2020-09-27,1.0,1.0,7.0
458,WV,2020-09-28,1.0,0.0,4.0
232,WV,2020-09-29,4.0,0.0,7.0
673,WV,2020-09-30,0.0,0.0,1.0
315,WV,2020-10-01,0.0,0.0,6.0
63,WV,2020-10-02,0.0,1.0,2.0
602,WV,2020-10-03,1.0,0.0,3.0
64,WV,2020-10-04,1.0,0.0,3.0
362,WV,2020-10-05,1.0,0.0,3.0
655,WV,2020-10-06,0.0,0.0,2.0
316,WV,2020-10-07,0.0,0.0,4.0
459,WV,2020-10-08,1.0,0.0,4.0
603,WV,2020-10-09,1.0,0.0,3.0
65,WV,2020-10-10,1.0,0.0,3.0
317,WV,2020-10-11,1.0,0.0,2.0
604,WV,2020-10-12,1.0,0.0,5.0
605,WV,2020-10-13,1.0,0.0,3.0
606,WV,2020-10-14,1.0,0.0,2.0
460,WV,2020-10-15,0.0,0.0,4.0
318,WV,2020-10-16,0.0,0.0,6.0
461,WV,2020-10-17,0.0,0.0,5.0
462,WV,2020-10-18,1.0,0.0,3.0
510,WV,2020-10-19,1.0,0.0,6.0
562,WV,2020-10-20,0.0,0.0,5.0
463,WV,2020-10-21,1.0,0.0,5.0
705,WV,2020-10-22,0.0,0.0,2.0
233,WV,2020-10-23,1.0,0.0,7.0
234,WV,2020-10-24,5.0,0.0,15.0
674,WV,2020-10-25,0.0,0.0,4.0
319,WV,2020-10-26,1.0,0.0,8.0
607,WV,2020-10-27,1.0,0.0,4.0
363,WV,2020-10-28,0.0,0.0,7.0
441,WV,2020-10-29,1.0,1.0,11.0
66,WV,2020-10-30,0.0,0.0,5.0
67,WV,2020-10-31,1.0,0.0,12.0
364,WV,2020-11-01,1.0,0.0,8.0
365,WV,2020-11-02,0.0,0.0,4.0
366,WV,2020-11-03,1.0,1.0,5.0
68,WV,2020-11-04,0.0,1.0,8.0
697,WV,2020-11-05,0.0,0.0,4.0
527,WV,2020-11-06,1.0,0.0,7.0
367,WV,2020-11-07,1.0,0.0,5.0
320,WV,2020-11-08,1.0,1.0,8.0
235,WV,2020-11-09,1.0,0.0,7.0
587,WV,2020-11-10,1.0,1.0,7.0
69,WV,2020-11-11,1.0,0.0,7.0
528,WV,2020-11-12,1.0,0.0,12.0
0,WV,2020-11-13,1.0,1.0,11.0
1,WV,2020-11-14,1.0,0.0,8.0
464,WV,2020-11-15,1.0,1.0,12.0
529,WV,2020-11-16,1.0,0.0,6.0
70,WV,2020-11-17,0.0,0.0,9.0
71,WV,2020-11-18,1.0,1.0,17.0
72,WV,2020-11-19,1.0,0.0,15.0
236,WV,2020-11-20,1.0,0.0,15.0
73,WV,2020-11-21,1.0,0.0,19.0
74,WV,2020-11-22,1.0,0.0,7.0
563,WV,2020-11-23,1.0,1.0,11.0
75,WV,2020-11-24,1.0,1.0,14.0
608,WV,2020-11-25,1.0,0.0,9.0
321,WV,2020-11-26,1.0,0.0,10.0
76,WV,2020-11-27,1.0,0.0,24.0
77,WV,2020-11-28,1.0,1.0,15.0
368,WV,2020-11-29,0.0,1.0,8.0
78,WV,2020-11-30,0.0,1.0,19.0
2,WV,2020-12-01,1.0,1.0,18.0
79,WV,2020-12-02,1.0,0.0,15.0
530,WV,2020-12-03,1.0,1.0,15.0
237,WV,2020-12-04,1.0,0.0,15.0
238,WV,2020-12-05,1.0,0.0,13.0
80,WV,2020-12-06,1.0,0.0,19.0
81,WV,2020-12-07,1.0,1.0,22.0
82,WV,2020-12-08,1.0,0.0,18.0
3,WV,2020-12-09,1.0,1.0,27.0
83,WV,2020-12-10,5.0,1.0,29.0
239,WV,2020-12-11,1.0,1.0,14.0
322,WV,2020-12-12,1.0,1.0,17.0
323,WV,2020-12-13,0.0,0.0,14.0
84,WV,2020-12-14,0.0,0.0,14.0
85,WV,2020-12-15,4.0,0.0,23.0
324,WV,2020-12-16,1.0,1.0,19.0
465,WV,2020-12-17,1.0,1.0,13.0
369,WV,2020-12-18,4.0,1.0,21.0
240,WV,2020-12-19,4.0,0.0,21.0
86,WV,2020-12-20,1.0,1.0,21.0
241,WV,2020-12-21,1.0,1.0,18.0
87,WV,2020-12-22,0.0,1.0,19.0
88,WV,2020-12-23,4.0,1.0,26.0
656,WV,2020-12-24,0.0,1.0,18.0
89,WV,2020-12-25,0.0,4.0,11.0
325,WV,2020-12-26,4.0,4.0,26.0
326,WV,2020-12-27,1.0,1.0,19.0
90,WV,2020-12-28,1.0,1.0,22.0
4,WV,2020-12-29,4.0,1.0,21.0
5,WV,2020-12-30,1.0,1.0,24.0
370,WV,2020-12-31,1.0,1.0,14.0
91,WV,2021-01-01,1.0,1.0,25.0
242,WV,2021-01-02,1.0,1.0,20.0
6,WV,2021-01-03,4.0,1.0,22.0
92,WV,2021-01-04,4.0,1.0,23.0
243,WV,2021-01-05,1.0,0.0,19.0
93,WV,2021-01-06,0.0,1.0,13.0
371,WV,2021-01-07,0.0,4.0,14.0
372,WV,2021-01-08,1.0,1.0,19.0
94,WV,2021-01-09,1.0,0.0,26.0
244,WV,2021-01-10,1.0,1.0,13.0
95,WV,2021-01-11,4.0,5.0,26.0
96,WV,2021-01-12,1.0,1.0,18.0
97,WV,2021-01-13,1.0,1.0,14.0
98,WV,2021-01-14,1.0,1.0,14.0
7,WV,2021-01-15,1.0,1.0,18.0
466,WV,2021-01-16,0.0,1.0,18.0
99,WV,2021-01-17,1.0,1.0,13.0
8,WV,2021-01-18,0.0,1.0,16.0
9,WV,2021-01-19,1.0,1.0,15.0
245,WV,2021-01-20,1.0,1.0,12.0
373,WV,2021-01-21,1.0,1.0,17.0
374,WV,2021-01-22,0.0,5.0,16.0
100,WV,2021-01-23,0.0,1.0,8.0
467,WV,2021-01-24,1.0,1.0,8.0
327,WV,2021-01-25,1.0,1.0,15.0
328,WV,2021-01-26,1.0,1.0,12.0
246,WV,2021-01-27,1.0,1.0,15.0
329,WV,2021-01-28,0.0,1.0,14.0
572,WV,2021-01-29,1.0,1.0,14.0
375,WV,2021-01-30,1.0,1.0,10.0
376,WV,2021-01-31,1.0,1.0,9.0
101,WV,2021-02-01,1.0,1.0,12.0
102,WV,2021-02-02,1.0,1.0,12.0
573,WV,2021-02-03,1.0,1.0,11.0
531,WV,2021-02-04,1.0,1.0,10.0
10,WV,2021-02-05,1.0,1.0,17.0
103,WV,2021-02-06,1.0,1.0,10.0
609,WV,2021-02-07,1.0,1.0,7.0
104,WV,2021-02-08,1.0,1.0,12.0
532,WV,2021-02-09,1.0,1.0,10.0
511,WV,2021-02-10,1.0,1.0,8.0
105,WV,2021-02-11,0.0,1.0,10.0
675,WV,2021-02-12,0.0,1.0,9.0
106,WV,2021-02-13,1.0,1.0,6.0
107,WV,2021-02-14,1.0,1.0,8.0
377,WV,2021-02-15,1.0,1.0,5.0
108,WV,2021-02-16,1.0,1.0,7.0
247,WV,2021-02-17,1.0,0.0,7.0
610,WV,2021-02-18,1.0,0.0,5.0
109,WV,2021-02-19,1.0,0.0,9.0
611,WV,2021-02-20,1.0,0.0,14.0
378,WV,2021-02-21,0.0,0.0,2.0
110,WV,2021-02-22,0.0,0.0,4.0
533,WV,2021-02-23,1.0,0.0,12.0
379,WV,2021-02-24,0.0,0.0,6.0
380,WV,2021-02-25,0.0,1.0,9.0
534,WV,2021-02-26,0.0,0.0,4.0
564,WV,2021-02-27,1.0,0.0,11.0
535,WV,2021-02-28,1.0,0.0,6.0
468,WV,2021-03-01,0.0,0.0,7.0
381,WV,2021-03-02,0.0,0.0,4.0
111,WV,2021-03-03,0.0,0.0,6.0
382,WV,2021-03-04,1.0,1.0,6.0
112,WV,2021-03-05,1.0,0.0,14.0
113,WV,2021-03-06,0.0,0.0,5.0
469,WV,2021-03-07,0.0,1.0,6.0
248,WV,2021-03-08,0.0,0.0,6.0
114,WV,2021-03-09,1.0,0.0,6.0
11,WV,2021-03-10,1.0,0.0,5.0
536,WV,2021-03-11,0.0,1.0,3.0
612,WV,2021-03-12,1.0,1.0,5.0
470,WV,2021-03-13,0.0,1.0,14.0
613,WV,2021-03-14,1.0,1.0,6.0
115,WV,2021-03-15,1.0,1.0,9.0
116,WV,2021-03-16,0.0,1.0,4.0
117,WV,2021-03-17,1.0,1.0,7.0
614,WV,2021-03-18,1.0,1.0,5.0
615,WV,2021-03-19,1.0,1.0,4.0
383,WV,2021-03-20,0.0,0.0,11.0
657,WV,2021-03-21,0.0,0.0,3.0
616,WV,2021-03-22,1.0,1.0,6.0
118,WV,2021-03-23,0.0,0.0,7.0
471,WV,2021-03-24,0.0,0.0,2.0
537,WV,2021-03-25,0.0,1.0,2.0
119,WV,2021-03-26,1.0,0.0,15.0
617,WV,2021-03-27,1.0,1.0,4.0
676,WV,2021-03-28,0.0,0.0,3.0
120,WV,2021-03-29,0.0,4.0,8.0
442,WV,2021-03-30,0.0,1.0,6.0
121,WV,2021-03-31,1.0,4.0,11.0
122,WV,2021-04-01,1.0,1.0,8.0
123,WV,2021-04-02,1.0,0.0,13.0
588,WV,2021-04-03,0.0,0.0,5.0
124,WV,2021-04-04,1.0,0.0,5.0
125,WV,2021-04-05,1.0,1.0,8.0
569,WV,2021-04-06,1.0,0.0,3.0
126,WV,2021-04-07,1.0,0.0,8.0
384,WV,2021-04-08,1.0,1.0,8.0
127,WV,2021-04-09,1.0,1.0,16.0
303,WV,2021-04-10,1.0,0.0,7.0
618,WV,2021-04-11,1.0,1.0,3.0
128,WV,2021-04-12,1.0,1.0,8.0
385,WV,2021-04-13,1.0,0.0,6.0
129,WV,2021-04-14,0.0,1.0,6.0
472,WV,2021-04-15,1.0,1.0,8.0
538,WV,2021-04-16,1.0,1.0,13.0
249,WV,2021-04-17,1.0,1.0,8.0
130,WV,2021-04-18,1.0,1.0,9.0
473,WV,2021-04-19,1.0,0.0,8.0
131,WV,2021-04-20,1.0,0.0,10.0
132,WV,2021-04-21,1.0,1.0,7.0
133,WV,2021-04-22,1.0,1.0,8.0
330,WV,2021-04-23,1.0,0.0,12.0
12,WV,2021-04-24,1.0,1.0,7.0
619,WV,2021-04-25,1.0,0.0,3.0
620,WV,2021-04-26,1.0,1.0,4.0
386,WV,2021-04-27,1.0,1.0,9.0
621,WV,2021-04-28,1.0,1.0,8.0
134,WV,2021-04-29,4.0,1.0,9.0
13,WV,2021-04-30,1.0,1.0,18.0
135,WV,2021-05-01,1.0,1.0,7.0
474,WV,2021-05-02,0.0,0.0,7.0
136,WV,2021-05-03,0.0,1.0,7.0
512,WV,2021-05-04,0.0,1.0,7.0
688,WV,2021-05-05,0.0,1.0,4.0
475,WV,2021-05-06,0.0,0.0,5.0
539,WV,2021-05-07,0.0,1.0,7.0
540,WV,2021-05-08,0.0,0.0,7.0
137,WV,2021-05-09,1.0,1.0,12.0
476,WV,2021-05-10,1.0,1.0,7.0
477,WV,2021-05-11,1.0,0.0,7.0
658,WV,2021-05-12,0.0,0.0,5.0
513,WV,2021-05-13,0.0,1.0,3.0
541,WV,2021-05-14,0.0,1.0,6.0
478,WV,2021-05-15,1.0,1.0,14.0
479,WV,2021-05-16,0.0,1.0,6.0
138,WV,2021-05-17,0.0,1.0,8.0
443,WV,2021-05-18,0.0,1.0,8.0
250,WV,2021-05-19,1.0,1.0,4.0
139,WV,2021-05-20,0.0,0.0,4.0
140,WV,2021-05-21,0.0,1.0,14.0
251,WV,2021-05-22,0.0,0.0,8.0
252,WV,2021-05-23,1.0,1.0,7.0
505,WV,2021-05-24,0.0,0.0,4.0
141,WV,2021-05-25,1.0,1.0,10.0
253,WV,2021-05-26,0.0,0.0,5.0
480,WV,2021-05-27,1.0,0.0,5.0
387,WV,2021-05-28,1.0,0.0,10.0
565,WV,2021-05-29,1.0,0.0,3.0
142,WV,2021-05-30,1.0,1.0,9.0
14,WV,2021-05-31,0.0,0.0,6.0
388,WV,2021-06-01,1.0,0.0,6.0
514,WV,2021-06-02,1.0,0.0,6.0
515,WV,2021-06-03,1.0,1.0,4.0
622,WV,2021-06-04,1.0,0.0,8.0
15,WV,2021-06-05,1.0,0.0,5.0
542,WV,2021-06-06,1.0,1.0,4.0
254,WV,2021-06-07,1.0,1.0,4.0
436,WV,2021-06-08,1.0,0.0,2.0
516,WV,2021-06-09,0.0,0.0,3.0
517,WV,2021-06-10,0.0,1.0,3.0
518,WV,2021-06-11,0.0,1.0,5.0
519,WV,2021-06-12,0.0,1.0,11.0
543,WV,2021-06-13,0.0,0.0,2.0
143,WV,2021-06-14,0.0,0.0,2.0
144,WV,2021-06-15,1.0,0.0,5.0
255,WV,2021-06-16,1.0,1.0,5.0
145,WV,2021-06-17,0.0,1.0,5.0
677,WV,2021-06-18,0.0,1.0,12.0
684,WV,2021-06-19,0.0,1.0,4.0
689,WV,2021-06-20,0.0,1.0,2.0
146,WV,2021-06-21,0.0,1.0,6.0
147,WV,2021-06-22,0.0,1.0,6.0
520,WV,2021-06-23,0.0,1.0,5.0
481,WV,2021-06-24,0.0,0.0,2.0
16,WV,2021-06-25,0.0,0.0,3.0
659,WV,2021-06-26,0.0,0.0,11.0
148,WV,2021-06-27,0.0,0.0,2.0
566,WV,2021-06-28,0.0,1.0,3.0
574,WV,2021-06-29,0.0,0.0,2.0
17,WV,2021-06-30,1.0,0.0,5.0
18,WV,2021-07-01,0.0,0.0,5.0
623,WV,2021-07-02,1.0,0.0,4.0
690,WV,2021-07-03,0.0,0.0,1.0
639,WV,2021-07-04,0.0,0.0,2.0
624,WV,2021-07-05,1.0,0.0,1.0
149,WV,2021-07-06,0.0,0.0,3.0
150,WV,2021-07-07,0.0,1.0,2.0
717,WV,2021-07-08,0.0,0.0,1.0
256,WV,2021-07-09,1.0,0.0,2.0
691,WV,2021-07-10,0.0,0.0,2.0
151,WV,2021-07-11,0.0,0.0,2.0
625,WV,2021-07-12,1.0,0.0,2.0
644,WV,2021-07-13,0.0,0.0,2.0
706,WV,2021-07-14,0.0,1.0,2.0
331,WV,2021-07-15,1.0,0.0,6.0
626,WV,2021-07-16,1.0,0.0,2.0
389,WV,2021-07-17,0.0,0.0,9.0
692,WV,2021-07-19,0.0,0.0,1.0
152,WV,2021-07-20,0.0,0.0,2.0
390,WV,2021-07-21,0.0,1.0,5.0
575,WV,2021-07-22,0.0,1.0,3.0
332,WV,2021-07-23,0.0,1.0,13.0
333,WV,2021-07-24,0.0,1.0,3.0
544,WV,2021-07-25,0.0,1.0,2.0
334,WV,2021-07-26,1.0,0.0,4.0
335,WV,2021-07-27,0.0,0.0,5.0
336,WV,2021-07-28,0.0,0.0,2.0
153,WV,2021-07-29,1.0,0.0,7.0
337,WV,2021-07-30,0.0,0.0,7.0
338,WV,2021-07-31,0.0,0.0,5.0
391,WV,2021-08-01,0.0,1.0,2.0
694,WV,2021-08-02,0.0,1.0,3.0
339,WV,2021-08-03,0.0,0.0,8.0
580,WV,2021-08-04,1.0,1.0,7.0
392,WV,2021-08-05,1.0,1.0,7.0
393,WV,2021-08-06,0.0,1.0,15.0
545,WV,2021-08-07,1.0,1.0,7.0
154,WV,2021-08-08,0.0,0.0,7.0
257,WV,2021-08-09,0.0,5.0,13.0
19,WV,2021-08-10,0.0,4.0,12.0
567,WV,2021-08-11,1.0,1.0,8.0
304,WV,2021-08-12,1.0,1.0,17.0
340,WV,2021-08-13,0.0,1.0,21.0
482,WV,2021-08-14,0.0,1.0,11.0
20,WV,2021-08-15,0.0,1.0,10.0
394,WV,2021-08-16,1.0,1.0,14.0
155,WV,2021-08-17,0.0,4.0,13.0
395,WV,2021-08-18,1.0,1.0,13.0
258,WV,2021-08-19,1.0,4.0,16.0
21,WV,2021-08-20,1.0,1.0,15.0
156,WV,2021-08-21,1.0,1.0,16.0
157,WV,2021-08-22,0.0,1.0,12.0
22,WV,2021-08-23,1.0,1.0,14.0
259,WV,2021-08-24,0.0,4.0,15.0
23,WV,2021-08-25,0.0,4.0,22.0
260,WV,2021-08-26,1.0,7.0,29.0
341,WV,2021-08-27,1.0,1.0,18.0
24,WV,2021-08-28,1.0,1.0,20.0
261,WV,2021-08-29,1.0,1.0,20.0
158,WV,2021-08-30,0.0,1.0,19.0
521,WV,2021-08-31,1.0,1.0,23.0
437,WV,2021-09-01,1.0,0.0,15.0
25,WV,2021-09-02,1.0,5.0,29.0
396,WV,2021-09-03,4.0,1.0,34.0
342,WV,2021-09-04,1.0,1.0,27.0
343,WV,2021-09-05,1.0,0.0,25.0
159,WV,2021-09-06,1.0,1.0,15.0
160,WV,2021-09-07,1.0,1.0,26.0
262,WV,2021-09-08,4.0,6.0,33.0
305,WV,2021-09-09,1.0,1.0,28.0
26,WV,2021-09-10,1.0,1.0,28.0
263,WV,2021-09-11,1.0,1.0,32.0
397,WV,2021-09-12,4.0,1.0,20.0
27,WV,2021-09-13,1.0,5.0,31.0
161,WV,2021-09-14,0.0,5.0,28.0
162,WV,2021-09-15,1.0,4.0,26.0
28,WV,2021-09-16,0.0,4.0,29.0
29,WV,2021-09-17,1.0,0.0,31.0
398,WV,2021-09-18,1.0,1.0,22.0
163,WV,2021-09-19,1.0,1.0,25.0
30,WV,2021-09-20,5.0,1.0,31.0
31,WV,2021-09-21,1.0,1.0,41.0
164,WV,2021-09-22,1.0,1.0,32.0
32,WV,2021-09-23,1.0,1.0,27.0
165,WV,2021-09-24,1.0,1.0,27.0
166,WV,2021-09-25,0.0,1.0,23.0
167,WV,2021-09-26,4.0,1.0,28.0
399,WV,2021-09-27,1.0,1.0,28.0
168,WV,2021-09-28,1.0,1.0,19.0
169,WV,2021-09-29,5.0,1.0,26.0
170,WV,2021-09-30,1.0,1.0,18.0
171,WV,2021-10-01,1.0,1.0,30.0
33,WV,2021-10-02,0.0,1.0,18.0
449,WV,2021-10-03,1.0,4.0,19.0
264,WV,2021-10-04,4.0,1.0,23.0
265,WV,2021-10-05,1.0,1.0,21.0
266,WV,2021-10-06,4.0,1.0,20.0
576,WV,2021-10-07,1.0,4.0,28.0
400,WV,2021-10-08,1.0,0.0,21.0
267,WV,2021-10-09,1.0,0.0,13.0
172,WV,2021-10-10,4.0,0.0,20.0
268,WV,2021-10-11,1.0,1.0,15.0
173,WV,2021-10-12,4.0,1.0,22.0
269,WV,2021-10-13,1.0,1.0,18.0
270,WV,2021-10-14,1.0,1.0,13.0
34,WV,2021-10-15,1.0,0.0,22.0
35,WV,2021-10-16,0.0,1.0,12.0
174,WV,2021-10-17,1.0,1.0,15.0
271,WV,2021-10-18,1.0,0.0,12.0
344,WV,2021-10-19,8.0,1.0,20.0
272,WV,2021-10-20,1.0,1.0,14.0
175,WV,2021-10-21,1.0,0.0,13.0
273,WV,2021-10-22,0.0,0.0,16.0
176,WV,2021-10-23,1.0,0.0,8.0
177,WV,2021-10-24,1.0,0.0,8.0
36,WV,2021-10-25,4.0,1.0,18.0
274,WV,2021-10-26,5.0,0.0,14.0
401,WV,2021-10-27,5.0,1.0,16.0
345,WV,2021-10-28,6.0,1.0,22.0
275,WV,2021-10-29,5.0,1.0,27.0
306,WV,2021-10-30,0.0,1.0,11.0
276,WV,2021-10-31,1.0,1.0,8.0
178,WV,2021-11-01,4.0,1.0,18.0
307,WV,2021-11-02,1.0,0.0,13.0
277,WV,2021-11-03,0.0,0.0,10.0
278,WV,2021-11-04,1.0,1.0,8.0
179,WV,2021-11-05,1.0,0.0,22.0
37,WV,2021-11-06,0.0,0.0,10.0
522,WV,2021-11-07,4.0,1.0,13.0
180,WV,2021-11-08,1.0,0.0,10.0
483,WV,2021-11-09,1.0,1.0,11.0
308,WV,2021-11-10,1.0,1.0,11.0
279,WV,2021-11-11,1.0,1.0,14.0
484,WV,2021-11-12,1.0,1.0,18.0
523,WV,2021-11-13,1.0,1.0,9.0
402,WV,2021-11-14,1.0,1.0,10.0
309,WV,2021-11-15,1.0,1.0,13.0
181,WV,2021-11-16,1.0,1.0,15.0
546,WV,2021-11-17,1.0,0.0,10.0
280,WV,2021-11-18,1.0,0.0,13.0
403,WV,2021-11-19,1.0,0.0,11.0
404,WV,2021-11-20,0.0,1.0,14.0
182,WV,2021-11-21,1.0,0.0,13.0
405,WV,2021-11-22,1.0,0.0,12.0
281,WV,2021-11-23,1.0,1.0,10.0
406,WV,2021-11-24,1.0,0.0,14.0
38,WV,2021-11-25,0.0,0.0,12.0
524,WV,2021-11-26,0.0,1.0,8.0
183,WV,2021-11-27,0.0,1.0,12.0
407,WV,2021-11-28,1.0,1.0,11.0
184,WV,2021-11-29,0.0,1.0,18.0
185,WV,2021-11-30,1.0,1.0,20.0
39,WV,2021-12-01,1.0,0.0,19.0
444,WV,2021-12-02,1.0,1.0,17.0
40,WV,2021-12-03,1.0,1.0,16.0
186,WV,2021-12-04,0.0,1.0,19.0
41,WV,2021-12-05,0.0,0.0,10.0
506,WV,2021-12-06,1.0,1.0,21.0
485,WV,2021-12-07,0.0,0.0,9.0
187,WV,2021-12-08,1.0,1.0,15.0
42,WV,2021-12-09,0.0,1.0,17.0
188,WV,2021-12-10,1.0,1.0,12.0
189,WV,2021-12-11,1.0,7.0,24.0
310,WV,2021-12-12,1.0,1.0,10.0
190,WV,2021-12-13,0.0,1.0,11.0
191,WV,2021-12-14,1.0,1.0,16.0
486,WV,2021-12-15,1.0,1.0,14.0
408,WV,2021-12-16,1.0,1.0,16.0
43,WV,2021-12-17,1.0,5.0,23.0
44,WV,2021-12-18,1.0,1.0,12.0
409,WV,2021-12-19,0.0,1.0,9.0
525,WV,2021-12-20,0.0,4.0,19.0
45,WV,2021-12-21,1.0,1.0,17.0
445,WV,2021-12-22,1.0,1.0,15.0
410,WV,2021-12-23,1.0,1.0,12.0
192,WV,2021-12-24,0.0,1.0,7.0
193,WV,2021-12-25,0.0,4.0,19.0
411,WV,2021-12-26,1.0,1.0,19.0
194,WV,2021-12-27,1.0,0.0,18.0
282,WV,2021-12-28,1.0,1.0,20.0
195,WV,2021-12-29,1.0,1.0,23.0
46,WV,2021-12-30,1.0,4.0,29.0
196,WV,2021-12-31,1.0,1.0,11.0
412,WV,2022-01-01,1.0,0.0,15.0
47,WV,2022-01-02,1.0,1.0,24.0
197,WV,2022-01-03,1.0,1.0,16.0
198,WV,2022-01-04,1.0,5.0,24.0
199,WV,2022-01-05,1.0,1.0,17.0
200,WV,2022-01-06,1.0,4.0,23.0
201,WV,2022-01-07,1.0,1.0,15.0
202,WV,2022-01-08,1.0,1.0,17.0
48,WV,2022-01-09,5.0,0.0,19.0
203,WV,2022-01-10,1.0,1.0,22.0
311,WV,2022-01-11,1.0,0.0,18.0
204,WV,2022-01-12,1.0,1.0,22.0
49,WV,2022-01-13,1.0,0.0,17.0
205,WV,2022-01-14,1.0,5.0,25.0
50,WV,2022-01-15,1.0,1.0,21.0
51,WV,2022-01-16,1.0,1.0,15.0
413,WV,2022-01-17,1.0,0.0,20.0
206,WV,2022-01-18,1.0,1.0,22.0
207,WV,2022-01-19,1.0,6.0,29.0
52,WV,2022-01-20,1.0,6.0,29.0
487,WV,2022-01-21,1.0,1.0,22.0
346,WV,2022-01-22,1.0,1.0,28.0
283,WV,2022-01-23,1.0,1.0,17.0
53,WV,2022-01-24,1.0,1.0,34.0
208,WV,2022-01-25,5.0,1.0,31.0
414,WV,2022-01-26,6.0,0.0,30.0
54,WV,2022-01-27,1.0,0.0,24.0
209,WV,2022-01-28,1.0,1.0,24.0
284,WV,2022-01-29,5.0,1.0,22.0
285,WV,2022-01-30,7.0,1.0,21.0
415,WV,2022-01-31,4.0,4.0,28.0
55,WV,2022-02-01,5.0,5.0,33.0
56,WV,2022-02-02,6.0,1.0,29.0
416,WV,2022-02-03,1.0,1.0,23.0
286,WV,2022-02-04,4.0,1.0,26.0
210,WV,2022-02-05,1.0,1.0,16.0
287,WV,2022-02-06,1.0,1.0,17.0
417,WV,2022-02-07,1.0,1.0,20.0
312,WV,2022-02-08,4.0,1.0,19.0
211,WV,2022-02-09,1.0,6.0,22.0
418,WV,2022-02-10,1.0,1.0,17.0
212,WV,2022-02-11,1.0,1.0,22.0
419,WV,2022-02-12,1.0,1.0,12.0
488,WV,2022-02-13,1.0,1.0,9.0
489,WV,2022-02-14,1.0,1.0,13.0
420,WV,2022-02-15,1.0,1.0,15.0
288,WV,2022-02-16,1.0,1.0,13.0
421,WV,2022-02-17,1.0,1.0,15.0
422,WV,2022-02-18,1.0,4.0,14.0
423,WV,2022-02-19,1.0,5.0,16.0
446,WV,2022-02-20,1.0,1.0,9.0
289,WV,2022-02-21,1.0,1.0,12.0
290,WV,2022-02-22,1.0,4.0,18.0
347,WV,2022-02-23,1.0,1.0,10.0
447,WV,2022-02-24,1.0,5.0,17.0
213,WV,2022-02-25,1.0,1.0,13.0
627,WV,2022-02-26,1.0,0.0,8.0
448,WV,2022-02-27,1.0,1.0,10.0
581,WV,2022-02-28,1.0,0.0,9.0
348,WV,2022-03-01,4.0,1.0,10.0
424,WV,2022-03-02,1.0,1.0,12.0
349,WV,2022-03-03,1.0,1.0,14.0
291,WV,2022-03-04,1.0,1.0,9.0
350,WV,2022-03-05,1.0,0.0,5.0
577,WV,2022-03-06,0.0,1.0,8.0
292,WV,2022-03-07,1.0,0.0,7.0
