,state,date,49011,49035,49049,49053,49057,total_cnts
579,UT,2020-09-06,0.0,1.0,1.0,0.0,0.0,2.0
4,UT,2020-09-07,0.0,1.0,1.0,0.0,1.0,4.0
580,UT,2020-09-08,0.0,4.0,1.0,1.0,0.0,6.0
581,UT,2020-09-09,0.0,1.0,1.0,1.0,0.0,3.0
375,UT,2020-09-10,1.0,1.0,1.0,0.0,0.0,3.0
376,UT,2020-09-11,1.0,1.0,0.0,0.0,0.0,2.0
582,UT,2020-09-12,0.0,1.0,0.0,0.0,0.0,1.0
583,UT,2020-09-13,0.0,1.0,0.0,0.0,0.0,1.0
584,UT,2020-09-14,0.0,1.0,0.0,0.0,0.0,2.0
585,UT,2020-09-15,0.0,1.0,0.0,0.0,0.0,1.0
586,UT,2020-09-16,0.0,1.0,1.0,1.0,0.0,3.0
587,UT,2020-09-17,0.0,1.0,1.0,0.0,0.0,2.0
588,UT,2020-09-18,0.0,4.0,1.0,0.0,0.0,5.0
377,UT,2020-09-19,1.0,1.0,0.0,0.0,0.0,2.0
378,UT,2020-09-20,1.0,1.0,0.0,1.0,1.0,4.0
589,UT,2020-09-21,0.0,8.0,1.0,1.0,0.0,10.0
590,UT,2020-09-22,0.0,1.0,1.0,0.0,1.0,3.0
591,UT,2020-09-23,0.0,1.0,1.0,1.0,0.0,3.0
379,UT,2020-09-24,1.0,0.0,1.0,0.0,0.0,2.0
592,UT,2020-09-25,0.0,1.0,0.0,0.0,1.0,2.0
593,UT,2020-09-26,0.0,1.0,1.0,0.0,0.0,2.0
594,UT,2020-09-27,0.0,4.0,0.0,1.0,0.0,5.0
595,UT,2020-09-28,0.0,1.0,1.0,1.0,0.0,4.0
596,UT,2020-09-29,0.0,1.0,0.0,0.0,0.0,1.0
597,UT,2020-09-30,0.0,4.0,0.0,0.0,0.0,4.0
188,UT,2020-10-01,0.0,4.0,1.0,0.0,1.0,7.0
560,UT,2020-10-02,0.0,1.0,0.0,0.0,0.0,2.0
598,UT,2020-10-03,0.0,5.0,0.0,0.0,1.0,6.0
599,UT,2020-10-04,0.0,1.0,1.0,0.0,0.0,2.0
600,UT,2020-10-05,0.0,4.0,1.0,0.0,1.0,6.0
544,UT,2020-10-06,0.0,5.0,1.0,1.0,0.0,8.0
0,UT,2020-10-07,0.0,7.0,1.0,1.0,1.0,14.0
601,UT,2020-10-08,0.0,8.0,1.0,1.0,1.0,11.0
548,UT,2020-10-09,0.0,9.0,1.0,0.0,1.0,13.0
189,UT,2020-10-10,1.0,1.0,1.0,1.0,0.0,6.0
602,UT,2020-10-11,0.0,4.0,4.0,1.0,0.0,9.0
380,UT,2020-10-12,1.0,6.0,1.0,0.0,1.0,10.0
381,UT,2020-10-13,1.0,6.0,5.0,1.0,0.0,14.0
382,UT,2020-10-14,1.0,4.0,1.0,1.0,1.0,9.0
383,UT,2020-10-15,1.0,4.0,1.0,1.0,0.0,9.0
384,UT,2020-10-16,1.0,1.0,4.0,1.0,0.0,7.0
603,UT,2020-10-17,0.0,1.0,4.0,1.0,0.0,6.0
385,UT,2020-10-18,1.0,4.0,5.0,1.0,1.0,14.0
386,UT,2020-10-19,1.0,5.0,5.0,1.0,0.0,13.0
190,UT,2020-10-20,1.0,4.0,4.0,1.0,1.0,13.0
339,UT,2020-10-21,0.0,1.0,1.0,4.0,0.0,7.0
387,UT,2020-10-22,1.0,7.0,1.0,1.0,0.0,11.0
191,UT,2020-10-23,1.0,13.0,4.0,1.0,0.0,20.0
192,UT,2020-10-24,1.0,6.0,0.0,1.0,1.0,11.0
193,UT,2020-10-25,0.0,4.0,1.0,1.0,0.0,7.0
194,UT,2020-10-26,1.0,5.0,0.0,0.0,1.0,9.0
604,UT,2020-10-27,0.0,7.0,4.0,1.0,1.0,13.0
388,UT,2020-10-28,1.0,8.0,1.0,1.0,1.0,13.0
5,UT,2020-10-29,1.0,8.0,1.0,6.0,1.0,20.0
6,UT,2020-10-30,1.0,11.0,7.0,1.0,1.0,23.0
7,UT,2020-10-31,1.0,6.0,1.0,1.0,0.0,12.0
8,UT,2020-11-01,0.0,6.0,1.0,4.0,0.0,13.0
9,UT,2020-11-02,1.0,6.0,4.0,4.0,0.0,17.0
195,UT,2020-11-03,0.0,4.0,1.0,1.0,1.0,10.0
360,UT,2020-11-04,1.0,4.0,1.0,4.0,0.0,12.0
10,UT,2020-11-05,0.0,6.0,5.0,4.0,1.0,19.0
11,UT,2020-11-06,1.0,10.0,4.0,5.0,1.0,22.0
12,UT,2020-11-07,1.0,6.0,1.0,1.0,1.0,13.0
13,UT,2020-11-08,0.0,8.0,1.0,1.0,1.0,14.0
14,UT,2020-11-09,0.0,9.0,6.0,1.0,1.0,22.0
15,UT,2020-11-10,5.0,10.0,1.0,5.0,1.0,24.0
16,UT,2020-11-11,0.0,9.0,1.0,0.0,0.0,11.0
17,UT,2020-11-12,4.0,11.0,4.0,4.0,1.0,26.0
18,UT,2020-11-13,1.0,12.0,6.0,4.0,4.0,30.0
19,UT,2020-11-14,1.0,5.0,1.0,1.0,1.0,11.0
389,UT,2020-11-15,1.0,11.0,0.0,1.0,0.0,16.0
196,UT,2020-11-16,1.0,10.0,5.0,1.0,1.0,21.0
390,UT,2020-11-17,4.0,9.0,4.0,4.0,1.0,24.0
20,UT,2020-11-18,1.0,12.0,7.0,7.0,1.0,31.0
21,UT,2020-11-19,1.0,12.0,7.0,5.0,9.0,39.0
22,UT,2020-11-20,1.0,13.0,1.0,1.0,4.0,23.0
23,UT,2020-11-21,1.0,11.0,0.0,1.0,1.0,18.0
197,UT,2020-11-22,1.0,6.0,1.0,1.0,1.0,13.0
24,UT,2020-11-23,1.0,9.0,1.0,1.0,7.0,22.0
340,UT,2020-11-24,6.0,8.0,1.0,1.0,10.0,28.0
25,UT,2020-11-25,5.0,16.0,1.0,6.0,6.0,38.0
341,UT,2020-11-26,1.0,9.0,1.0,1.0,1.0,14.0
342,UT,2020-11-27,1.0,15.0,1.0,1.0,6.0,26.0
343,UT,2020-11-28,1.0,9.0,1.0,1.0,1.0,16.0
26,UT,2020-11-29,1.0,7.0,1.0,1.0,0.0,14.0
27,UT,2020-11-30,6.0,8.0,1.0,5.0,1.0,25.0
391,UT,2020-12-01,1.0,9.0,5.0,5.0,4.0,26.0
28,UT,2020-12-02,1.0,5.0,1.0,1.0,1.0,12.0
29,UT,2020-12-03,1.0,7.0,1.0,1.0,6.0,19.0
198,UT,2020-12-04,1.0,10.0,1.0,1.0,0.0,17.0
392,UT,2020-12-05,4.0,6.0,1.0,4.0,0.0,16.0
30,UT,2020-12-06,0.0,4.0,1.0,1.0,0.0,9.0
393,UT,2020-12-07,1.0,8.0,1.0,1.0,1.0,14.0
199,UT,2020-12-08,0.0,8.0,4.0,4.0,1.0,20.0
31,UT,2020-12-09,1.0,7.0,1.0,1.0,5.0,18.0
394,UT,2020-12-10,1.0,7.0,5.0,1.0,1.0,17.0
395,UT,2020-12-11,1.0,7.0,1.0,0.0,0.0,10.0
396,UT,2020-12-12,1.0,4.0,5.0,4.0,0.0,17.0
32,UT,2020-12-13,1.0,7.0,1.0,1.0,1.0,12.0
33,UT,2020-12-14,0.0,12.0,6.0,1.0,1.0,22.0
397,UT,2020-12-15,1.0,8.0,1.0,1.0,1.0,14.0
344,UT,2020-12-16,1.0,13.0,1.0,1.0,1.0,19.0
200,UT,2020-12-17,1.0,15.0,1.0,1.0,4.0,23.0
398,UT,2020-12-18,1.0,14.0,1.0,1.0,1.0,20.0
399,UT,2020-12-19,4.0,6.0,4.0,1.0,0.0,17.0
34,UT,2020-12-20,1.0,9.0,4.0,0.0,1.0,18.0
35,UT,2020-12-21,4.0,10.0,1.0,5.0,1.0,24.0
36,UT,2020-12-22,0.0,11.0,4.0,4.0,6.0,27.0
400,UT,2020-12-23,1.0,6.0,4.0,1.0,1.0,16.0
201,UT,2020-12-24,0.0,11.0,1.0,1.0,5.0,22.0
202,UT,2020-12-25,0.0,1.0,1.0,0.0,0.0,4.0
37,UT,2020-12-26,1.0,8.0,1.0,1.0,1.0,19.0
401,UT,2020-12-27,1.0,5.0,1.0,1.0,1.0,11.0
38,UT,2020-12-28,1.0,10.0,1.0,6.0,0.0,19.0
39,UT,2020-12-29,1.0,8.0,4.0,1.0,7.0,25.0
402,UT,2020-12-30,1.0,9.0,1.0,1.0,0.0,13.0
40,UT,2020-12-31,4.0,9.0,4.0,4.0,1.0,24.0
41,UT,2021-01-01,0.0,10.0,4.0,6.0,1.0,26.0
605,UT,2021-01-02,0.0,6.0,1.0,4.0,1.0,15.0
42,UT,2021-01-03,0.0,8.0,1.0,1.0,1.0,15.0
1,UT,2021-01-04,1.0,15.0,1.0,4.0,4.0,31.0
203,UT,2021-01-05,4.0,13.0,1.0,0.0,4.0,26.0
204,UT,2021-01-06,4.0,6.0,1.0,1.0,1.0,17.0
205,UT,2021-01-07,6.0,12.0,4.0,1.0,0.0,25.0
206,UT,2021-01-08,1.0,15.0,4.0,1.0,1.0,25.0
207,UT,2021-01-09,1.0,10.0,1.0,1.0,1.0,16.0
43,UT,2021-01-10,4.0,12.0,1.0,4.0,1.0,27.0
208,UT,2021-01-11,5.0,10.0,5.0,5.0,1.0,28.0
209,UT,2021-01-12,0.0,12.0,4.0,1.0,1.0,20.0
44,UT,2021-01-13,1.0,11.0,4.0,1.0,1.0,25.0
45,UT,2021-01-14,1.0,7.0,6.0,1.0,1.0,18.0
403,UT,2021-01-15,4.0,10.0,1.0,1.0,1.0,18.0
345,UT,2021-01-16,0.0,6.0,1.0,1.0,1.0,13.0
549,UT,2021-01-17,0.0,10.0,1.0,0.0,1.0,13.0
210,UT,2021-01-18,1.0,8.0,1.0,1.0,1.0,15.0
211,UT,2021-01-19,1.0,8.0,4.0,1.0,4.0,21.0
46,UT,2021-01-20,1.0,5.0,7.0,0.0,1.0,16.0
404,UT,2021-01-21,1.0,10.0,1.0,1.0,1.0,14.0
405,UT,2021-01-22,1.0,8.0,0.0,0.0,5.0,18.0
212,UT,2021-01-23,1.0,10.0,1.0,0.0,1.0,16.0
213,UT,2021-01-24,0.0,6.0,1.0,1.0,0.0,10.0
47,UT,2021-01-25,1.0,6.0,1.0,0.0,1.0,15.0
214,UT,2021-01-26,1.0,10.0,1.0,5.0,5.0,26.0
215,UT,2021-01-27,1.0,9.0,1.0,1.0,0.0,16.0
216,UT,2021-01-28,0.0,8.0,1.0,4.0,1.0,18.0
406,UT,2021-01-29,4.0,5.0,0.0,1.0,4.0,15.0
346,UT,2021-01-30,0.0,8.0,0.0,1.0,4.0,18.0
550,UT,2021-01-31,0.0,6.0,1.0,0.0,1.0,11.0
407,UT,2021-02-01,5.0,6.0,1.0,0.0,1.0,16.0
408,UT,2021-02-02,1.0,1.0,1.0,1.0,1.0,5.0
48,UT,2021-02-03,1.0,1.0,1.0,1.0,0.0,6.0
217,UT,2021-02-04,1.0,1.0,0.0,1.0,1.0,8.0
218,UT,2021-02-05,0.0,1.0,1.0,1.0,1.0,8.0
409,UT,2021-02-06,1.0,1.0,0.0,1.0,1.0,6.0
606,UT,2021-02-07,0.0,5.0,0.0,1.0,1.0,7.0
410,UT,2021-02-08,1.0,7.0,0.0,1.0,0.0,11.0
411,UT,2021-02-09,1.0,1.0,1.0,1.0,0.0,5.0
219,UT,2021-02-10,1.0,5.0,1.0,0.0,0.0,9.0
220,UT,2021-02-11,1.0,1.0,1.0,0.0,4.0,9.0
49,UT,2021-02-12,1.0,7.0,1.0,1.0,1.0,12.0
412,UT,2021-02-13,1.0,1.0,1.0,1.0,0.0,4.0
413,UT,2021-02-14,1.0,6.0,0.0,0.0,0.0,7.0
50,UT,2021-02-15,1.0,5.0,0.0,1.0,0.0,9.0
51,UT,2021-02-16,1.0,8.0,1.0,0.0,1.0,13.0
414,UT,2021-02-17,1.0,8.0,0.0,0.0,1.0,11.0
415,UT,2021-02-18,1.0,8.0,1.0,0.0,0.0,10.0
221,UT,2021-02-19,1.0,1.0,1.0,1.0,1.0,7.0
222,UT,2021-02-20,1.0,1.0,0.0,0.0,0.0,5.0
416,UT,2021-02-21,1.0,1.0,0.0,0.0,1.0,3.0
52,UT,2021-02-22,1.0,5.0,1.0,0.0,1.0,9.0
53,UT,2021-02-23,1.0,6.0,0.0,0.0,1.0,9.0
347,UT,2021-02-24,1.0,5.0,1.0,1.0,1.0,13.0
2,UT,2021-02-25,1.0,6.0,0.0,0.0,1.0,10.0
417,UT,2021-02-26,1.0,4.0,1.0,0.0,1.0,7.0
418,UT,2021-02-27,1.0,1.0,0.0,1.0,0.0,3.0
688,UT,2021-02-28,0.0,0.0,0.0,1.0,0.0,1.0
54,UT,2021-03-01,1.0,5.0,0.0,1.0,0.0,8.0
419,UT,2021-03-02,1.0,6.0,1.0,1.0,1.0,10.0
420,UT,2021-03-03,1.0,7.0,1.0,0.0,0.0,9.0
421,UT,2021-03-04,1.0,4.0,0.0,1.0,0.0,7.0
422,UT,2021-03-05,1.0,4.0,0.0,1.0,1.0,8.0
423,UT,2021-03-06,1.0,5.0,1.0,1.0,1.0,10.0
424,UT,2021-03-07,1.0,1.0,0.0,0.0,0.0,3.0
425,UT,2021-03-08,1.0,1.0,1.0,1.0,0.0,4.0
426,UT,2021-03-09,1.0,1.0,1.0,0.0,1.0,5.0
427,UT,2021-03-10,1.0,1.0,0.0,1.0,1.0,6.0
428,UT,2021-03-11,1.0,7.0,1.0,0.0,1.0,11.0
55,UT,2021-03-12,0.0,0.0,0.0,1.0,1.0,4.0
561,UT,2021-03-13,0.0,1.0,0.0,1.0,0.0,3.0
551,UT,2021-03-14,0.0,1.0,0.0,0.0,0.0,3.0
429,UT,2021-03-15,1.0,1.0,0.0,1.0,1.0,4.0
607,UT,2021-03-16,0.0,1.0,0.0,0.0,0.0,1.0
430,UT,2021-03-17,1.0,1.0,1.0,0.0,0.0,4.0
431,UT,2021-03-18,1.0,1.0,0.0,0.0,1.0,4.0
56,UT,2021-03-19,1.0,1.0,1.0,0.0,1.0,5.0
432,UT,2021-03-20,1.0,1.0,1.0,0.0,0.0,3.0
433,UT,2021-03-21,1.0,1.0,0.0,1.0,0.0,4.0
608,UT,2021-03-22,0.0,1.0,1.0,1.0,1.0,4.0
434,UT,2021-03-23,1.0,5.0,0.0,1.0,1.0,8.0
435,UT,2021-03-24,1.0,4.0,0.0,0.0,0.0,5.0
436,UT,2021-03-25,1.0,1.0,0.0,1.0,0.0,3.0
57,UT,2021-03-26,1.0,1.0,0.0,0.0,1.0,4.0
223,UT,2021-03-27,0.0,4.0,0.0,0.0,1.0,6.0
437,UT,2021-03-28,1.0,1.0,0.0,0.0,1.0,3.0
438,UT,2021-03-29,1.0,1.0,0.0,0.0,0.0,2.0
439,UT,2021-03-30,1.0,1.0,0.0,0.0,4.0,6.0
440,UT,2021-03-31,1.0,0.0,0.0,1.0,1.0,3.0
441,UT,2021-04-01,1.0,1.0,1.0,0.0,1.0,4.0
58,UT,2021-04-02,4.0,1.0,0.0,1.0,1.0,9.0
442,UT,2021-04-03,1.0,1.0,0.0,0.0,0.0,2.0
443,UT,2021-04-04,1.0,1.0,0.0,0.0,1.0,3.0
224,UT,2021-04-05,1.0,5.0,1.0,0.0,0.0,8.0
444,UT,2021-04-06,1.0,1.0,0.0,0.0,0.0,2.0
445,UT,2021-04-07,4.0,6.0,1.0,1.0,1.0,13.0
446,UT,2021-04-08,1.0,1.0,1.0,0.0,0.0,3.0
447,UT,2021-04-09,4.0,1.0,0.0,0.0,0.0,5.0
546,UT,2021-04-10,0.0,0.0,1.0,0.0,0.0,2.0
448,UT,2021-04-11,1.0,0.0,0.0,0.0,1.0,2.0
449,UT,2021-04-12,1.0,1.0,0.0,0.0,1.0,3.0
59,UT,2021-04-13,1.0,1.0,1.0,0.0,1.0,5.0
450,UT,2021-04-14,1.0,1.0,0.0,0.0,1.0,4.0
60,UT,2021-04-15,0.0,1.0,1.0,1.0,1.0,7.0
552,UT,2021-04-16,0.0,1.0,0.0,0.0,1.0,3.0
609,UT,2021-04-17,0.0,1.0,0.0,0.0,1.0,2.0
61,UT,2021-04-18,0.0,1.0,0.0,0.0,1.0,3.0
62,UT,2021-04-19,0.0,1.0,1.0,0.0,1.0,4.0
63,UT,2021-04-20,1.0,0.0,0.0,1.0,1.0,4.0
64,UT,2021-04-21,1.0,1.0,0.0,0.0,1.0,5.0
451,UT,2021-04-22,1.0,1.0,1.0,0.0,1.0,6.0
452,UT,2021-04-23,1.0,1.0,0.0,0.0,1.0,3.0
225,UT,2021-04-24,0.0,1.0,1.0,0.0,0.0,3.0
696,UT,2021-04-25,0.0,0.0,0.0,0.0,1.0,1.0
453,UT,2021-04-26,1.0,1.0,0.0,0.0,1.0,4.0
65,UT,2021-04-27,1.0,4.0,0.0,0.0,1.0,7.0
454,UT,2021-04-28,1.0,1.0,0.0,0.0,1.0,3.0
455,UT,2021-04-29,1.0,4.0,0.0,0.0,0.0,6.0
610,UT,2021-04-30,0.0,1.0,1.0,0.0,1.0,3.0
456,UT,2021-05-01,1.0,1.0,0.0,0.0,0.0,3.0
457,UT,2021-05-02,1.0,1.0,0.0,0.0,0.0,2.0
458,UT,2021-05-03,1.0,0.0,1.0,0.0,1.0,3.0
459,UT,2021-05-04,1.0,0.0,0.0,1.0,1.0,3.0
460,UT,2021-05-05,1.0,4.0,0.0,0.0,0.0,7.0
226,UT,2021-05-06,0.0,0.0,0.0,1.0,0.0,4.0
611,UT,2021-05-07,0.0,4.0,0.0,0.0,1.0,5.0
697,UT,2021-05-08,0.0,0.0,0.0,0.0,1.0,1.0
612,UT,2021-05-09,0.0,1.0,0.0,0.0,0.0,1.0
613,UT,2021-05-10,0.0,1.0,1.0,0.0,0.0,2.0
614,UT,2021-05-11,0.0,6.0,0.0,0.0,0.0,7.0
66,UT,2021-05-12,0.0,0.0,0.0,0.0,0.0,2.0
67,UT,2021-05-13,0.0,0.0,0.0,1.0,0.0,4.0
68,UT,2021-05-14,1.0,1.0,0.0,1.0,1.0,5.0
615,UT,2021-05-15,0.0,1.0,1.0,0.0,1.0,3.0
69,UT,2021-05-16,0.0,1.0,0.0,1.0,1.0,4.0
70,UT,2021-05-17,1.0,0.0,0.0,0.0,1.0,3.0
227,UT,2021-05-18,0.0,0.0,0.0,1.0,1.0,3.0
71,UT,2021-05-19,1.0,0.0,0.0,0.0,1.0,4.0
72,UT,2021-05-20,1.0,5.0,0.0,1.0,1.0,9.0
461,UT,2021-05-21,1.0,0.0,1.0,0.0,0.0,2.0
616,UT,2021-05-22,0.0,1.0,1.0,0.0,0.0,2.0
228,UT,2021-05-24,0.0,0.0,1.0,0.0,1.0,3.0
73,UT,2021-05-25,1.0,1.0,0.0,0.0,1.0,4.0
74,UT,2021-05-26,1.0,0.0,0.0,0.0,0.0,4.0
229,UT,2021-05-27,0.0,1.0,0.0,0.0,0.0,2.0
75,UT,2021-05-28,0.0,1.0,0.0,0.0,0.0,4.0
617,UT,2021-05-29,0.0,1.0,1.0,1.0,1.0,5.0
76,UT,2021-05-30,0.0,0.0,1.0,0.0,1.0,3.0
462,UT,2021-05-31,1.0,1.0,1.0,0.0,0.0,3.0
230,UT,2021-06-01,1.0,1.0,1.0,1.0,1.0,7.0
618,UT,2021-06-02,0.0,1.0,1.0,0.0,1.0,3.0
619,UT,2021-06-03,0.0,1.0,0.0,1.0,0.0,3.0
77,UT,2021-06-04,1.0,0.0,1.0,0.0,0.0,4.0
231,UT,2021-06-05,1.0,1.0,1.0,1.0,0.0,6.0
232,UT,2021-06-06,0.0,1.0,1.0,0.0,1.0,4.0
233,UT,2021-06-07,0.0,0.0,1.0,0.0,0.0,2.0
234,UT,2021-06-08,0.0,1.0,0.0,0.0,0.0,2.0
78,UT,2021-06-09,1.0,1.0,1.0,1.0,1.0,8.0
235,UT,2021-06-10,1.0,1.0,0.0,0.0,0.0,3.0
79,UT,2021-06-11,1.0,1.0,0.0,0.0,0.0,4.0
80,UT,2021-06-12,0.0,1.0,0.0,0.0,0.0,3.0
620,UT,2021-06-13,0.0,1.0,1.0,0.0,0.0,2.0
236,UT,2021-06-14,1.0,1.0,1.0,1.0,1.0,6.0
81,UT,2021-06-15,1.0,1.0,1.0,0.0,1.0,6.0
237,UT,2021-06-16,1.0,0.0,1.0,0.0,1.0,5.0
82,UT,2021-06-17,0.0,1.0,1.0,0.0,0.0,5.0
463,UT,2021-06-18,1.0,4.0,1.0,1.0,1.0,9.0
621,UT,2021-06-19,0.0,1.0,1.0,1.0,0.0,3.0
238,UT,2021-06-20,0.0,1.0,0.0,1.0,0.0,4.0
239,UT,2021-06-21,0.0,1.0,1.0,0.0,0.0,3.0
83,UT,2021-06-22,0.0,1.0,1.0,0.0,0.0,5.0
240,UT,2021-06-23,1.0,1.0,1.0,0.0,0.0,4.0
241,UT,2021-06-24,1.0,1.0,1.0,0.0,0.0,4.0
622,UT,2021-06-25,0.0,1.0,1.0,0.0,1.0,3.0
464,UT,2021-06-26,1.0,1.0,1.0,0.0,0.0,4.0
553,UT,2021-06-27,0.0,5.0,1.0,0.0,0.0,7.0
465,UT,2021-06-28,1.0,1.0,1.0,1.0,0.0,4.0
242,UT,2021-06-29,1.0,1.0,1.0,1.0,1.0,6.0
466,UT,2021-06-30,1.0,1.0,1.0,1.0,0.0,6.0
243,UT,2021-07-01,1.0,1.0,0.0,1.0,1.0,6.0
467,UT,2021-07-02,4.0,1.0,1.0,1.0,0.0,8.0
468,UT,2021-07-03,1.0,1.0,0.0,1.0,1.0,5.0
469,UT,2021-07-04,1.0,5.0,1.0,0.0,0.0,8.0
84,UT,2021-07-05,0.0,1.0,0.0,1.0,1.0,5.0
85,UT,2021-07-06,0.0,5.0,1.0,1.0,0.0,10.0
470,UT,2021-07-07,1.0,1.0,5.0,1.0,0.0,8.0
471,UT,2021-07-08,1.0,6.0,0.0,0.0,1.0,8.0
472,UT,2021-07-09,1.0,1.0,0.0,1.0,0.0,3.0
86,UT,2021-07-10,1.0,1.0,0.0,1.0,0.0,6.0
623,UT,2021-07-11,0.0,6.0,0.0,1.0,0.0,7.0
473,UT,2021-07-12,1.0,1.0,1.0,5.0,0.0,10.0
474,UT,2021-07-13,1.0,1.0,1.0,1.0,0.0,4.0
475,UT,2021-07-14,1.0,5.0,1.0,1.0,1.0,11.0
87,UT,2021-07-15,1.0,1.0,1.0,0.0,1.0,7.0
88,UT,2021-07-16,1.0,5.0,5.0,1.0,1.0,14.0
476,UT,2021-07-17,1.0,1.0,1.0,1.0,1.0,5.0
89,UT,2021-07-18,0.0,1.0,1.0,1.0,0.0,5.0
90,UT,2021-07-19,1.0,1.0,0.0,0.0,1.0,5.0
244,UT,2021-07-20,1.0,4.0,1.0,0.0,1.0,8.0
554,UT,2021-07-21,0.0,1.0,1.0,0.0,1.0,6.0
477,UT,2021-07-22,1.0,1.0,5.0,0.0,0.0,7.0
245,UT,2021-07-23,1.0,4.0,1.0,0.0,1.0,12.0
348,UT,2021-07-24,1.0,4.0,4.0,1.0,1.0,14.0
478,UT,2021-07-25,1.0,1.0,4.0,0.0,1.0,9.0
479,UT,2021-07-26,1.0,1.0,1.0,1.0,0.0,5.0
349,UT,2021-07-27,4.0,1.0,0.0,0.0,1.0,8.0
480,UT,2021-07-28,1.0,5.0,0.0,1.0,1.0,9.0
91,UT,2021-07-29,0.0,4.0,4.0,1.0,1.0,13.0
540,UT,2021-07-30,0.0,5.0,0.0,4.0,5.0,18.0
92,UT,2021-07-31,0.0,7.0,1.0,0.0,1.0,14.0
541,UT,2021-08-01,0.0,1.0,1.0,4.0,1.0,10.0
93,UT,2021-08-02,1.0,4.0,0.0,0.0,1.0,11.0
481,UT,2021-08-03,1.0,6.0,0.0,1.0,0.0,10.0
246,UT,2021-08-04,0.0,4.0,1.0,1.0,1.0,10.0
482,UT,2021-08-05,1.0,4.0,1.0,1.0,4.0,15.0
247,UT,2021-08-06,1.0,10.0,1.0,1.0,0.0,18.0
94,UT,2021-08-07,0.0,4.0,1.0,1.0,1.0,11.0
95,UT,2021-08-08,1.0,6.0,4.0,0.0,0.0,15.0
96,UT,2021-08-09,1.0,14.0,0.0,1.0,1.0,21.0
97,UT,2021-08-10,1.0,4.0,1.0,1.0,0.0,11.0
98,UT,2021-08-11,1.0,6.0,1.0,1.0,1.0,13.0
248,UT,2021-08-12,1.0,8.0,1.0,1.0,0.0,14.0
3,UT,2021-08-13,1.0,5.0,0.0,1.0,1.0,10.0
249,UT,2021-08-14,1.0,6.0,1.0,1.0,0.0,11.0
624,UT,2021-08-15,0.0,6.0,1.0,4.0,1.0,13.0
250,UT,2021-08-16,1.0,1.0,1.0,1.0,1.0,9.0
99,UT,2021-08-17,0.0,7.0,1.0,1.0,1.0,11.0
251,UT,2021-08-18,1.0,7.0,0.0,1.0,1.0,12.0
483,UT,2021-08-19,1.0,6.0,1.0,1.0,1.0,10.0
484,UT,2021-08-20,1.0,1.0,1.0,1.0,1.0,7.0
100,UT,2021-08-21,1.0,4.0,1.0,1.0,1.0,10.0
252,UT,2021-08-22,1.0,1.0,4.0,1.0,1.0,9.0
253,UT,2021-08-23,1.0,5.0,1.0,1.0,1.0,11.0
254,UT,2021-08-24,1.0,1.0,1.0,4.0,1.0,11.0
255,UT,2021-08-25,4.0,9.0,1.0,4.0,1.0,23.0
256,UT,2021-08-26,4.0,7.0,1.0,1.0,1.0,16.0
257,UT,2021-08-27,1.0,7.0,1.0,1.0,4.0,17.0
