,state,date,08001,08005,08031,08035,08041,08059,08077,total_cnts
582,CO,2020-09-23,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0
37,CO,2020-09-24,1.0,1.0,1.0,0.0,1.0,0.0,0.0,5.0
38,CO,2020-09-25,1.0,0.0,0.0,1.0,0.0,1.0,1.0,7.0
583,CO,2020-09-26,0.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0
584,CO,2020-09-27,0.0,1.0,1.0,0.0,0.0,1.0,0.0,6.0
39,CO,2020-09-28,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0
40,CO,2020-09-29,1.0,1.0,1.0,0.0,0.0,0.0,1.0,7.0
41,CO,2020-09-30,5.0,1.0,4.0,0.0,1.0,1.0,1.0,13.0
585,CO,2020-10-01,0.0,4.0,0.0,0.0,0.0,1.0,1.0,9.0
586,CO,2020-10-02,0.0,1.0,1.0,0.0,1.0,1.0,0.0,5.0
42,CO,2020-10-03,1.0,1.0,1.0,0.0,1.0,1.0,0.0,8.0
43,CO,2020-10-04,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0
44,CO,2020-10-05,4.0,0.0,1.0,0.0,1.0,0.0,0.0,8.0
45,CO,2020-10-06,1.0,0.0,1.0,1.0,0.0,1.0,1.0,5.0
46,CO,2020-10-07,1.0,4.0,1.0,1.0,1.0,1.0,0.0,10.0
47,CO,2020-10-08,1.0,1.0,1.0,0.0,0.0,1.0,0.0,6.0
48,CO,2020-10-09,1.0,1.0,1.0,1.0,0.0,1.0,0.0,7.0
49,CO,2020-10-10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0
50,CO,2020-10-11,1.0,4.0,1.0,1.0,0.0,1.0,0.0,11.0
51,CO,2020-10-12,1.0,1.0,1.0,0.0,1.0,1.0,1.0,7.0
52,CO,2020-10-13,1.0,1.0,5.0,0.0,1.0,1.0,1.0,14.0
53,CO,2020-10-14,1.0,4.0,1.0,1.0,1.0,1.0,0.0,11.0
54,CO,2020-10-15,1.0,1.0,1.0,0.0,1.0,1.0,1.0,8.0
55,CO,2020-10-16,9.0,5.0,1.0,0.0,0.0,1.0,0.0,16.0
56,CO,2020-10-17,4.0,4.0,1.0,1.0,1.0,4.0,1.0,19.0
57,CO,2020-10-18,1.0,4.0,1.0,1.0,1.0,1.0,0.0,12.0
58,CO,2020-10-19,4.0,1.0,5.0,1.0,0.0,8.0,1.0,23.0
59,CO,2020-10-20,5.0,11.0,4.0,1.0,1.0,7.0,0.0,33.0
587,CO,2020-10-21,0.0,8.0,1.0,0.0,1.0,1.0,0.0,14.0
60,CO,2020-10-22,9.0,1.0,0.0,1.0,1.0,4.0,1.0,19.0
61,CO,2020-10-23,6.0,1.0,1.0,0.0,1.0,4.0,1.0,21.0
62,CO,2020-10-24,1.0,4.0,5.0,1.0,4.0,4.0,0.0,22.0
63,CO,2020-10-25,4.0,8.0,9.0,1.0,1.0,6.0,0.0,32.0
64,CO,2020-10-26,9.0,4.0,1.0,1.0,1.0,1.0,0.0,20.0
65,CO,2020-10-27,1.0,5.0,4.0,1.0,1.0,6.0,1.0,24.0
66,CO,2020-10-28,6.0,7.0,1.0,1.0,1.0,1.0,1.0,23.0
67,CO,2020-10-29,4.0,4.0,6.0,1.0,1.0,8.0,1.0,29.0
68,CO,2020-10-30,8.0,4.0,1.0,0.0,0.0,6.0,1.0,26.0
69,CO,2020-10-31,4.0,4.0,6.0,0.0,5.0,1.0,1.0,22.0
588,CO,2020-11-01,0.0,1.0,5.0,1.0,1.0,6.0,1.0,25.0
70,CO,2020-11-02,5.0,13.0,4.0,6.0,0.0,1.0,1.0,41.0
71,CO,2020-11-03,5.0,10.0,8.0,1.0,4.0,5.0,0.0,36.0
72,CO,2020-11-04,11.0,8.0,10.0,1.0,5.0,8.0,4.0,53.0
73,CO,2020-11-05,6.0,4.0,8.0,1.0,0.0,12.0,1.0,36.0
74,CO,2020-11-06,6.0,8.0,1.0,1.0,6.0,9.0,1.0,37.0
75,CO,2020-11-07,9.0,9.0,4.0,0.0,1.0,8.0,1.0,38.0
76,CO,2020-11-08,8.0,7.0,7.0,4.0,4.0,7.0,0.0,43.0
77,CO,2020-11-09,8.0,13.0,12.0,1.0,1.0,9.0,1.0,59.0
78,CO,2020-11-10,12.0,15.0,6.0,4.0,1.0,9.0,5.0,59.0
79,CO,2020-11-11,11.0,12.0,14.0,4.0,1.0,4.0,4.0,63.0
80,CO,2020-11-12,7.0,13.0,4.0,6.0,1.0,4.0,1.0,49.0
81,CO,2020-11-13,6.0,11.0,5.0,1.0,4.0,10.0,1.0,51.0
82,CO,2020-11-14,12.0,8.0,10.0,1.0,1.0,10.0,1.0,50.0
83,CO,2020-11-15,4.0,10.0,8.0,0.0,1.0,7.0,1.0,42.0
84,CO,2020-11-16,15.0,4.0,10.0,1.0,1.0,11.0,0.0,54.0
85,CO,2020-11-17,9.0,12.0,12.0,1.0,6.0,9.0,1.0,65.0
86,CO,2020-11-18,10.0,9.0,16.0,0.0,4.0,7.0,1.0,63.0
87,CO,2020-11-19,9.0,8.0,10.0,4.0,5.0,15.0,5.0,71.0
88,CO,2020-11-20,9.0,14.0,10.0,1.0,1.0,6.0,1.0,55.0
89,CO,2020-11-21,8.0,12.0,8.0,5.0,1.0,11.0,4.0,57.0
90,CO,2020-11-22,5.0,8.0,9.0,1.0,1.0,10.0,1.0,50.0
91,CO,2020-11-23,7.0,10.0,7.0,4.0,4.0,8.0,5.0,56.0
92,CO,2020-11-24,6.0,9.0,15.0,4.0,4.0,7.0,1.0,63.0
93,CO,2020-11-25,6.0,11.0,12.0,1.0,5.0,7.0,1.0,59.0
94,CO,2020-11-26,10.0,6.0,7.0,0.0,1.0,8.0,0.0,42.0
95,CO,2020-11-27,10.0,16.0,5.0,4.0,11.0,10.0,1.0,73.0
96,CO,2020-11-28,13.0,10.0,13.0,1.0,7.0,7.0,4.0,66.0
97,CO,2020-11-29,7.0,12.0,1.0,1.0,7.0,6.0,1.0,49.0
98,CO,2020-11-30,5.0,9.0,14.0,5.0,6.0,1.0,4.0,58.0
99,CO,2020-12-01,6.0,12.0,14.0,1.0,1.0,14.0,1.0,62.0
100,CO,2020-12-02,10.0,10.0,8.0,1.0,9.0,9.0,1.0,62.0
101,CO,2020-12-03,4.0,9.0,8.0,1.0,7.0,10.0,1.0,50.0
102,CO,2020-12-04,6.0,10.0,7.0,1.0,6.0,15.0,1.0,54.0
103,CO,2020-12-05,6.0,6.0,1.0,1.0,4.0,5.0,1.0,33.0
104,CO,2020-12-06,1.0,11.0,1.0,1.0,5.0,10.0,1.0,37.0
105,CO,2020-12-07,7.0,14.0,10.0,5.0,6.0,5.0,1.0,64.0
106,CO,2020-12-08,5.0,8.0,8.0,1.0,4.0,6.0,1.0,47.0
107,CO,2020-12-09,8.0,10.0,8.0,6.0,1.0,9.0,1.0,61.0
108,CO,2020-12-10,15.0,8.0,7.0,4.0,5.0,10.0,1.0,65.0
109,CO,2020-12-11,10.0,9.0,7.0,1.0,4.0,7.0,1.0,51.0
110,CO,2020-12-12,4.0,8.0,4.0,1.0,1.0,7.0,6.0,42.0
111,CO,2020-12-13,9.0,8.0,12.0,1.0,5.0,6.0,4.0,51.0
112,CO,2020-12-14,7.0,6.0,8.0,4.0,6.0,9.0,1.0,48.0
113,CO,2020-12-15,5.0,8.0,4.0,1.0,9.0,4.0,1.0,49.0
114,CO,2020-12-16,7.0,13.0,9.0,1.0,7.0,8.0,1.0,54.0
115,CO,2020-12-17,1.0,7.0,5.0,1.0,4.0,8.0,1.0,42.0
116,CO,2020-12-18,6.0,6.0,8.0,1.0,1.0,4.0,0.0,39.0
117,CO,2020-12-19,1.0,10.0,1.0,1.0,1.0,1.0,0.0,20.0
118,CO,2020-12-20,1.0,8.0,1.0,1.0,0.0,1.0,1.0,23.0
119,CO,2020-12-21,4.0,13.0,9.0,1.0,4.0,6.0,1.0,43.0
120,CO,2020-12-22,4.0,10.0,7.0,4.0,4.0,1.0,1.0,36.0
121,CO,2020-12-23,1.0,7.0,10.0,1.0,1.0,4.0,0.0,34.0
122,CO,2020-12-24,1.0,5.0,5.0,1.0,1.0,7.0,0.0,34.0
123,CO,2020-12-25,4.0,8.0,6.0,1.0,1.0,4.0,1.0,28.0
124,CO,2020-12-26,5.0,8.0,7.0,0.0,1.0,1.0,4.0,35.0
125,CO,2020-12-27,4.0,6.0,5.0,0.0,4.0,5.0,4.0,34.0
126,CO,2020-12-28,7.0,6.0,1.0,7.0,0.0,1.0,1.0,28.0
127,CO,2020-12-29,7.0,6.0,11.0,1.0,1.0,1.0,0.0,36.0
128,CO,2020-12-30,4.0,6.0,6.0,0.0,4.0,5.0,1.0,36.0
129,CO,2020-12-31,1.0,8.0,6.0,0.0,1.0,5.0,1.0,38.0
130,CO,2021-01-01,1.0,4.0,4.0,0.0,1.0,1.0,0.0,18.0
131,CO,2021-01-02,4.0,1.0,5.0,0.0,1.0,1.0,1.0,18.0
132,CO,2021-01-03,6.0,7.0,5.0,1.0,4.0,1.0,1.0,34.0
133,CO,2021-01-04,1.0,4.0,7.0,1.0,5.0,5.0,1.0,35.0
134,CO,2021-01-05,1.0,10.0,0.0,1.0,1.0,1.0,1.0,23.0
135,CO,2021-01-06,6.0,5.0,5.0,1.0,4.0,5.0,1.0,40.0
589,CO,2021-01-07,0.0,5.0,6.0,1.0,1.0,1.0,1.0,24.0
136,CO,2021-01-08,6.0,6.0,9.0,1.0,1.0,1.0,1.0,29.0
137,CO,2021-01-09,5.0,8.0,1.0,1.0,1.0,4.0,1.0,33.0
138,CO,2021-01-10,7.0,1.0,1.0,1.0,1.0,7.0,0.0,24.0
139,CO,2021-01-11,4.0,7.0,4.0,1.0,1.0,1.0,0.0,25.0
140,CO,2021-01-12,6.0,6.0,6.0,1.0,1.0,1.0,1.0,29.0
141,CO,2021-01-13,1.0,1.0,4.0,4.0,1.0,4.0,1.0,23.0
142,CO,2021-01-14,1.0,7.0,1.0,1.0,1.0,5.0,0.0,22.0
143,CO,2021-01-15,6.0,4.0,4.0,1.0,1.0,7.0,1.0,33.0
144,CO,2021-01-16,6.0,1.0,1.0,1.0,1.0,1.0,0.0,20.0
145,CO,2021-01-17,1.0,7.0,1.0,1.0,1.0,1.0,1.0,19.0
146,CO,2021-01-18,5.0,4.0,5.0,1.0,4.0,1.0,1.0,29.0
147,CO,2021-01-19,1.0,1.0,5.0,0.0,1.0,4.0,0.0,15.0
148,CO,2021-01-20,4.0,5.0,1.0,1.0,1.0,1.0,1.0,20.0
149,CO,2021-01-21,1.0,6.0,4.0,1.0,5.0,1.0,1.0,24.0
150,CO,2021-01-22,5.0,1.0,1.0,1.0,1.0,5.0,1.0,27.0
151,CO,2021-01-23,4.0,5.0,0.0,1.0,4.0,1.0,1.0,19.0
152,CO,2021-01-24,4.0,6.0,1.0,0.0,0.0,1.0,4.0,23.0
153,CO,2021-01-25,1.0,8.0,4.0,0.0,1.0,4.0,1.0,24.0
154,CO,2021-01-26,1.0,5.0,1.0,1.0,0.0,5.0,1.0,20.0
155,CO,2021-01-27,1.0,1.0,7.0,1.0,1.0,1.0,1.0,23.0
156,CO,2021-01-28,5.0,4.0,1.0,0.0,1.0,1.0,1.0,16.0
157,CO,2021-01-29,4.0,4.0,0.0,1.0,1.0,1.0,1.0,16.0
158,CO,2021-01-30,1.0,4.0,4.0,1.0,1.0,4.0,1.0,18.0
159,CO,2021-01-31,1.0,1.0,4.0,1.0,0.0,1.0,1.0,13.0
160,CO,2021-02-01,5.0,1.0,1.0,0.0,1.0,1.0,1.0,15.0
590,CO,2021-02-02,0.0,5.0,4.0,1.0,1.0,1.0,4.0,21.0
161,CO,2021-02-03,9.0,1.0,0.0,1.0,1.0,1.0,1.0,17.0
162,CO,2021-02-04,1.0,4.0,4.0,4.0,1.0,1.0,1.0,24.0
163,CO,2021-02-05,1.0,5.0,1.0,1.0,1.0,1.0,1.0,13.0
164,CO,2021-02-06,1.0,1.0,1.0,0.0,1.0,5.0,1.0,14.0
165,CO,2021-02-07,1.0,1.0,0.0,1.0,1.0,4.0,1.0,15.0
166,CO,2021-02-08,1.0,1.0,1.0,0.0,1.0,4.0,1.0,12.0
167,CO,2021-02-09,1.0,6.0,1.0,1.0,1.0,1.0,1.0,16.0
168,CO,2021-02-10,1.0,5.0,1.0,1.0,1.0,1.0,0.0,14.0
169,CO,2021-02-11,1.0,1.0,1.0,0.0,1.0,1.0,1.0,12.0
170,CO,2021-02-12,1.0,1.0,1.0,1.0,1.0,5.0,1.0,14.0
591,CO,2021-02-13,0.0,1.0,0.0,0.0,1.0,1.0,1.0,6.0
171,CO,2021-02-14,1.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0
172,CO,2021-02-15,1.0,0.0,1.0,1.0,1.0,1.0,1.0,13.0
173,CO,2021-02-16,1.0,5.0,1.0,1.0,0.0,1.0,1.0,12.0
174,CO,2021-02-17,1.0,1.0,1.0,1.0,1.0,0.0,0.0,9.0
175,CO,2021-02-18,1.0,7.0,4.0,1.0,0.0,4.0,0.0,21.0
176,CO,2021-02-19,1.0,1.0,4.0,1.0,0.0,0.0,1.0,11.0
177,CO,2021-02-20,1.0,4.0,4.0,1.0,0.0,0.0,0.0,10.0
178,CO,2021-02-21,1.0,1.0,1.0,0.0,1.0,1.0,1.0,7.0
592,CO,2021-02-22,0.0,1.0,1.0,1.0,1.0,4.0,1.0,15.0
674,CO,2021-02-23,0.0,0.0,1.0,1.0,0.0,1.0,1.0,5.0
179,CO,2021-02-24,1.0,1.0,1.0,0.0,0.0,1.0,1.0,8.0
180,CO,2021-02-25,1.0,6.0,1.0,0.0,1.0,1.0,0.0,12.0
181,CO,2021-02-26,1.0,1.0,1.0,0.0,1.0,1.0,1.0,8.0
182,CO,2021-02-27,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0
183,CO,2021-02-28,4.0,1.0,1.0,1.0,0.0,1.0,0.0,12.0
184,CO,2021-03-01,1.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0
593,CO,2021-03-02,0.0,1.0,1.0,0.0,0.0,1.0,1.0,8.0
693,CO,2021-03-03,0.0,0.0,1.0,0.0,1.0,1.0,1.0,6.0
185,CO,2021-03-04,1.0,4.0,1.0,1.0,0.0,1.0,0.0,13.0
186,CO,2021-03-05,1.0,0.0,1.0,1.0,0.0,5.0,0.0,11.0
187,CO,2021-03-06,1.0,1.0,1.0,1.0,0.0,1.0,1.0,10.0
594,CO,2021-03-07,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0
595,CO,2021-03-08,0.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0
188,CO,2021-03-09,1.0,1.0,1.0,0.0,0.0,1.0,1.0,8.0
189,CO,2021-03-10,1.0,0.0,1.0,1.0,1.0,0.0,0.0,6.0
190,CO,2021-03-11,1.0,6.0,0.0,0.0,0.0,0.0,1.0,10.0
191,CO,2021-03-12,1.0,4.0,0.0,1.0,0.0,1.0,1.0,11.0
192,CO,2021-03-13,1.0,4.0,1.0,0.0,1.0,1.0,0.0,11.0
193,CO,2021-03-14,1.0,1.0,1.0,0.0,1.0,0.0,0.0,7.0
194,CO,2021-03-15,1.0,1.0,1.0,1.0,4.0,1.0,0.0,11.0
195,CO,2021-03-16,4.0,1.0,1.0,0.0,1.0,0.0,1.0,11.0
196,CO,2021-03-17,1.0,0.0,1.0,1.0,1.0,1.0,0.0,9.0
197,CO,2021-03-18,1.0,0.0,4.0,1.0,4.0,0.0,0.0,12.0
198,CO,2021-03-19,1.0,4.0,1.0,1.0,0.0,1.0,0.0,11.0
596,CO,2021-03-20,0.0,4.0,0.0,0.0,0.0,1.0,1.0,9.0
597,CO,2021-03-21,0.0,1.0,1.0,1.0,1.0,1.0,0.0,6.0
199,CO,2021-03-22,1.0,0.0,5.0,1.0,1.0,1.0,0.0,12.0
200,CO,2021-03-23,1.0,1.0,1.0,1.0,1.0,0.0,0.0,7.0
201,CO,2021-03-24,1.0,0.0,1.0,0.0,1.0,1.0,0.0,7.0
202,CO,2021-03-25,1.0,1.0,1.0,0.0,1.0,1.0,0.0,9.0
203,CO,2021-03-26,1.0,4.0,1.0,1.0,1.0,1.0,0.0,12.0
204,CO,2021-03-27,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0
205,CO,2021-03-28,1.0,1.0,1.0,0.0,1.0,0.0,0.0,6.0
206,CO,2021-03-29,1.0,1.0,4.0,0.0,1.0,4.0,0.0,17.0
207,CO,2021-03-30,4.0,1.0,1.0,0.0,1.0,1.0,0.0,11.0
208,CO,2021-03-31,1.0,1.0,1.0,1.0,1.0,1.0,0.0,9.0
209,CO,2021-04-01,1.0,1.0,4.0,1.0,1.0,1.0,0.0,13.0
210,CO,2021-04-02,1.0,1.0,1.0,1.0,1.0,5.0,0.0,14.0
211,CO,2021-04-03,1.0,1.0,1.0,1.0,0.0,1.0,0.0,8.0
212,CO,2021-04-04,5.0,1.0,1.0,1.0,1.0,1.0,0.0,10.0
213,CO,2021-04-05,1.0,4.0,1.0,1.0,1.0,4.0,1.0,17.0
214,CO,2021-04-06,1.0,1.0,1.0,1.0,1.0,4.0,1.0,15.0
215,CO,2021-04-07,5.0,1.0,1.0,0.0,1.0,1.0,1.0,13.0
216,CO,2021-04-08,1.0,1.0,0.0,0.0,1.0,1.0,1.0,7.0
217,CO,2021-04-09,8.0,8.0,1.0,1.0,1.0,1.0,0.0,23.0
218,CO,2021-04-10,1.0,1.0,1.0,1.0,1.0,1.0,0.0,7.0
219,CO,2021-04-11,1.0,1.0,1.0,1.0,0.0,1.0,1.0,10.0
220,CO,2021-04-12,4.0,6.0,1.0,1.0,0.0,1.0,0.0,17.0
221,CO,2021-04-13,1.0,6.0,6.0,1.0,4.0,4.0,1.0,27.0
222,CO,2021-04-14,1.0,7.0,4.0,1.0,1.0,5.0,1.0,24.0
223,CO,2021-04-15,1.0,1.0,4.0,5.0,5.0,1.0,1.0,20.0
224,CO,2021-04-16,1.0,1.0,1.0,1.0,0.0,5.0,1.0,13.0
225,CO,2021-04-17,1.0,4.0,1.0,1.0,1.0,1.0,1.0,14.0
226,CO,2021-04-18,1.0,4.0,1.0,0.0,0.0,1.0,1.0,12.0
227,CO,2021-04-19,4.0,1.0,7.0,1.0,5.0,1.0,0.0,25.0
228,CO,2021-04-20,4.0,1.0,1.0,1.0,1.0,5.0,1.0,15.0
229,CO,2021-04-21,1.0,1.0,1.0,1.0,1.0,4.0,0.0,14.0
230,CO,2021-04-22,1.0,4.0,4.0,1.0,5.0,4.0,1.0,22.0
231,CO,2021-04-23,8.0,5.0,1.0,0.0,1.0,4.0,1.0,22.0
232,CO,2021-04-24,1.0,6.0,1.0,0.0,4.0,0.0,1.0,18.0
233,CO,2021-04-25,1.0,1.0,4.0,1.0,4.0,1.0,1.0,17.0
234,CO,2021-04-26,6.0,5.0,1.0,0.0,1.0,4.0,0.0,24.0
235,CO,2021-04-27,8.0,1.0,1.0,1.0,1.0,1.0,1.0,17.0
236,CO,2021-04-28,1.0,5.0,1.0,1.0,1.0,1.0,1.0,17.0
237,CO,2021-04-29,5.0,10.0,5.0,0.0,1.0,6.0,1.0,36.0
238,CO,2021-04-30,1.0,7.0,1.0,1.0,1.0,5.0,4.0,25.0
239,CO,2021-05-01,6.0,0.0,4.0,0.0,1.0,1.0,1.0,16.0
240,CO,2021-05-02,9.0,5.0,1.0,0.0,1.0,5.0,1.0,24.0
241,CO,2021-05-03,1.0,5.0,4.0,0.0,4.0,5.0,4.0,26.0
242,CO,2021-05-04,1.0,7.0,1.0,1.0,1.0,1.0,1.0,14.0
243,CO,2021-05-05,1.0,1.0,1.0,5.0,1.0,6.0,1.0,22.0
244,CO,2021-05-06,1.0,1.0,4.0,1.0,1.0,4.0,0.0,18.0
245,CO,2021-05-07,4.0,1.0,1.0,1.0,1.0,5.0,1.0,21.0
246,CO,2021-05-08,5.0,1.0,0.0,0.0,5.0,0.0,1.0,16.0
247,CO,2021-05-09,1.0,1.0,1.0,0.0,1.0,4.0,1.0,14.0
248,CO,2021-05-10,1.0,1.0,5.0,1.0,1.0,5.0,0.0,17.0
249,CO,2021-05-11,5.0,10.0,1.0,1.0,1.0,4.0,1.0,29.0
250,CO,2021-05-12,7.0,1.0,1.0,0.0,1.0,7.0,1.0,23.0
251,CO,2021-05-13,1.0,6.0,1.0,0.0,1.0,4.0,1.0,20.0
252,CO,2021-05-14,4.0,5.0,0.0,1.0,1.0,1.0,0.0,19.0
253,CO,2021-05-15,1.0,5.0,1.0,0.0,1.0,1.0,0.0,14.0
254,CO,2021-05-16,6.0,5.0,1.0,1.0,1.0,1.0,1.0,17.0
255,CO,2021-05-17,1.0,4.0,6.0,1.0,1.0,1.0,5.0,26.0
598,CO,2021-05-18,0.0,4.0,4.0,1.0,4.0,7.0,1.0,24.0
256,CO,2021-05-19,6.0,6.0,4.0,0.0,1.0,1.0,1.0,24.0
257,CO,2021-05-20,1.0,1.0,5.0,1.0,1.0,1.0,7.0,22.0
258,CO,2021-05-21,5.0,4.0,1.0,1.0,0.0,1.0,1.0,17.0
259,CO,2021-05-22,6.0,4.0,1.0,0.0,1.0,4.0,1.0,21.0
260,CO,2021-05-23,1.0,1.0,1.0,0.0,1.0,1.0,0.0,11.0
261,CO,2021-05-24,1.0,5.0,1.0,1.0,1.0,1.0,1.0,13.0
262,CO,2021-05-25,1.0,1.0,1.0,0.0,0.0,1.0,1.0,8.0
263,CO,2021-05-26,4.0,1.0,4.0,1.0,1.0,0.0,0.0,15.0
264,CO,2021-05-27,4.0,6.0,0.0,1.0,1.0,1.0,1.0,18.0
265,CO,2021-05-28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0
266,CO,2021-05-29,1.0,0.0,4.0,0.0,4.0,1.0,4.0,19.0
267,CO,2021-05-30,1.0,1.0,1.0,1.0,1.0,4.0,1.0,17.0
268,CO,2021-05-31,1.0,0.0,4.0,0.0,0.0,4.0,5.0,21.0
269,CO,2021-06-01,1.0,1.0,1.0,1.0,1.0,1.0,5.0,15.0
270,CO,2021-06-02,4.0,4.0,1.0,0.0,5.0,1.0,6.0,25.0
271,CO,2021-06-03,1.0,1.0,1.0,0.0,1.0,1.0,1.0,10.0
686,CO,2021-06-04,0.0,0.0,0.0,0.0,1.0,1.0,1.0,8.0
272,CO,2021-06-05,1.0,1.0,1.0,1.0,0.0,1.0,4.0,11.0
273,CO,2021-06-06,1.0,4.0,1.0,0.0,4.0,1.0,8.0,25.0
599,CO,2021-06-07,0.0,4.0,1.0,0.0,0.0,1.0,6.0,16.0
600,CO,2021-06-08,0.0,1.0,4.0,1.0,1.0,1.0,1.0,13.0
274,CO,2021-06-09,1.0,1.0,1.0,1.0,1.0,0.0,4.0,11.0
275,CO,2021-06-10,1.0,1.0,0.0,1.0,1.0,1.0,1.0,9.0
601,CO,2021-06-11,0.0,1.0,1.0,0.0,1.0,1.0,4.0,13.0
276,CO,2021-06-12,1.0,1.0,0.0,0.0,1.0,1.0,1.0,10.0
277,CO,2021-06-13,1.0,0.0,1.0,1.0,1.0,1.0,1.0,10.0
278,CO,2021-06-14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0
