,state,date,51041,51059,51087,51107,51153,51161,51590,51760,51770,51775,total_cnts
366,VA,2020-09-16,0.0,6.0,1.0,1.0,1.0,1.0,16.0,1.0,0.0,1.0,36.0
367,VA,2020-09-17,0.0,4.0,1.0,1.0,1.0,1.0,17.0,1.0,1.0,1.0,41.0
648,VA,2020-09-18,1.0,1.0,1.0,1.0,1.0,1.0,6.0,0.0,1.0,1.0,22.0
482,VA,2020-09-19,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,11.0
649,VA,2020-09-20,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,13.0
368,VA,2020-09-21,0.0,1.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,22.0
539,VA,2020-09-22,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,26.0
483,VA,2020-09-23,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,21.0
484,VA,2020-09-24,1.0,1.0,0.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,25.0
485,VA,2020-09-25,0.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,1.0,0.0,25.0
486,VA,2020-09-26,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,13.0
624,VA,2020-09-27,0.0,1.0,1.0,1.0,0.0,1.0,6.0,0.0,1.0,0.0,19.0
285,VA,2020-09-28,1.0,0.0,1.0,1.0,1.0,1.0,4.0,0.0,1.0,1.0,26.0
625,VA,2020-09-29,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,16.0
5,VA,2020-09-30,1.0,1.0,4.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,31.0
369,VA,2020-10-01,1.0,1.0,1.0,1.0,0.0,1.0,4.0,0.0,1.0,1.0,28.0
6,VA,2020-10-02,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,32.0
575,VA,2020-10-03,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,16.0
370,VA,2020-10-04,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,17.0
7,VA,2020-10-05,1.0,1.0,1.0,1.0,0.0,1.0,5.0,0.0,1.0,0.0,25.0
8,VA,2020-10-06,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,28.0
9,VA,2020-10-07,0.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,29.0
10,VA,2020-10-08,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,23.0
11,VA,2020-10-09,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,7.0,1.0,30.0
12,VA,2020-10-10,1.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,1.0,1.0,17.0
13,VA,2020-10-11,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,16.0
14,VA,2020-10-12,1.0,1.0,1.0,1.0,1.0,6.0,1.0,0.0,1.0,5.0,34.0
15,VA,2020-10-13,1.0,1.0,1.0,0.0,1.0,7.0,1.0,1.0,4.0,8.0,46.0
16,VA,2020-10-14,1.0,5.0,0.0,1.0,1.0,8.0,1.0,1.0,1.0,8.0,43.0
371,VA,2020-10-15,1.0,4.0,0.0,1.0,1.0,8.0,1.0,1.0,1.0,9.0,40.0
576,VA,2020-10-16,1.0,1.0,1.0,0.0,0.0,7.0,1.0,0.0,1.0,12.0,35.0
487,VA,2020-10-17,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,19.0
129,VA,2020-10-18,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0
488,VA,2020-10-19,0.0,1.0,0.0,1.0,0.0,7.0,1.0,1.0,4.0,14.0,43.0
372,VA,2020-10-20,1.0,1.0,0.0,1.0,1.0,10.0,1.0,1.0,7.0,16.0,59.0
17,VA,2020-10-21,1.0,5.0,0.0,0.0,1.0,8.0,1.0,1.0,5.0,17.0,62.0
18,VA,2020-10-22,1.0,1.0,0.0,4.0,1.0,7.0,0.0,0.0,5.0,19.0,61.0
373,VA,2020-10-23,0.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,11.0,19.0,66.0
626,VA,2020-10-24,1.0,1.0,0.0,1.0,1.0,6.0,0.0,0.0,1.0,1.0,23.0
650,VA,2020-10-25,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0
19,VA,2020-10-26,1.0,1.0,1.0,1.0,1.0,10.0,1.0,0.0,7.0,21.0,80.0
178,VA,2020-10-27,1.0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,5.0,14.0,77.0
374,VA,2020-10-28,1.0,4.0,0.0,1.0,1.0,1.0,0.0,1.0,6.0,7.0,51.0
179,VA,2020-10-29,0.0,1.0,0.0,4.0,1.0,4.0,0.0,1.0,5.0,8.0,58.0
180,VA,2020-10-30,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,52.0
375,VA,2020-10-31,4.0,4.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,24.0
627,VA,2020-11-01,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,24.0
181,VA,2020-11-02,1.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,7.0,75.0
182,VA,2020-11-03,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,1.0,52.0
20,VA,2020-11-04,0.0,4.0,4.0,1.0,1.0,0.0,1.0,0.0,5.0,5.0,87.0
639,VA,2020-11-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,8.0,51.0
376,VA,2020-11-06,1.0,1.0,1.0,1.0,4.0,4.0,0.0,1.0,1.0,1.0,46.0
642,VA,2020-11-07,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,19.0
183,VA,2020-11-08,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0
184,VA,2020-11-09,1.0,5.0,1.0,6.0,1.0,1.0,4.0,0.0,1.0,1.0,83.0
21,VA,2020-11-10,0.0,9.0,0.0,6.0,4.0,1.0,1.0,0.0,1.0,1.0,75.0
377,VA,2020-11-11,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,55.0
185,VA,2020-11-12,4.0,6.0,0.0,4.0,1.0,5.0,5.0,0.0,4.0,1.0,76.0
378,VA,2020-11-13,5.0,5.0,0.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,51.0
22,VA,2020-11-14,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.0
379,VA,2020-11-15,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,25.0
186,VA,2020-11-16,4.0,4.0,1.0,4.0,1.0,1.0,9.0,1.0,0.0,1.0,69.0
187,VA,2020-11-17,1.0,10.0,0.0,1.0,5.0,1.0,9.0,6.0,1.0,1.0,92.0
188,VA,2020-11-18,1.0,5.0,0.0,1.0,1.0,4.0,6.0,4.0,0.0,1.0,61.0
189,VA,2020-11-19,1.0,7.0,1.0,1.0,0.0,1.0,7.0,4.0,4.0,4.0,80.0
343,VA,2020-11-20,4.0,5.0,0.0,6.0,1.0,1.0,5.0,1.0,1.0,1.0,59.0
23,VA,2020-11-21,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,29.0
489,VA,2020-11-22,1.0,4.0,1.0,4.0,1.0,0.0,4.0,1.0,4.0,0.0,35.0
24,VA,2020-11-23,7.0,11.0,1.0,1.0,0.0,0.0,7.0,5.0,5.0,1.0,91.0
130,VA,2020-11-24,1.0,4.0,1.0,4.0,1.0,0.0,4.0,1.0,4.0,1.0,67.0
190,VA,2020-11-25,1.0,5.0,1.0,5.0,1.0,0.0,10.0,1.0,6.0,1.0,70.0
257,VA,2020-11-26,1.0,6.0,1.0,4.0,1.0,0.0,0.0,4.0,1.0,0.0,36.0
380,VA,2020-11-27,1.0,6.0,1.0,6.0,1.0,0.0,5.0,1.0,1.0,0.0,41.0
577,VA,2020-11-28,1.0,14.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,42.0
286,VA,2020-11-29,5.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,35.0
131,VA,2020-11-30,4.0,8.0,1.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,63.0
191,VA,2020-12-01,6.0,8.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,76.0
381,VA,2020-12-02,1.0,10.0,1.0,1.0,5.0,4.0,1.0,1.0,1.0,1.0,57.0
192,VA,2020-12-03,1.0,9.0,0.0,1.0,7.0,1.0,4.0,1.0,5.0,1.0,63.0
287,VA,2020-12-04,1.0,5.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,47.0
382,VA,2020-12-05,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,42.0
344,VA,2020-12-06,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,36.0
132,VA,2020-12-07,1.0,5.0,1.0,7.0,5.0,1.0,7.0,1.0,1.0,1.0,64.0
193,VA,2020-12-08,1.0,9.0,1.0,8.0,1.0,1.0,4.0,4.0,5.0,1.0,79.0
194,VA,2020-12-09,1.0,4.0,1.0,1.0,4.0,1.0,1.0,5.0,1.0,1.0,64.0
383,VA,2020-12-10,0.0,4.0,4.0,1.0,0.0,1.0,6.0,0.0,4.0,1.0,56.0
258,VA,2020-12-11,1.0,10.0,1.0,1.0,10.0,0.0,1.0,0.0,1.0,1.0,87.0
288,VA,2020-12-12,1.0,4.0,4.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,46.0
25,VA,2020-12-13,1.0,4.0,1.0,5.0,0.0,4.0,1.0,1.0,1.0,1.0,46.0
26,VA,2020-12-14,1.0,9.0,6.0,7.0,1.0,6.0,1.0,5.0,1.0,6.0,98.0
289,VA,2020-12-15,4.0,12.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,93.0
27,VA,2020-12-16,1.0,7.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,60.0
195,VA,2020-12-17,5.0,20.0,4.0,6.0,4.0,1.0,4.0,1.0,1.0,6.0,128.0
28,VA,2020-12-18,1.0,13.0,5.0,4.0,5.0,4.0,4.0,0.0,1.0,4.0,118.0
196,VA,2020-12-19,1.0,5.0,1.0,1.0,4.0,1.0,4.0,0.0,1.0,1.0,54.0
29,VA,2020-12-20,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,45.0
30,VA,2020-12-21,1.0,12.0,4.0,9.0,1.0,4.0,0.0,1.0,4.0,1.0,131.0
197,VA,2020-12-22,1.0,15.0,5.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,99.0
133,VA,2020-12-23,1.0,12.0,6.0,5.0,6.0,1.0,1.0,1.0,5.0,1.0,117.0
259,VA,2020-12-24,1.0,9.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,112.0
384,VA,2020-12-25,0.0,13.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,57.0
385,VA,2020-12-26,1.0,8.0,1.0,1.0,4.0,0.0,1.0,1.0,1.0,1.0,52.0
31,VA,2020-12-27,1.0,6.0,5.0,4.0,1.0,4.0,1.0,4.0,1.0,0.0,53.0
32,VA,2020-12-28,0.0,11.0,4.0,1.0,1.0,1.0,1.0,9.0,4.0,1.0,89.0
198,VA,2020-12-29,1.0,8.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,4.0,93.0
33,VA,2020-12-30,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,121.0
34,VA,2020-12-31,1.0,8.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,120.0
35,VA,2021-01-01,1.0,8.0,8.0,5.0,1.0,1.0,5.0,5.0,0.0,0.0,80.0
386,VA,2021-01-02,1.0,1.0,1.0,4.0,0.0,1.0,1.0,1.0,0.0,1.0,48.0
387,VA,2021-01-03,1.0,4.0,1.0,1.0,0.0,7.0,1.0,1.0,1.0,0.0,45.0
199,VA,2021-01-04,1.0,11.0,7.0,8.0,7.0,4.0,4.0,7.0,4.0,1.0,153.0
134,VA,2021-01-05,4.0,15.0,6.0,6.0,1.0,1.0,1.0,8.0,5.0,1.0,145.0
200,VA,2021-01-06,1.0,12.0,1.0,4.0,7.0,1.0,1.0,9.0,1.0,4.0,126.0
540,VA,2021-01-07,1.0,8.0,5.0,11.0,6.0,5.0,4.0,9.0,5.0,1.0,121.0
135,VA,2021-01-08,1.0,12.0,1.0,4.0,4.0,0.0,1.0,9.0,1.0,1.0,115.0
136,VA,2021-01-09,5.0,8.0,1.0,4.0,1.0,1.0,1.0,9.0,1.0,1.0,69.0
36,VA,2021-01-10,4.0,1.0,1.0,1.0,4.0,1.0,8.0,10.0,1.0,1.0,70.0
37,VA,2021-01-11,1.0,7.0,5.0,0.0,1.0,1.0,1.0,10.0,1.0,4.0,130.0
38,VA,2021-01-12,1.0,16.0,5.0,1.0,8.0,1.0,5.0,8.0,1.0,4.0,107.0
39,VA,2021-01-13,4.0,12.0,1.0,7.0,1.0,1.0,1.0,8.0,4.0,5.0,110.0
40,VA,2021-01-14,5.0,7.0,1.0,8.0,1.0,1.0,5.0,7.0,1.0,1.0,118.0
41,VA,2021-01-15,1.0,11.0,6.0,8.0,5.0,1.0,1.0,11.0,4.0,1.0,89.0
42,VA,2021-01-16,4.0,9.0,4.0,7.0,1.0,1.0,1.0,4.0,1.0,4.0,78.0
43,VA,2021-01-17,7.0,6.0,0.0,7.0,1.0,1.0,1.0,9.0,4.0,1.0,72.0
260,VA,2021-01-18,5.0,6.0,1.0,1.0,1.0,5.0,7.0,7.0,1.0,6.0,92.0
261,VA,2021-01-19,5.0,1.0,5.0,5.0,1.0,1.0,8.0,6.0,1.0,5.0,95.0
44,VA,2021-01-20,7.0,10.0,1.0,1.0,1.0,1.0,13.0,8.0,1.0,0.0,102.0
201,VA,2021-01-21,9.0,7.0,1.0,1.0,1.0,1.0,16.0,8.0,1.0,1.0,107.0
45,VA,2021-01-22,8.0,6.0,4.0,7.0,4.0,5.0,10.0,7.0,1.0,1.0,115.0
388,VA,2021-01-23,5.0,11.0,6.0,5.0,1.0,1.0,4.0,5.0,1.0,1.0,77.0
490,VA,2021-01-24,6.0,11.0,1.0,7.0,0.0,1.0,1.0,5.0,1.0,1.0,64.0
137,VA,2021-01-25,5.0,7.0,1.0,1.0,4.0,1.0,20.0,7.0,1.0,5.0,124.0
202,VA,2021-01-26,6.0,4.0,1.0,5.0,1.0,1.0,29.0,8.0,1.0,4.0,110.0
138,VA,2021-01-27,6.0,4.0,5.0,1.0,4.0,1.0,17.0,5.0,1.0,4.0,100.0
203,VA,2021-01-28,8.0,1.0,8.0,1.0,1.0,1.0,14.0,5.0,1.0,4.0,90.0
46,VA,2021-01-29,6.0,5.0,8.0,1.0,1.0,1.0,26.0,1.0,1.0,4.0,99.0
389,VA,2021-01-30,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,46.0
390,VA,2021-01-31,1.0,5.0,5.0,1.0,7.0,0.0,1.0,5.0,1.0,1.0,51.0
204,VA,2021-02-01,6.0,7.0,6.0,0.0,1.0,1.0,32.0,1.0,1.0,1.0,107.0
205,VA,2021-02-02,4.0,11.0,4.0,5.0,1.0,1.0,18.0,6.0,1.0,1.0,105.0
47,VA,2021-02-03,1.0,5.0,4.0,1.0,1.0,5.0,25.0,1.0,1.0,4.0,106.0
48,VA,2021-02-04,1.0,9.0,1.0,1.0,1.0,1.0,19.0,4.0,1.0,1.0,89.0
262,VA,2021-02-05,4.0,6.0,1.0,4.0,0.0,4.0,15.0,6.0,1.0,1.0,80.0
49,VA,2021-02-06,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,38.0
491,VA,2021-02-07,1.0,0.0,4.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,36.0
263,VA,2021-02-08,1.0,1.0,0.0,1.0,0.0,1.0,10.0,5.0,4.0,1.0,62.0
391,VA,2021-02-09,1.0,5.0,1.0,5.0,1.0,1.0,9.0,5.0,0.0,1.0,61.0
290,VA,2021-02-10,1.0,5.0,1.0,1.0,1.0,1.0,10.0,7.0,1.0,1.0,62.0
392,VA,2021-02-11,4.0,8.0,1.0,1.0,1.0,1.0,12.0,5.0,1.0,1.0,80.0
50,VA,2021-02-12,1.0,1.0,1.0,1.0,1.0,0.0,12.0,7.0,0.0,0.0,53.0
393,VA,2021-02-13,1.0,1.0,1.0,0.0,0.0,1.0,1.0,8.0,1.0,1.0,31.0
578,VA,2021-02-14,1.0,1.0,0.0,1.0,1.0,1.0,1.0,9.0,1.0,0.0,34.0
394,VA,2021-02-15,1.0,8.0,1.0,1.0,1.0,1.0,9.0,8.0,1.0,1.0,58.0
51,VA,2021-02-16,1.0,12.0,1.0,1.0,0.0,5.0,10.0,7.0,1.0,1.0,66.0
395,VA,2021-02-17,5.0,1.0,0.0,0.0,1.0,1.0,6.0,9.0,0.0,0.0,52.0
579,VA,2021-02-18,1.0,4.0,0.0,0.0,0.0,1.0,1.0,8.0,0.0,0.0,39.0
52,VA,2021-02-19,4.0,7.0,1.0,4.0,0.0,1.0,4.0,8.0,0.0,1.0,65.0
492,VA,2021-02-20,4.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,32.0
396,VA,2021-02-21,1.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,1.0,1.0,37.0
493,VA,2021-02-22,1.0,4.0,0.0,1.0,1.0,1.0,9.0,7.0,1.0,4.0,64.0
397,VA,2021-02-23,1.0,5.0,0.0,1.0,0.0,1.0,7.0,6.0,0.0,1.0,44.0
264,VA,2021-02-24,1.0,1.0,0.0,1.0,0.0,1.0,5.0,5.0,1.0,1.0,44.0
398,VA,2021-02-25,1.0,1.0,1.0,0.0,0.0,0.0,7.0,8.0,1.0,1.0,46.0
580,VA,2021-02-26,0.0,1.0,0.0,5.0,1.0,0.0,7.0,9.0,0.0,1.0,46.0
651,VA,2021-02-27,1.0,0.0,1.0,0.0,1.0,1.0,0.0,10.0,0.0,1.0,29.0
53,VA,2021-02-28,1.0,1.0,1.0,1.0,0.0,1.0,0.0,9.0,0.0,0.0,32.0
494,VA,2021-03-01,1.0,1.0,0.0,1.0,1.0,1.0,1.0,6.0,5.0,1.0,39.0
54,VA,2021-03-02,1.0,1.0,1.0,0.0,0.0,1.0,1.0,8.0,1.0,1.0,35.0
495,VA,2021-03-03,5.0,1.0,0.0,0.0,1.0,1.0,7.0,7.0,0.0,1.0,43.0
399,VA,2021-03-04,1.0,1.0,1.0,1.0,0.0,1.0,4.0,8.0,1.0,1.0,47.0
496,VA,2021-03-05,1.0,1.0,1.0,1.0,1.0,1.0,7.0,4.0,0.0,0.0,37.0
497,VA,2021-03-06,1.0,1.0,1.0,1.0,0.0,1.0,1.0,8.0,0.0,0.0,30.0
139,VA,2021-03-07,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,31.0
581,VA,2021-03-08,1.0,1.0,1.0,0.0,1.0,1.0,5.0,4.0,1.0,1.0,36.0
140,VA,2021-03-09,1.0,1.0,0.0,1.0,0.0,1.0,6.0,1.0,1.0,0.0,37.0
400,VA,2021-03-10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,4.0,37.0
55,VA,2021-03-11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,33.0
401,VA,2021-03-12,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,37.0
652,VA,2021-03-13,1.0,5.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,27.0
265,VA,2021-03-14,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.0,29.0
345,VA,2021-03-15,0.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0,1.0,1.0,40.0
402,VA,2021-03-16,1.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,37.0
403,VA,2021-03-17,1.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,31.0
404,VA,2021-03-18,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,33.0
405,VA,2021-03-19,1.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,35.0
291,VA,2021-03-20,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,22.0
406,VA,2021-03-21,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,21.0
541,VA,2021-03-22,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,23.0
407,VA,2021-03-23,1.0,4.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,1.0,28.0
542,VA,2021-03-24,0.0,4.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,21.0
408,VA,2021-03-25,1.0,1.0,1.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,35.0
206,VA,2021-03-26,0.0,5.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0
56,VA,2021-03-27,1.0,5.0,6.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,34.0
409,VA,2021-03-28,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,20.0
207,VA,2021-03-29,1.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,1.0,38.0
266,VA,2021-03-30,1.0,4.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,31.0
141,VA,2021-03-31,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,25.0
582,VA,2021-04-01,0.0,4.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,27.0
292,VA,2021-04-02,1.0,4.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,34.0
410,VA,2021-04-03,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,1.0,0.0,23.0
583,VA,2021-04-04,1.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,1.0,1.0,26.0
411,VA,2021-04-05,0.0,7.0,0.0,1.0,4.0,0.0,1.0,5.0,1.0,1.0,46.0
412,VA,2021-04-06,1.0,1.0,0.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,36.0
