,state,date,13015,13021,13051,13057,13063,13067,13069,13089,13121,13135,13151,13245,13255,13295,13297,total_cnts
252,GA,2021-02-01,6.0,6.0,1.0,1.0,6.0,8.0,1.0,13.0,13.0,7.0,1.0,1.0,1.0,1.0,1.0,124.0
112,GA,2021-02-02,1.0,6.0,1.0,1.0,6.0,9.0,1.0,16.0,11.0,7.0,4.0,6.0,1.0,1.0,1.0,139.0
113,GA,2021-02-03,1.0,5.0,0.0,1.0,1.0,11.0,0.0,7.0,11.0,6.0,4.0,5.0,1.0,1.0,5.0,114.0
358,GA,2021-02-04,1.0,7.0,1.0,1.0,7.0,9.0,1.0,12.0,11.0,11.0,5.0,1.0,1.0,0.0,1.0,114.0
253,GA,2021-02-05,5.0,7.0,1.0,0.0,8.0,11.0,1.0,7.0,11.0,16.0,1.0,4.0,0.0,1.0,1.0,115.0
413,GA,2021-02-06,1.0,4.0,1.0,1.0,1.0,6.0,1.0,9.0,9.0,6.0,1.0,1.0,1.0,0.0,1.0,88.0
114,GA,2021-02-07,1.0,4.0,0.0,1.0,1.0,6.0,0.0,7.0,6.0,5.0,4.0,1.0,1.0,0.0,1.0,70.0
359,GA,2021-02-08,1.0,1.0,1.0,4.0,1.0,7.0,1.0,6.0,12.0,9.0,1.0,4.0,1.0,0.0,1.0,91.0
254,GA,2021-02-09,1.0,1.0,6.0,1.0,9.0,10.0,1.0,6.0,8.0,6.0,1.0,1.0,1.0,0.0,5.0,99.0
255,GA,2021-02-10,0.0,1.0,1.0,1.0,1.0,6.0,1.0,7.0,11.0,5.0,1.0,1.0,1.0,1.0,1.0,81.0
36,GA,2021-02-11,1.0,1.0,4.0,1.0,5.0,4.0,1.0,5.0,9.0,6.0,4.0,6.0,1.0,0.0,1.0,86.0
315,GA,2021-02-12,1.0,0.0,1.0,1.0,1.0,5.0,1.0,9.0,10.0,5.0,1.0,1.0,0.0,0.0,4.0,74.0
256,GA,2021-02-13,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,8.0,5.0,1.0,1.0,1.0,0.0,1.0,57.0
257,GA,2021-02-14,1.0,1.0,1.0,1.0,1.0,5.0,0.0,6.0,8.0,4.0,0.0,1.0,1.0,1.0,1.0,60.0
258,GA,2021-02-15,4.0,1.0,1.0,7.0,1.0,1.0,1.0,9.0,5.0,7.0,1.0,1.0,1.0,0.0,1.0,88.0
185,GA,2021-02-16,1.0,1.0,1.0,1.0,1.0,6.0,0.0,9.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,64.0
37,GA,2021-02-17,1.0,1.0,1.0,4.0,5.0,1.0,0.0,6.0,8.0,7.0,1.0,1.0,1.0,0.0,1.0,77.0
414,GA,2021-02-18,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,7.0,5.0,0.0,1.0,1.0,0.0,5.0,62.0
415,GA,2021-02-19,1.0,1.0,0.0,0.0,1.0,4.0,1.0,10.0,11.0,5.0,1.0,0.0,1.0,1.0,1.0,58.0
259,GA,2021-02-20,1.0,1.0,0.0,1.0,1.0,7.0,0.0,1.0,5.0,4.0,1.0,1.0,1.0,0.0,1.0,46.0
416,GA,2021-02-21,1.0,0.0,1.0,1.0,0.0,4.0,1.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,33.0
316,GA,2021-02-22,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,5.0,9.0,1.0,0.0,1.0,0.0,1.0,52.0
417,GA,2021-02-23,4.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,7.0,6.0,1.0,1.0,0.0,0.0,0.0,50.0
260,GA,2021-02-24,0.0,0.0,1.0,0.0,1.0,4.0,1.0,1.0,7.0,5.0,0.0,1.0,1.0,0.0,1.0,54.0
261,GA,2021-02-25,1.0,1.0,0.0,0.0,5.0,1.0,0.0,1.0,7.0,4.0,0.0,1.0,1.0,0.0,1.0,46.0
418,GA,2021-02-26,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,4.0,1.0,1.0,1.0,0.0,1.0,41.0
186,GA,2021-02-27,1.0,1.0,0.0,1.0,1.0,5.0,1.0,5.0,6.0,1.0,1.0,0.0,0.0,1.0,1.0,46.0
419,GA,2021-02-28,1.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,33.0
420,GA,2021-03-01,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,4.0,0.0,1.0,36.0
262,GA,2021-03-02,1.0,1.0,0.0,1.0,1.0,5.0,1.0,1.0,9.0,1.0,1.0,0.0,0.0,0.0,1.0,45.0
528,GA,2021-03-03,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,0.0,1.0,1.0,1.0,38.0
421,GA,2021-03-04,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,7.0,1.0,0.0,0.0,4.0,1.0,1.0,40.0
422,GA,2021-03-05,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,6.0,1.0,1.0,0.0,0.0,1.0,34.0
423,GA,2021-03-06,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,9.0,1.0,0.0,0.0,1.0,1.0,0.0,42.0
424,GA,2021-03-07,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,34.0
425,GA,2021-03-08,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,41.0
38,GA,2021-03-09,1.0,0.0,0.0,0.0,7.0,1.0,0.0,1.0,4.0,0.0,1.0,1.0,1.0,0.0,1.0,40.0
426,GA,2021-03-10,1.0,1.0,1.0,1.0,1.0,7.0,0.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,38.0
529,GA,2021-03-11,0.0,1.0,1.0,1.0,1.0,1.0,0.0,7.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,35.0
360,GA,2021-03-12,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,1.0,4.0,0.0,0.0,1.0,1.0,1.0,25.0
530,GA,2021-03-13,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,23.0
427,GA,2021-03-14,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0
428,GA,2021-03-15,1.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,27.0
429,GA,2021-03-16,1.0,1.0,0.0,1.0,1.0,4.0,0.0,4.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,29.0
430,GA,2021-03-17,1.0,0.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,28.0
431,GA,2021-03-18,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,8.0,1.0,1.0,0.0,1.0,1.0,1.0,35.0
432,GA,2021-03-19,1.0,1.0,1.0,0.0,1.0,1.0,0.0,6.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,36.0
433,GA,2021-03-20,1.0,1.0,1.0,1.0,0.0,9.0,0.0,4.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,29.0
434,GA,2021-03-21,1.0,0.0,0.0,1.0,0.0,1.0,1.0,6.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,28.0
361,GA,2021-03-22,1.0,1.0,1.0,1.0,1.0,4.0,0.0,1.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,29.0
263,GA,2021-03-23,1.0,0.0,1.0,4.0,1.0,5.0,0.0,1.0,6.0,4.0,0.0,0.0,1.0,1.0,1.0,44.0
435,GA,2021-03-24,1.0,0.0,1.0,1.0,0.0,7.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,31.0
531,GA,2021-03-25,0.0,1.0,0.0,0.0,1.0,4.0,0.0,1.0,4.0,6.0,0.0,0.0,0.0,1.0,1.0,36.0
436,GA,2021-03-26,1.0,0.0,1.0,1.0,0.0,6.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,29.0
437,GA,2021-03-27,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,18.0
187,GA,2021-03-28,1.0,0.0,0.0,1.0,1.0,4.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,29.0
264,GA,2021-03-29,0.0,0.0,0.0,5.0,1.0,4.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,30.0
438,GA,2021-03-30,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,6.0,1.0,0.0,0.0,1.0,1.0,1.0,24.0
115,GA,2021-03-31,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,23.0
439,GA,2021-04-01,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,0.0,33.0
440,GA,2021-04-02,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,19.0
39,GA,2021-04-03,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,22.0
265,GA,2021-04-04,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0
532,GA,2021-04-05,0.0,1.0,1.0,1.0,4.0,7.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,36.0
441,GA,2021-04-06,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4.0,4.0,5.0,1.0,0.0,1.0,0.0,0.0,32.0
625,GA,2021-04-07,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,7.0,1.0,1.0,0.0,0.0,0.0,1.0,28.0
40,GA,2021-04-08,1.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,31.0
188,GA,2021-04-09,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,30.0
626,GA,2021-04-10,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,4.0,0.0,0.0,1.0,0.0,1.0,27.0
683,GA,2021-04-11,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
41,GA,2021-04-12,1.0,0.0,1.0,1.0,1.0,4.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,31.0
442,GA,2021-04-13,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,1.0,23.0
638,GA,2021-04-14,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,25.0
443,GA,2021-04-15,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,4.0,0.0,1.0,0.0,0.0,1.0,31.0
627,GA,2021-04-16,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,4.0,1.0,0.0,0.0,0.0,1.0,28.0
266,GA,2021-04-17,0.0,0.0,0.0,1.0,1.0,6.0,0.0,1.0,5.0,5.0,1.0,0.0,1.0,0.0,1.0,29.0
444,GA,2021-04-18,1.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,5.0,1.0,1.0,1.0,0.0,0.0,1.0,31.0
522,GA,2021-04-19,0.0,0.0,0.0,1.0,1.0,1.0,0.0,6.0,7.0,6.0,1.0,1.0,0.0,0.0,0.0,39.0
116,GA,2021-04-20,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,34.0
445,GA,2021-04-21,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,28.0
267,GA,2021-04-22,1.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,27.0
446,GA,2021-04-23,1.0,0.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,28.0
650,GA,2021-04-24,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,25.0
533,GA,2021-04-25,0.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,21.0
362,GA,2021-04-26,1.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,1.0,0.0,1.0,1.0,1.0,0.0,26.0
42,GA,2021-04-27,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,20.0
447,GA,2021-04-28,1.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,22.0
363,GA,2021-04-29,0.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,20.0
117,GA,2021-04-30,0.0,1.0,1.0,1.0,1.0,1.0,0.0,6.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,31.0
448,GA,2021-05-01,1.0,1.0,0.0,0.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,26.0
364,GA,2021-05-02,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,21.0
534,GA,2021-05-03,0.0,1.0,1.0,1.0,0.0,1.0,0.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,26.0
535,GA,2021-05-04,0.0,1.0,1.0,0.0,1.0,1.0,0.0,6.0,5.0,1.0,1.0,0.0,0.0,1.0,1.0,31.0
449,GA,2021-05-05,1.0,1.0,1.0,0.0,1.0,1.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,37.0
450,GA,2021-05-06,1.0,1.0,0.0,1.0,1.0,5.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,27.0
451,GA,2021-05-07,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,21.0
670,GA,2021-05-08,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,20.0
651,GA,2021-05-09,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,22.0
452,GA,2021-05-10,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,21.0
268,GA,2021-05-11,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,24.0
453,GA,2021-05-12,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,17.0
454,GA,2021-05-13,1.0,0.0,1.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,19.0
598,GA,2021-05-14,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,19.0
599,GA,2021-05-15,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,19.0
365,GA,2021-05-16,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,19.0
269,GA,2021-05-17,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,21.0
652,GA,2021-05-18,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,17.0
671,GA,2021-05-19,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,16.0
672,GA,2021-05-20,0.0,0.0,0.0,1.0,1.0,4.0,0.0,4.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,25.0
455,GA,2021-05-21,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,22.0
456,GA,2021-05-22,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,21.0
457,GA,2021-05-23,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,17.0
366,GA,2021-05-24,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,15.0
458,GA,2021-05-25,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,19.0
367,GA,2021-05-26,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,17.0
43,GA,2021-05-27,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
270,GA,2021-05-28,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,17.0
639,GA,2021-05-29,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,17.0
681,GA,2021-05-30,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,13.0
628,GA,2021-05-31,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,12.0
640,GA,2021-06-01,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,17.0
368,GA,2021-06-02,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0
189,GA,2021-06-03,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0
118,GA,2021-06-04,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,14.0
588,GA,2021-06-05,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0
119,GA,2021-06-06,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,13.0
120,GA,2021-06-07,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0
589,GA,2021-06-08,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
590,GA,2021-06-09,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,15.0
596,GA,2021-06-10,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,13.0
641,GA,2021-06-11,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0
536,GA,2021-06-12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0
684,GA,2021-06-13,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0
537,GA,2021-06-14,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0
689,GA,2021-06-15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
607,GA,2021-06-16,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
620,GA,2021-06-17,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
459,GA,2021-06-18,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
591,GA,2021-06-19,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,8.0
538,GA,2021-06-20,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
592,GA,2021-06-21,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0
593,GA,2021-06-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0
460,GA,2021-06-23,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,13.0
594,GA,2021-06-24,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
539,GA,2021-06-25,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
540,GA,2021-06-26,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0
541,GA,2021-06-27,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0
542,GA,2021-06-28,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
621,GA,2021-06-29,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
673,GA,2021-06-30,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0
690,GA,2021-07-01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0
688,GA,2021-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
543,GA,2021-07-03,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,12.0
461,GA,2021-07-04,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,12.0
595,GA,2021-07-05,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,18.0
622,GA,2021-07-06,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0
629,GA,2021-07-07,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,16.0
462,GA,2021-07-08,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,21.0
201,GA,2021-07-09,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,18.0
544,GA,2021-07-10,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0
463,GA,2021-07-11,1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,24.0
464,GA,2021-07-12,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0
465,GA,2021-07-13,1.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,23.0
602,GA,2021-07-14,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,20.0
466,GA,2021-07-15,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,23.0
369,GA,2021-07-16,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,27.0
545,GA,2021-07-17,0.0,1.0,4.0,0.0,0.0,1.0,1.0,4.0,5.0,5.0,0.0,0.0,0.0,1.0,1.0,40.0
546,GA,2021-07-18,0.0,1.0,5.0,0.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,31.0
547,GA,2021-07-19,0.0,1.0,1.0,1.0,0.0,0.0,1.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,33.0
44,GA,2021-07-20,0.0,1.0,1.0,1.0,0.0,0.0,1.0,6.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,42.0
467,GA,2021-07-21,1.0,1.0,4.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,37.0
370,GA,2021-07-22,0.0,4.0,1.0,1.0,0.0,4.0,1.0,6.0,5.0,7.0,1.0,1.0,1.0,0.0,1.0,58.0
520,GA,2021-07-23,0.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,1.0,4.0,0.0,1.0,1.0,1.0,0.0,44.0
548,GA,2021-07-24,0.0,1.0,5.0,0.0,0.0,1.0,1.0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,1.0,46.0
45,GA,2021-07-25,0.0,1.0,1.0,1.0,1.0,1.0,0.0,6.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,44.0
46,GA,2021-07-26,0.0,1.0,5.0,0.0,1.0,4.0,1.0,6.0,7.0,8.0,1.0,0.0,1.0,0.0,0.0,65.0
317,GA,2021-07-27,1.0,1.0,6.0,1.0,0.0,1.0,0.0,1.0,6.0,1.0,0.0,0.0,4.0,0.0,1.0,69.0
318,GA,2021-07-28,1.0,1.0,6.0,5.0,1.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,5.0,1.0,4.0,80.0
121,GA,2021-07-29,1.0,4.0,7.0,1.0,1.0,4.0,5.0,9.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,96.0
122,GA,2021-07-30,1.0,4.0,4.0,1.0,1.0,9.0,4.0,9.0,6.0,12.0,0.0,0.0,4.0,1.0,1.0,98.0
319,GA,2021-07-31,1.0,8.0,5.0,1.0,1.0,5.0,1.0,11.0,4.0,9.0,0.0,1.0,6.0,1.0,1.0,102.0
320,GA,2021-08-01,1.0,6.0,9.0,7.0,1.0,1.0,1.0,5.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,88.0
123,GA,2021-08-02,1.0,7.0,9.0,1.0,1.0,9.0,1.0,10.0,9.0,5.0,1.0,1.0,1.0,0.0,0.0,96.0
