,loc,datetime,450015,450021,450044,450051,450379,450462,450647,450723,452044,total_cnts
26,TX_DALLAS,2021-01-08,1250.0,1285.0,688.0,763.0,134.0,813.0,800.0,1156.0,116.0,7193.0
27,TX_DALLAS,2021-01-15,1165.0,1262.0,637.0,860.0,146.0,800.0,838.0,1079.0,136.0,7111.0
28,TX_DALLAS,2021-01-22,1142.0,1137.0,647.0,768.0,117.0,651.0,798.0,924.0,209.0,6526.0
29,TX_DALLAS,2021-01-29,925.0,976.0,431.0,739.0,115.0,455.0,516.0,797.0,282.0,5326.0
30,TX_DALLAS,2021-02-05,804.0,810.0,330.0,557.0,113.0,396.0,466.0,617.0,307.0,4489.0
31,TX_DALLAS,2021-02-12,573.0,620.0,226.0,342.0,92.0,241.0,353.0,489.0,288.0,3282.0
32,TX_DALLAS,2021-02-19,476.0,545.0,251.0,348.0,97.0,274.0,339.0,478.0,249.0,3118.0
33,TX_DALLAS,2021-02-26,316.0,388.0,216.0,247.0,67.0,240.0,327.0,371.0,203.0,2444.0
34,TX_DALLAS,2021-03-05,243.0,299.0,129.0,183.0,56.0,157.0,216.0,288.0,180.0,1797.0
35,TX_DALLAS,2021-03-12,162.0,246.0,104.0,143.0,56.0,148.0,189.0,216.0,142.0,1433.0
36,TX_DALLAS,2021-03-19,180.0,212.0,81.0,75.0,56.0,113.0,153.0,136.0,119.0,1165.0
37,TX_DALLAS,2021-03-26,146.0,160.0,89.0,102.0,56.0,99.0,127.0,179.0,112.0,1115.0
38,TX_DALLAS,2021-04-02,174.0,190.0,65.0,111.0,56.0,74.0,83.0,210.0,80.0,1083.0
39,TX_DALLAS,2021-04-09,207.0,159.0,91.0,107.0,56.0,53.0,84.0,208.0,83.0,1083.0
40,TX_DALLAS,2021-04-16,255.0,166.0,92.0,134.0,56.0,94.0,108.0,162.0,85.0,1204.0
41,TX_DALLAS,2021-04-23,191.0,163.0,51.0,112.0,56.0,76.0,102.0,119.0,72.0,975.0
42,TX_DALLAS,2021-04-30,172.0,155.0,73.0,119.0,56.0,112.0,85.0,173.0,19.0,990.0
43,TX_DALLAS,2021-05-07,202.0,167.0,59.0,86.0,56.0,118.0,52.0,128.0,79.0,972.0
44,TX_DALLAS,2021-05-14,187.0,193.0,69.0,79.0,56.0,74.0,71.0,103.0,86.0,937.0
45,TX_DALLAS,2021-05-21,170.0,149.0,55.0,67.0,56.0,71.0,53.0,87.0,81.0,830.0
46,TX_DALLAS,2021-05-28,146.0,97.0,43.0,53.0,28.0,58.0,44.0,76.0,73.0,626.0
47,TX_DALLAS,2021-06-04,110.0,89.0,53.0,51.0,7.0,45.0,44.0,60.0,62.0,531.0
48,TX_DALLAS,2021-06-11,113.0,95.0,51.0,51.0,5.0,32.0,51.0,53.0,51.0,513.0
49,TX_DALLAS,2021-06-18,65.0,111.0,26.0,51.0,0.0,39.0,56.0,73.0,46.0,481.0
50,TX_DALLAS,2021-06-25,104.0,88.0,50.0,71.0,0.0,59.0,102.0,65.0,42.0,610.0
51,TX_DALLAS,2021-07-02,128.0,77.0,37.0,90.0,6.0,70.0,93.0,60.0,50.0,638.0
52,TX_DALLAS,2021-07-09,173.0,141.0,85.0,105.0,6.0,83.0,91.0,114.0,56.0,878.0
53,TX_DALLAS,2021-07-16,262.0,346.0,124.0,102.0,5.0,105.0,137.0,111.0,41.0,1256.0
54,TX_DALLAS,2021-07-23,411.0,436.0,192.0,217.0,23.0,158.0,188.0,198.0,42.0,1900.0
55,TX_DALLAS,2021-07-30,532.0,494.0,276.0,220.0,45.0,311.0,256.0,327.0,48.0,2586.0
56,TX_DALLAS,2021-08-06,700.0,719.0,381.0,353.0,57.0,349.0,350.0,573.0,72.0,3675.0
57,TX_DALLAS,2021-08-13,890.0,837.0,418.0,472.0,78.0,423.0,467.0,641.0,79.0,4529.0
58,TX_DALLAS,2021-08-20,984.0,1072.0,460.0,563.0,87.0,560.0,514.0,620.0,89.0,5173.0
59,TX_DALLAS,2021-08-27,1071.0,974.0,462.0,563.0,98.0,649.0,514.0,706.0,109.0,5389.0
60,TX_DALLAS,2021-09-03,1113.0,985.0,426.0,679.0,98.0,567.0,569.0,820.0,155.0,5684.0
61,TX_DALLAS,2021-09-10,1070.0,935.0,418.0,587.0,90.0,477.0,512.0,900.0,129.0,5326.0
62,TX_DALLAS,2021-09-17,1049.0,955.0,380.0,589.0,100.0,439.0,470.0,709.0,118.0,4952.0
63,TX_DALLAS,2021-09-24,783.0,723.0,275.0,509.0,93.0,355.0,433.0,596.0,134.0,4006.0
64,TX_DALLAS,2021-10-01,671.0,715.0,224.0,454.0,57.0,162.0,336.0,414.0,124.0,3274.0
65,TX_DALLAS,2021-10-08,598.0,618.0,181.0,316.0,71.0,159.0,255.0,337.0,115.0,2746.0
66,TX_DALLAS,2021-10-15,420.0,549.0,158.0,258.0,84.0,220.0,209.0,276.0,112.0,2402.0
67,TX_DALLAS,2021-10-22,373.0,423.0,90.0,131.0,84.0,179.0,171.0,201.0,110.0,1823.0
68,TX_DALLAS,2021-10-29,251.0,269.0,56.0,114.0,84.0,73.0,168.0,138.0,96.0,1312.0
69,TX_DALLAS,2021-11-05,206.0,222.0,62.0,124.0,84.0,66.0,170.0,102.0,84.0,1184.0
70,TX_DALLAS,2021-11-12,210.0,149.0,87.0,117.0,84.0,44.0,166.0,99.0,118.0,1142.0
71,TX_DALLAS,2021-11-19,176.0,153.0,70.0,98.0,72.0,78.0,130.0,84.0,120.0,1028.0
72,TX_DALLAS,2021-11-26,188.0,190.0,90.0,114.0,84.0,103.0,158.0,133.0,124.0,1231.0
73,TX_DALLAS,2021-12-03,176.0,171.0,138.0,107.0,84.0,98.0,161.0,116.0,109.0,1205.0
74,TX_DALLAS,2021-12-10,221.0,162.0,126.0,140.0,84.0,137.0,161.0,106.0,86.0,1289.0
75,TX_DALLAS,2021-12-17,243.0,191.0,129.0,127.0,84.0,121.0,127.0,118.0,96.0,1294.0
76,TX_DALLAS,2021-12-24,477.0,303.0,252.0,204.0,84.0,200.0,226.0,285.0,84.0,2209.0
77,TX_DALLAS,2021-12-31,1082.0,732.0,550.0,414.0,84.0,551.0,358.0,540.0,85.0,4524.0
78,TX_DALLAS,2022-01-07,1633.0,1034.0,731.0,603.0,83.0,780.0,498.0,695.0,121.0,6370.0
79,TX_DALLAS,2022-01-14,1800.0,1474.0,958.0,735.0,106.0,839.0,682.0,926.0,113.0,7847.0
80,TX_DALLAS,2022-01-21,1468.0,1595.0,853.0,703.0,118.0,777.0,1493.0,739.0,147.0,8121.0
81,TX_DALLAS,2022-01-28,1073.0,1278.0,642.0,617.0,91.0,735.0,1364.0,538.0,136.0,6719.0
82,TX_DALLAS,2022-02-04,499.0,830.0,345.0,400.0,71.0,481.0,1101.0,351.0,113.0,4327.0
83,TX_DALLAS,2022-02-11,429.0,748.0,317.0,329.0,44.0,340.0,945.0,244.0,112.0,3620.0
84,TX_DALLAS,2022-02-18,316.0,515.0,231.0,199.0,56.0,211.0,657.0,125.0,112.0,2498.0
85,TX_DALLAS,2022-02-25,169.0,323.0,99.0,118.0,27.0,151.0,506.0,80.0,108.0,1614.0
86,TX_DALLAS,2022-03-04,134.0,221.0,59.0,73.0,10.0,133.0,323.0,32.0,126.0,1138.0
87,TX_DALLAS,2022-03-11,131.0,158.0,62.0,58.0,0.0,87.0,204.0,20.0,129.0,858.0
88,TX_DALLAS,2022-03-18,95.0,155.0,58.0,68.0,4.0,51.0,110.0,8.0,107.0,656.0
89,TX_DALLAS,2022-03-25,78.0,142.0,54.0,48.0,5.0,39.0,85.0,10.0,75.0,541.0
90,TX_DALLAS,2022-04-01,48.0,101.0,21.0,32.0,11.0,27.0,70.0,15.0,59.0,391.0
91,TX_DALLAS,2022-04-08,54.0,83.0,39.0,52.0,4.0,39.0,60.0,9.0,50.0,395.0
92,TX_DALLAS,2022-04-15,42.0,74.0,42.0,46.0,0.0,40.0,59.0,0.0,55.0,358.0
93,TX_DALLAS,2022-04-22,18.0,79.0,28.0,58.0,7.0,29.0,45.0,4.0,63.0,338.0
94,TX_DALLAS,2022-04-29,31.0,72.0,26.0,43.0,0.0,9.0,51.0,0.0,51.0,283.0
95,TX_DALLAS,2022-05-06,30.0,51.0,21.0,40.0,0.0,12.0,54.0,13.0,46.0,267.0
96,TX_DALLAS,2022-05-13,28.0,56.0,36.0,64.0,4.0,23.0,14.0,25.0,39.0,289.0
97,TX_DALLAS,2022-05-20,23.0,102.0,37.0,62.0,0.0,31.0,24.0,18.0,23.0,320.0
98,TX_DALLAS,2022-05-27,30.0,77.0,64.0,69.0,0.0,54.0,34.0,27.0,35.0,390.0
99,TX_DALLAS,2022-06-03,51.0,81.0,64.0,76.0,0.0,27.0,47.0,42.0,35.0,423.0
100,TX_DALLAS,2022-06-10,79.0,136.0,46.0,92.0,0.0,37.0,40.0,54.0,35.0,519.0
101,TX_DALLAS,2022-06-17,112.0,110.0,84.0,76.0,4.0,92.0,42.0,80.0,35.0,635.0
102,TX_DALLAS,2022-06-24,81.0,169.0,154.0,117.0,14.0,125.0,91.0,84.0,36.0,871.0
103,TX_DALLAS,2022-07-01,110.0,238.0,151.0,133.0,8.0,87.0,168.0,92.0,42.0,1029.0
104,TX_DALLAS,2022-07-08,158.0,294.0,196.0,145.0,6.0,90.0,178.0,89.0,27.0,1183.0
105,TX_DALLAS,2022-07-15,195.0,388.0,202.0,166.0,14.0,138.0,171.0,203.0,11.0,1488.0
106,TX_DALLAS,2022-07-22,233.0,453.0,225.0,199.0,25.0,126.0,218.0,200.0,43.0,1722.0
107,TX_DALLAS,2022-07-29,229.0,417.0,232.0,157.0,7.0,127.0,162.0,186.0,67.0,1584.0
108,TX_DALLAS,2022-08-05,139.0,343.0,256.0,149.0,7.0,124.0,191.0,202.0,44.0,1462.0
109,TX_DALLAS,2022-08-12,171.0,315.0,167.0,130.0,7.0,76.0,170.0,166.0,32.0,1241.0
110,TX_DALLAS,2022-08-19,152.0,297.0,182.0,143.0,7.0,64.0,171.0,199.0,34.0,1256.0
111,TX_DALLAS,2022-08-26,119.0,263.0,144.0,127.0,9.0,97.0,196.0,134.0,28.0,1124.0
112,TX_DALLAS,2022-09-02,139.0,194.0,169.0,92.0,21.0,130.0,191.0,111.0,29.0,1091.0
113,TX_DALLAS,2022-09-09,114.0,198.0,102.0,113.0,21.0,63.0,166.0,97.0,43.0,947.0
114,TX_DALLAS,2022-09-16,71.0,196.0,74.0,124.0,21.0,82.0,139.0,82.0,42.0,857.0
115,TX_DALLAS,2022-09-23,74.0,180.0,83.0,76.0,21.0,40.0,163.0,40.0,42.0,743.0
116,TX_DALLAS,2022-09-30,84.0,141.0,62.0,77.0,21.0,58.0,123.0,33.0,36.0,649.0
117,TX_DALLAS,2022-10-07,79.0,133.0,54.0,59.0,21.0,49.0,89.0,28.0,27.0,549.0
118,TX_DALLAS,2022-10-14,34.0,130.0,48.0,50.0,21.0,40.0,74.0,48.0,21.0,471.0
119,TX_DALLAS,2022-10-21,35.0,146.0,51.0,61.0,21.0,49.0,73.0,48.0,21.0,505.0
120,TX_DALLAS,2022-10-28,57.0,117.0,36.0,75.0,21.0,73.0,47.0,21.0,29.0,484.0
121,TX_DALLAS,2022-11-04,51.0,81.0,64.0,55.0,21.0,84.0,57.0,39.0,21.0,483.0
122,TX_DALLAS,2022-11-11,81.0,96.0,99.0,84.0,21.0,55.0,73.0,24.0,21.0,554.0
123,TX_DALLAS,2022-11-18,84.0,95.0,51.0,71.0,21.0,73.0,64.0,23.0,21.0,503.0
124,TX_DALLAS,2022-11-25,107.0,138.0,96.0,123.0,21.0,119.0,104.0,75.0,21.0,809.0
125,TX_DALLAS,2022-12-02,138.0,205.0,135.0,147.0,21.0,111.0,140.0,105.0,29.0,1066.0
126,TX_DALLAS,2022-12-09,123.0,246.0,176.0,168.0,21.0,103.0,160.0,156.0,40.0,1228.0
127,TX_DALLAS,2022-12-16,140.0,246.0,138.0,159.0,18.0,158.0,159.0,182.0,40.0,1255.0
128,TX_DALLAS,2022-12-23,171.0,215.0,123.0,172.0,15.0,203.0,144.0,182.0,39.0,1288.0
129,TX_DALLAS,2022-12-30,210.0,308.0,242.0,195.0,24.0,283.0,243.0,146.0,25.0,1721.0
130,TX_DALLAS,2023-01-06,240.0,447.0,222.0,218.0,26.0,283.0,263.0,194.0,30.0,1962.0
131,TX_DALLAS,2023-01-13,218.0,358.0,117.0,218.0,13.0,166.0,197.0,208.0,26.0,1552.0
132,TX_DALLAS,2023-01-20,178.0,242.0,151.0,160.0,14.0,117.0,161.0,146.0,28.0,1221.0
133,TX_DALLAS,2023-01-27,167.0,220.0,166.0,134.0,22.0,137.0,150.0,179.0,45.0,1244.0
134,TX_DALLAS,2023-02-03,116.0,236.0,142.0,130.0,15.0,149.0,165.0,147.0,51.0,1170.0
135,TX_DALLAS,2023-02-10,112.0,193.0,109.0,109.0,8.0,95.0,143.0,134.0,67.0,983.0
136,TX_DALLAS,2023-02-17,95.0,177.0,99.0,91.0,13.0,89.0,124.0,87.0,49.0,836.0
137,TX_DALLAS,2023-02-24,100.0,158.0,107.0,105.0,9.0,100.0,145.0,73.0,51.0,848.0
138,TX_DALLAS,2023-03-03,49.0,62.0,45.0,57.0,0.0,29.0,86.0,33.0,24.0,385.0
