,loc,datetime,390028,390050,390090,390102,390107,390114,390164,390228,total_cnts
80,PA_PITTSBURGH,2022-01-21,294.0,323.0,90.0,304.0,296.0,104.0,975.0,387.0,2848.0
81,PA_PITTSBURGH,2022-01-28,214.0,218.0,97.0,203.0,206.0,66.0,781.0,206.0,2027.0
82,PA_PITTSBURGH,2022-02-04,167.0,229.0,73.0,160.0,136.0,48.0,623.0,128.0,1589.0
83,PA_PITTSBURGH,2022-02-11,131.0,182.0,57.0,78.0,104.0,36.0,503.0,121.0,1247.0
84,PA_PITTSBURGH,2022-02-18,80.0,140.0,23.0,49.0,64.0,20.0,411.0,104.0,903.0
85,PA_PITTSBURGH,2022-02-25,44.0,89.0,37.0,20.0,51.0,20.0,306.0,80.0,657.0
86,PA_PITTSBURGH,2022-03-04,63.0,44.0,32.0,20.0,27.0,7.0,211.0,55.0,466.0
87,PA_PITTSBURGH,2022-03-11,54.0,42.0,15.0,29.0,12.0,0.0,186.0,36.0,374.0
88,PA_PITTSBURGH,2022-03-18,23.0,57.0,19.0,32.0,21.0,9.0,176.0,50.0,391.0
89,PA_PITTSBURGH,2022-03-25,21.0,27.0,16.0,19.0,27.0,16.0,149.0,28.0,311.0
90,PA_PITTSBURGH,2022-04-01,25.0,13.0,4.0,0.0,13.0,0.0,115.0,4.0,182.0
91,PA_PITTSBURGH,2022-04-08,25.0,12.0,7.0,19.0,0.0,5.0,72.0,14.0,154.0
92,PA_PITTSBURGH,2022-04-15,25.0,17.0,18.0,10.0,8.0,11.0,73.0,20.0,191.0
93,PA_PITTSBURGH,2022-04-22,9.0,40.0,9.0,10.0,14.0,7.0,106.0,24.0,224.0
94,PA_PITTSBURGH,2022-04-29,41.0,34.0,23.0,21.0,23.0,21.0,198.0,25.0,396.0
95,PA_PITTSBURGH,2022-05-06,77.0,44.0,21.0,50.0,54.0,35.0,167.0,34.0,492.0
96,PA_PITTSBURGH,2022-05-13,62.0,35.0,40.0,77.0,80.0,29.0,236.0,94.0,653.0
97,PA_PITTSBURGH,2022-05-20,54.0,72.0,49.0,40.0,81.0,27.0,285.0,121.0,739.0
98,PA_PITTSBURGH,2022-05-27,83.0,89.0,40.0,44.0,104.0,41.0,271.0,116.0,805.0
99,PA_PITTSBURGH,2022-06-03,80.0,90.0,46.0,77.0,104.0,19.0,223.0,122.0,765.0
100,PA_PITTSBURGH,2022-06-10,59.0,95.0,41.0,53.0,89.0,25.0,198.0,112.0,693.0
101,PA_PITTSBURGH,2022-06-17,42.0,50.0,48.0,10.0,85.0,33.0,234.0,111.0,640.0
102,PA_PITTSBURGH,2022-06-24,60.0,54.0,24.0,36.0,76.0,18.0,250.0,71.0,608.0
103,PA_PITTSBURGH,2022-07-01,53.0,57.0,13.0,36.0,81.0,32.0,244.0,101.0,634.0
104,PA_PITTSBURGH,2022-07-08,64.0,56.0,18.0,37.0,113.0,57.0,271.0,103.0,732.0
105,PA_PITTSBURGH,2022-07-15,64.0,45.0,41.0,110.0,83.0,63.0,332.0,133.0,875.0
106,PA_PITTSBURGH,2022-07-22,65.0,51.0,35.0,91.0,100.0,43.0,275.0,108.0,775.0
107,PA_PITTSBURGH,2022-07-29,127.0,74.0,26.0,74.0,152.0,56.0,242.0,122.0,877.0
108,PA_PITTSBURGH,2022-08-05,70.0,102.0,54.0,82.0,99.0,64.0,283.0,153.0,907.0
109,PA_PITTSBURGH,2022-08-12,58.0,117.0,83.0,69.0,105.0,28.0,343.0,111.0,918.0
110,PA_PITTSBURGH,2022-08-19,69.0,76.0,57.0,79.0,108.0,28.0,372.0,125.0,914.0
111,PA_PITTSBURGH,2022-08-26,91.0,81.0,45.0,95.0,100.0,24.0,306.0,82.0,833.0
112,PA_PITTSBURGH,2022-09-02,78.0,81.0,46.0,75.0,155.0,31.0,308.0,102.0,880.0
113,PA_PITTSBURGH,2022-09-09,63.0,92.0,16.0,74.0,115.0,20.0,267.0,88.0,735.0
114,PA_PITTSBURGH,2022-09-16,39.0,78.0,15.0,63.0,83.0,39.0,318.0,111.0,750.0
115,PA_PITTSBURGH,2022-09-23,68.0,75.0,30.0,52.0,78.0,60.0,305.0,75.0,743.0
116,PA_PITTSBURGH,2022-09-30,48.0,70.0,36.0,73.0,82.0,45.0,329.0,70.0,753.0
117,PA_PITTSBURGH,2022-10-07,77.0,81.0,32.0,85.0,103.0,20.0,317.0,131.0,858.0
118,PA_PITTSBURGH,2022-10-14,74.0,55.0,11.0,62.0,126.0,34.0,261.0,132.0,767.0
119,PA_PITTSBURGH,2022-10-21,64.0,103.0,25.0,52.0,133.0,30.0,205.0,129.0,763.0
120,PA_PITTSBURGH,2022-10-28,71.0,113.0,16.0,38.0,95.0,20.0,274.0,151.0,794.0
121,PA_PITTSBURGH,2022-11-04,109.0,102.0,12.0,42.0,101.0,55.0,306.0,100.0,842.0
122,PA_PITTSBURGH,2022-11-11,81.0,37.0,17.0,49.0,120.0,29.0,300.0,114.0,754.0
123,PA_PITTSBURGH,2022-11-18,47.0,39.0,16.0,63.0,61.0,24.0,260.0,78.0,592.0
124,PA_PITTSBURGH,2022-11-25,52.0,80.0,26.0,55.0,103.0,35.0,266.0,104.0,726.0
125,PA_PITTSBURGH,2022-12-02,75.0,76.0,33.0,64.0,108.0,22.0,260.0,132.0,770.0
126,PA_PITTSBURGH,2022-12-09,54.0,69.0,37.0,71.0,110.0,36.0,301.0,118.0,796.0
127,PA_PITTSBURGH,2022-12-16,53.0,68.0,20.0,65.0,65.0,43.0,321.0,129.0,773.0
128,PA_PITTSBURGH,2022-12-23,45.0,79.0,29.0,83.0,136.0,47.0,329.0,123.0,881.0
129,PA_PITTSBURGH,2022-12-30,62.0,102.0,23.0,87.0,164.0,47.0,389.0,102.0,980.0
130,PA_PITTSBURGH,2023-01-06,104.0,55.0,44.0,90.0,146.0,47.0,383.0,65.0,934.0
131,PA_PITTSBURGH,2023-01-13,60.0,88.0,32.0,60.0,113.0,45.0,294.0,95.0,787.0
132,PA_PITTSBURGH,2023-01-20,61.0,83.0,15.0,50.0,96.0,52.0,295.0,84.0,741.0
133,PA_PITTSBURGH,2023-01-27,61.0,46.0,10.0,56.0,102.0,20.0,253.0,67.0,615.0
134,PA_PITTSBURGH,2023-02-03,52.0,47.0,28.0,52.0,84.0,22.0,256.0,79.0,620.0
135,PA_PITTSBURGH,2023-02-10,39.0,46.0,24.0,46.0,65.0,16.0,345.0,75.0,656.0
136,PA_PITTSBURGH,2023-02-17,41.0,67.0,18.0,57.0,69.0,25.0,304.0,101.0,682.0
137,PA_PITTSBURGH,2023-02-24,35.0,76.0,0.0,78.0,75.0,14.0,224.0,86.0,588.0
138,PA_PITTSBURGH,2023-03-03,9.0,27.0,0.0,16.0,13.0,6.0,81.0,40.0,192.0
