,loc,datetime,330024,330046,330101,330119,330154,330169,330199,330204,330214,330240,total_cnts
28,NY_NEW YORK,2021-01-22,1317.0,973.0,3366.0,548.0,229.0,956.0,104.0,513.0,2416.0,271.0,10702.0
29,NY_NEW YORK,2021-01-29,1307.0,950.0,3259.0,521.0,291.0,937.0,123.0,530.0,2213.0,276.0,10421.0
30,NY_NEW YORK,2021-02-05,1386.0,961.0,3316.0,596.0,287.0,915.0,173.0,492.0,2068.0,297.0,10495.0
31,NY_NEW YORK,2021-02-12,1353.0,1018.0,3015.0,623.0,178.0,914.0,136.0,498.0,1813.0,285.0,9841.0
32,NY_NEW YORK,2021-02-19,1236.0,998.0,2972.0,468.0,184.0,958.0,79.0,512.0,1710.0,269.0,9404.0
33,NY_NEW YORK,2021-02-26,1203.0,941.0,2684.0,335.0,149.0,921.0,101.0,429.0,1715.0,235.0,8744.0
34,NY_NEW YORK,2021-03-05,1195.0,1053.0,2605.0,327.0,137.0,925.0,113.0,433.0,1564.0,194.0,8580.0
35,NY_NEW YORK,2021-03-12,1147.0,888.0,2391.0,293.0,139.0,869.0,74.0,363.0,1442.0,220.0,7837.0
36,NY_NEW YORK,2021-03-19,1087.0,837.0,2250.0,282.0,153.0,805.0,108.0,366.0,1495.0,243.0,7639.0
37,NY_NEW YORK,2021-03-26,982.0,779.0,2190.0,253.0,141.0,716.0,62.0,314.0,1557.0,141.0,7135.0
38,NY_NEW YORK,2021-04-02,917.0,760.0,2049.0,256.0,131.0,632.0,51.0,266.0,1437.0,140.0,6639.0
39,NY_NEW YORK,2021-04-09,850.0,655.0,1872.0,256.0,146.0,564.0,64.0,236.0,1269.0,153.0,6065.0
40,NY_NEW YORK,2021-04-16,775.0,603.0,1586.0,195.0,134.0,514.0,58.0,218.0,1046.0,101.0,5238.0
41,NY_NEW YORK,2021-04-23,619.0,521.0,1336.0,137.0,111.0,453.0,42.0,147.0,853.0,79.0,4305.0
42,NY_NEW YORK,2021-04-30,536.0,401.0,1001.0,136.0,79.0,367.0,34.0,167.0,575.0,58.0,3367.0
43,NY_NEW YORK,2021-05-07,464.0,277.0,697.0,122.0,49.0,283.0,31.0,126.0,501.0,56.0,2612.0
44,NY_NEW YORK,2021-05-14,398.0,205.0,518.0,96.0,44.0,195.0,26.0,76.0,348.0,50.0,1956.0
45,NY_NEW YORK,2021-05-21,381.0,150.0,433.0,86.0,22.0,161.0,8.0,64.0,300.0,45.0,1658.0
46,NY_NEW YORK,2021-05-28,327.0,145.0,371.0,68.0,11.0,83.0,10.0,58.0,213.0,33.0,1331.0
47,NY_NEW YORK,2021-06-04,225.0,138.0,339.0,58.0,9.0,78.0,9.0,59.0,166.0,19.0,1107.0
48,NY_NEW YORK,2021-06-11,146.0,141.0,292.0,57.0,0.0,69.0,17.0,30.0,128.0,24.0,904.0
49,NY_NEW YORK,2021-06-18,108.0,123.0,191.0,55.0,6.0,59.0,17.0,28.0,115.0,10.0,712.0
50,NY_NEW YORK,2021-06-25,86.0,89.0,149.0,65.0,10.0,43.0,7.0,35.0,70.0,8.0,562.0
51,NY_NEW YORK,2021-07-02,77.0,103.0,149.0,55.0,25.0,36.0,8.0,39.0,99.0,0.0,595.0
52,NY_NEW YORK,2021-07-09,94.0,94.0,174.0,55.0,22.0,45.0,0.0,25.0,108.0,0.0,617.0
53,NY_NEW YORK,2021-07-16,112.0,113.0,167.0,32.0,37.0,53.0,0.0,26.0,142.0,10.0,699.0
54,NY_NEW YORK,2021-07-23,203.0,113.0,211.0,56.0,21.0,96.0,6.0,32.0,201.0,5.0,944.0
55,NY_NEW YORK,2021-07-30,221.0,126.0,293.0,78.0,12.0,89.0,20.0,47.0,225.0,5.0,1116.0
56,NY_NEW YORK,2021-08-06,256.0,139.0,367.0,64.0,14.0,152.0,18.0,55.0,366.0,18.0,1468.0
57,NY_NEW YORK,2021-08-13,268.0,200.0,470.0,81.0,23.0,211.0,34.0,76.0,513.0,29.0,1912.0
58,NY_NEW YORK,2021-08-20,308.0,225.0,646.0,97.0,36.0,209.0,5.0,128.0,552.0,32.0,2255.0
59,NY_NEW YORK,2021-08-27,393.0,220.0,641.0,95.0,36.0,256.0,26.0,184.0,525.0,42.0,2458.0
60,NY_NEW YORK,2021-09-03,422.0,223.0,635.0,81.0,38.0,280.0,43.0,102.0,469.0,23.0,2372.0
61,NY_NEW YORK,2021-09-10,311.0,247.0,671.0,77.0,43.0,206.0,34.0,108.0,449.0,34.0,2220.0
62,NY_NEW YORK,2021-09-17,296.0,206.0,669.0,80.0,41.0,189.0,32.0,125.0,418.0,37.0,2111.0
63,NY_NEW YORK,2021-09-24,345.0,227.0,540.0,110.0,55.0,216.0,25.0,124.0,410.0,47.0,2103.0
64,NY_NEW YORK,2021-10-01,322.0,184.0,449.0,120.0,42.0,182.0,0.0,93.0,345.0,58.0,1795.0
65,NY_NEW YORK,2021-10-08,253.0,177.0,394.0,78.0,21.0,216.0,7.0,88.0,291.0,35.0,1566.0
66,NY_NEW YORK,2021-10-15,261.0,161.0,350.0,94.0,49.0,172.0,8.0,82.0,303.0,16.0,1501.0
67,NY_NEW YORK,2021-10-22,215.0,162.0,295.0,53.0,55.0,156.0,5.0,80.0,210.0,24.0,1259.0
68,NY_NEW YORK,2021-10-29,197.0,139.0,255.0,44.0,26.0,145.0,0.0,50.0,166.0,20.0,1042.0
69,NY_NEW YORK,2021-11-05,184.0,127.0,249.0,48.0,17.0,102.0,0.0,72.0,166.0,18.0,983.0
70,NY_NEW YORK,2021-11-12,215.0,124.0,245.0,45.0,9.0,78.0,15.0,62.0,224.0,26.0,1048.0
71,NY_NEW YORK,2021-11-19,226.0,87.0,228.0,63.0,13.0,94.0,27.0,100.0,276.0,32.0,1151.0
72,NY_NEW YORK,2021-11-26,259.0,126.0,284.0,78.0,44.0,127.0,16.0,159.0,376.0,26.0,1495.0
73,NY_NEW YORK,2021-12-03,381.0,192.0,397.0,99.0,79.0,179.0,24.0,200.0,390.0,27.0,1973.0
74,NY_NEW YORK,2021-12-10,431.0,262.0,644.0,146.0,64.0,223.0,37.0,273.0,486.0,46.0,2617.0
75,NY_NEW YORK,2021-12-17,598.0,324.0,1072.0,201.0,137.0,292.0,47.0,280.0,576.0,69.0,3604.0
76,NY_NEW YORK,2021-12-24,1373.0,818.0,2053.0,451.0,194.0,782.0,75.0,519.0,1363.0,269.0,7918.0
77,NY_NEW YORK,2021-12-31,2175.0,1498.0,3976.0,679.0,407.0,1181.0,286.0,1065.0,2526.0,491.0,14345.0
78,NY_NEW YORK,2022-01-07,2645.0,1723.0,4689.0,676.0,571.0,1473.0,473.0,1410.0,3364.0,623.0,17719.0
79,NY_NEW YORK,2022-01-14,2638.0,1702.0,4471.0,625.0,483.0,1430.0,351.0,1333.0,3006.0,643.0,16795.0
80,NY_NEW YORK,2022-01-21,2358.0,1332.0,3410.0,518.0,471.0,1123.0,206.0,756.0,2367.0,513.0,13136.0
81,NY_NEW YORK,2022-01-28,1736.0,882.0,2383.0,301.0,380.0,844.0,138.0,401.0,1506.0,281.0,8905.0
82,NY_NEW YORK,2022-02-04,1401.0,649.0,1763.0,155.0,279.0,554.0,60.0,273.0,1115.0,117.0,6404.0
83,NY_NEW YORK,2022-02-11,1077.0,475.0,1283.0,118.0,206.0,398.0,36.0,157.0,618.0,41.0,4421.0
84,NY_NEW YORK,2022-02-18,791.0,342.0,918.0,98.0,140.0,292.0,32.0,136.0,425.0,27.0,3206.0
85,NY_NEW YORK,2022-02-25,587.0,264.0,745.0,49.0,103.0,212.0,26.0,84.0,305.0,56.0,2437.0
86,NY_NEW YORK,2022-03-04,426.0,194.0,572.0,57.0,80.0,166.0,7.0,73.0,228.0,50.0,1858.0
87,NY_NEW YORK,2022-03-11,388.0,175.0,419.0,34.0,75.0,150.0,6.0,35.0,133.0,40.0,1459.0
88,NY_NEW YORK,2022-03-18,318.0,154.0,370.0,13.0,89.0,84.0,10.0,41.0,128.0,24.0,1231.0
89,NY_NEW YORK,2022-03-25,303.0,134.0,363.0,28.0,76.0,59.0,0.0,39.0,138.0,34.0,1178.0
90,NY_NEW YORK,2022-04-01,298.0,129.0,431.0,64.0,69.0,67.0,7.0,21.0,153.0,17.0,1278.0
91,NY_NEW YORK,2022-04-08,303.0,129.0,466.0,98.0,77.0,104.0,9.0,28.0,214.0,8.0,1452.0
92,NY_NEW YORK,2022-04-15,336.0,141.0,418.0,85.0,81.0,162.0,7.0,54.0,225.0,10.0,1530.0
93,NY_NEW YORK,2022-04-22,298.0,211.0,558.0,68.0,92.0,198.0,0.0,118.0,269.0,17.0,1843.0
94,NY_NEW YORK,2022-04-29,302.0,288.0,684.0,83.0,93.0,240.0,8.0,135.0,371.0,17.0,2234.0
95,NY_NEW YORK,2022-05-06,409.0,286.0,715.0,107.0,128.0,233.0,29.0,131.0,435.0,27.0,2518.0
96,NY_NEW YORK,2022-05-13,427.0,315.0,802.0,153.0,110.0,203.0,19.0,113.0,564.0,61.0,2778.0
97,NY_NEW YORK,2022-05-20,441.0,298.0,834.0,194.0,95.0,294.0,37.0,182.0,628.0,40.0,3061.0
98,NY_NEW YORK,2022-05-27,479.0,318.0,772.0,154.0,98.0,238.0,39.0,186.0,523.0,42.0,2861.0
99,NY_NEW YORK,2022-06-03,492.0,246.0,720.0,107.0,102.0,287.0,17.0,134.0,524.0,30.0,2670.0
100,NY_NEW YORK,2022-06-10,499.0,225.0,636.0,115.0,105.0,288.0,25.0,135.0,494.0,46.0,2610.0
101,NY_NEW YORK,2022-06-17,475.0,248.0,778.0,138.0,140.0,264.0,12.0,105.0,444.0,78.0,2702.0
102,NY_NEW YORK,2022-06-24,569.0,265.0,799.0,148.0,116.0,247.0,18.0,184.0,500.0,91.0,2949.0
103,NY_NEW YORK,2022-07-01,663.0,368.0,831.0,180.0,122.0,301.0,30.0,299.0,496.0,68.0,3387.0
104,NY_NEW YORK,2022-07-08,686.0,382.0,1026.0,187.0,181.0,374.0,43.0,310.0,653.0,78.0,3924.0
105,NY_NEW YORK,2022-07-15,724.0,405.0,1125.0,184.0,147.0,256.0,30.0,235.0,735.0,72.0,3918.0
106,NY_NEW YORK,2022-07-22,820.0,492.0,1236.0,174.0,215.0,268.0,60.0,196.0,742.0,88.0,4310.0
107,NY_NEW YORK,2022-07-29,781.0,468.0,1247.0,176.0,192.0,234.0,45.0,233.0,639.0,136.0,4176.0
108,NY_NEW YORK,2022-08-05,726.0,434.0,1205.0,115.0,149.0,271.0,38.0,192.0,628.0,113.0,3890.0
109,NY_NEW YORK,2022-08-12,693.0,468.0,1162.0,106.0,132.0,299.0,30.0,167.0,640.0,87.0,3805.0
110,NY_NEW YORK,2022-08-19,679.0,412.0,1063.0,104.0,119.0,293.0,40.0,132.0,496.0,112.0,3458.0
111,NY_NEW YORK,2022-08-26,636.0,376.0,885.0,84.0,110.0,294.0,36.0,126.0,497.0,94.0,3153.0
112,NY_NEW YORK,2022-09-02,602.0,355.0,811.0,129.0,88.0,243.0,26.0,150.0,525.0,91.0,3032.0
113,NY_NEW YORK,2022-09-09,589.0,354.0,757.0,136.0,110.0,175.0,19.0,133.0,501.0,53.0,2835.0
114,NY_NEW YORK,2022-09-16,556.0,265.0,790.0,152.0,150.0,208.0,16.0,82.0,480.0,57.0,2761.0
115,NY_NEW YORK,2022-09-23,478.0,273.0,757.0,160.0,136.0,241.0,24.0,93.0,556.0,55.0,2778.0
116,NY_NEW YORK,2022-09-30,412.0,293.0,788.0,168.0,119.0,207.0,44.0,100.0,525.0,46.0,2702.0
117,NY_NEW YORK,2022-10-07,474.0,282.0,823.0,141.0,121.0,236.0,32.0,111.0,488.0,30.0,2738.0
118,NY_NEW YORK,2022-10-14,477.0,265.0,907.0,129.0,156.0,283.0,30.0,110.0,609.0,96.0,3080.0
119,NY_NEW YORK,2022-10-21,497.0,365.0,965.0,112.0,171.0,305.0,62.0,114.0,664.0,143.0,3421.0
120,NY_NEW YORK,2022-10-28,583.0,391.0,1064.0,170.0,138.0,337.0,80.0,129.0,741.0,80.0,3723.0
121,NY_NEW YORK,2022-11-04,628.0,366.0,1021.0,142.0,76.0,315.0,75.0,216.0,709.0,68.0,3633.0
122,NY_NEW YORK,2022-11-11,579.0,367.0,1131.0,175.0,81.0,350.0,80.0,232.0,631.0,55.0,3694.0
123,NY_NEW YORK,2022-11-18,667.0,404.0,1271.0,178.0,142.0,412.0,75.0,205.0,752.0,70.0,4184.0
124,NY_NEW YORK,2022-11-25,854.0,522.0,1371.0,205.0,182.0,447.0,89.0,307.0,894.0,84.0,4962.0
125,NY_NEW YORK,2022-12-02,950.0,507.0,1483.0,198.0,272.0,465.0,58.0,332.0,895.0,133.0,5301.0
126,NY_NEW YORK,2022-12-09,993.0,539.0,1566.0,173.0,238.0,529.0,48.0,257.0,863.0,136.0,5375.0
127,NY_NEW YORK,2022-12-16,1046.0,597.0,1809.0,259.0,226.0,603.0,62.0,239.0,1132.0,136.0,6122.0
128,NY_NEW YORK,2022-12-23,1065.0,665.0,1713.0,276.0,261.0,559.0,51.0,232.0,1093.0,153.0,6078.0
129,NY_NEW YORK,2022-12-30,1116.0,655.0,1864.0,282.0,284.0,616.0,59.0,314.0,1151.0,140.0,6499.0
130,NY_NEW YORK,2023-01-06,877.0,407.0,1674.0,240.0,271.0,549.0,88.0,305.0,982.0,117.0,5576.0
131,NY_NEW YORK,2023-01-13,649.0,355.0,1453.0,248.0,183.0,421.0,64.0,323.0,737.0,139.0,4601.0
132,NY_NEW YORK,2023-01-20,657.0,425.0,1311.0,221.0,177.0,357.0,49.0,266.0,590.0,99.0,4156.0
133,NY_NEW YORK,2023-01-27,628.0,288.0,1268.0,162.0,143.0,311.0,53.0,181.0,551.0,44.0,3629.0
134,NY_NEW YORK,2023-02-03,535.0,286.0,1069.0,139.0,148.0,290.0,16.0,161.0,490.0,37.0,3175.0
135,NY_NEW YORK,2023-02-10,448.0,234.0,913.0,135.0,136.0,299.0,31.0,96.0,493.0,46.0,2835.0
136,NY_NEW YORK,2023-02-17,482.0,251.0,842.0,100.0,91.0,231.0,25.0,86.0,509.0,17.0,2641.0
137,NY_NEW YORK,2023-02-24,400.0,216.0,718.0,95.0,124.0,197.0,19.0,71.0,292.0,13.0,2156.0
138,NY_NEW YORK,2023-03-03,56.0,27.0,328.0,18.0,66.0,23.0,0.0,9.0,45.0,0.0,572.0
