,state,date,01015,01033,01043,01071,01073,01077,01083,01089,01097,01101,01103,01117,01121,01125,01127,total_cnts
6,AL,2020-08-15,5.0,6.0,0.0,0.0,1.0,1.0,1.0,9.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,46.0
189,AL,2020-08-16,1.0,1.0,0.0,0.0,5.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,23.0
7,AL,2020-08-17,8.0,1.0,1.0,1.0,7.0,1.0,1.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,47.0
474,AL,2020-08-18,7.0,4.0,0.0,0.0,4.0,1.0,1.0,6.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,35.0
8,AL,2020-08-19,9.0,0.0,0.0,1.0,7.0,1.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,4.0,4.0,44.0
475,AL,2020-08-20,1.0,1.0,0.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,31.0
9,AL,2020-08-21,5.0,1.0,0.0,0.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,32.0
396,AL,2020-08-22,1.0,1.0,0.0,1.0,4.0,0.0,1.0,6.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,29.0
190,AL,2020-08-23,1.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,30.0
191,AL,2020-08-24,7.0,0.0,0.0,1.0,7.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,36.0
10,AL,2020-08-25,1.0,1.0,0.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,25.0
476,AL,2020-08-26,5.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,24.0
192,AL,2020-08-27,1.0,0.0,0.0,1.0,8.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,23.0
423,AL,2020-08-28,1.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,27.0
477,AL,2020-08-29,1.0,1.0,0.0,1.0,1.0,0.0,1.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,18.0
11,AL,2020-08-30,1.0,1.0,1.0,1.0,6.0,0.0,0.0,1.0,5.0,1.0,1.0,0.0,1.0,1.0,0.0,27.0
12,AL,2020-08-31,1.0,1.0,1.0,1.0,7.0,0.0,1.0,6.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,38.0
478,AL,2020-09-01,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,26.0
479,AL,2020-09-02,6.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,24.0
397,AL,2020-09-03,1.0,1.0,0.0,0.0,9.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,30.0
193,AL,2020-09-04,4.0,0.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,32.0
194,AL,2020-09-05,1.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,18.0
628,AL,2020-09-06,0.0,4.0,0.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0
13,AL,2020-09-07,1.0,1.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,21.0
398,AL,2020-09-08,4.0,0.0,0.0,0.0,6.0,1.0,1.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,31.0
625,AL,2020-09-09,0.0,1.0,0.0,0.0,5.0,1.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,26.0
424,AL,2020-09-10,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,4.0,23.0
14,AL,2020-09-11,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,13.0
480,AL,2020-09-12,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,15.0
629,AL,2020-09-13,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,21.0
468,AL,2020-09-14,1.0,1.0,0.0,1.0,4.0,1.0,1.0,7.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,39.0
195,AL,2020-09-15,1.0,0.0,1.0,1.0,4.0,0.0,1.0,6.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,27.0
481,AL,2020-09-16,1.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,18.0
15,AL,2020-09-17,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,19.0
196,AL,2020-09-18,7.0,1.0,0.0,1.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,35.0
482,AL,2020-09-19,5.0,1.0,1.0,1.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,25.0
16,AL,2020-09-20,1.0,1.0,1.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,17.0
197,AL,2020-09-21,4.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,31.0
17,AL,2020-09-22,1.0,1.0,0.0,1.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,4.0,1.0,25.0
18,AL,2020-09-23,5.0,1.0,0.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,26.0
19,AL,2020-09-24,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,20.0
20,AL,2020-09-25,5.0,1.0,1.0,1.0,4.0,0.0,5.0,5.0,0.0,1.0,5.0,1.0,0.0,1.0,1.0,43.0
21,AL,2020-09-26,5.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,27.0
483,AL,2020-09-27,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0
22,AL,2020-09-28,1.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,23.0
23,AL,2020-09-29,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,18.0
24,AL,2020-09-30,6.0,1.0,1.0,1.0,5.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0
25,AL,2020-10-01,1.0,1.0,1.0,0.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,0.0,0.0,1.0,1.0,34.0
26,AL,2020-10-02,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,17.0
484,AL,2020-10-03,1.0,1.0,0.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,18.0
485,AL,2020-10-04,1.0,1.0,1.0,1.0,1.0,4.0,4.0,7.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,30.0
198,AL,2020-10-05,4.0,1.0,0.0,0.0,6.0,1.0,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,41.0
384,AL,2020-10-06,4.0,1.0,1.0,0.0,1.0,0.0,6.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,35.0
399,AL,2020-10-07,0.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,31.0
486,AL,2020-10-08,1.0,0.0,0.0,1.0,1.0,0.0,7.0,7.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0
487,AL,2020-10-09,1.0,0.0,1.0,1.0,1.0,1.0,6.0,7.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,38.0
425,AL,2020-10-10,4.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,24.0
385,AL,2020-10-11,6.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,28.0
199,AL,2020-10-12,8.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,37.0
200,AL,2020-10-13,1.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,23.0
386,AL,2020-10-14,1.0,1.0,1.0,4.0,4.0,1.0,7.0,4.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,38.0
488,AL,2020-10-15,4.0,0.0,0.0,1.0,1.0,0.0,4.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,32.0
27,AL,2020-10-16,5.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,23.0
489,AL,2020-10-17,4.0,1.0,0.0,1.0,1.0,0.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,24.0
28,AL,2020-10-18,1.0,0.0,0.0,5.0,0.0,0.0,7.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,32.0
387,AL,2020-10-19,0.0,6.0,1.0,1.0,4.0,0.0,7.0,9.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,47.0
201,AL,2020-10-20,4.0,5.0,1.0,1.0,6.0,1.0,1.0,6.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,46.0
202,AL,2020-10-21,1.0,0.0,1.0,4.0,5.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,36.0
490,AL,2020-10-22,5.0,1.0,0.0,1.0,5.0,0.0,1.0,6.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,40.0
400,AL,2020-10-23,4.0,1.0,0.0,1.0,1.0,0.0,4.0,7.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,41.0
203,AL,2020-10-24,1.0,4.0,0.0,4.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,29.0
388,AL,2020-10-25,1.0,1.0,0.0,1.0,1.0,0.0,1.0,6.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,28.0
469,AL,2020-10-26,8.0,1.0,1.0,1.0,6.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,48.0
204,AL,2020-10-27,4.0,1.0,1.0,1.0,4.0,5.0,6.0,6.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,51.0
205,AL,2020-10-28,1.0,1.0,0.0,1.0,5.0,1.0,5.0,7.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,41.0
491,AL,2020-10-29,1.0,4.0,1.0,1.0,5.0,1.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,36.0
492,AL,2020-10-30,5.0,1.0,1.0,1.0,4.0,1.0,1.0,6.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,34.0
29,AL,2020-10-31,7.0,0.0,1.0,1.0,6.0,0.0,1.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,36.0
30,AL,2020-11-01,1.0,1.0,1.0,0.0,5.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,39.0
401,AL,2020-11-02,8.0,1.0,1.0,1.0,10.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,48.0
206,AL,2020-11-03,10.0,5.0,1.0,1.0,5.0,1.0,4.0,4.0,4.0,0.0,0.0,1.0,4.0,1.0,1.0,51.0
31,AL,2020-11-04,7.0,1.0,1.0,1.0,6.0,1.0,4.0,7.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,50.0
207,AL,2020-11-05,9.0,1.0,0.0,0.0,10.0,1.0,9.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,57.0
32,AL,2020-11-06,5.0,1.0,1.0,1.0,7.0,0.0,7.0,6.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,49.0
493,AL,2020-11-07,1.0,1.0,1.0,1.0,1.0,1.0,9.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,38.0
402,AL,2020-11-08,1.0,1.0,1.0,1.0,1.0,0.0,4.0,9.0,1.0,1.0,6.0,1.0,1.0,0.0,1.0,38.0
403,AL,2020-11-09,8.0,5.0,1.0,1.0,1.0,1.0,10.0,10.0,1.0,0.0,1.0,1.0,4.0,1.0,0.0,62.0
208,AL,2020-11-10,5.0,1.0,1.0,0.0,1.0,1.0,5.0,14.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,63.0
494,AL,2020-11-11,7.0,1.0,1.0,1.0,4.0,1.0,5.0,10.0,4.0,0.0,4.0,1.0,1.0,1.0,1.0,63.0
495,AL,2020-11-12,9.0,1.0,1.0,0.0,6.0,1.0,1.0,6.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,37.0
496,AL,2020-11-13,6.0,5.0,1.0,1.0,5.0,6.0,4.0,12.0,0.0,1.0,4.0,1.0,1.0,1.0,1.0,58.0
33,AL,2020-11-14,12.0,1.0,1.0,1.0,5.0,1.0,6.0,6.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,55.0
209,AL,2020-11-15,7.0,1.0,1.0,1.0,6.0,0.0,5.0,9.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,38.0
497,AL,2020-11-16,7.0,4.0,4.0,1.0,11.0,6.0,1.0,15.0,0.0,0.0,5.0,1.0,1.0,1.0,1.0,69.0
210,AL,2020-11-17,11.0,0.0,0.0,1.0,6.0,4.0,1.0,10.0,0.0,0.0,4.0,1.0,5.0,1.0,5.0,67.0
211,AL,2020-11-18,6.0,4.0,0.0,1.0,9.0,1.0,4.0,10.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,63.0
498,AL,2020-11-19,6.0,1.0,1.0,1.0,9.0,1.0,1.0,11.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,57.0
212,AL,2020-11-20,4.0,1.0,4.0,1.0,5.0,4.0,4.0,10.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0,59.0
426,AL,2020-11-21,1.0,1.0,1.0,1.0,7.0,1.0,4.0,14.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,51.0
213,AL,2020-11-22,1.0,0.0,1.0,1.0,6.0,1.0,7.0,10.0,1.0,1.0,4.0,0.0,1.0,1.0,5.0,55.0
34,AL,2020-11-23,10.0,1.0,1.0,1.0,6.0,1.0,1.0,13.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,66.0
214,AL,2020-11-24,4.0,6.0,4.0,1.0,11.0,1.0,1.0,12.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,67.0
215,AL,2020-11-25,5.0,0.0,1.0,1.0,15.0,1.0,1.0,15.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,75.0
216,AL,2020-11-26,11.0,1.0,1.0,1.0,9.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,65.0
499,AL,2020-11-27,13.0,1.0,1.0,1.0,10.0,1.0,4.0,7.0,1.0,1.0,6.0,1.0,0.0,1.0,1.0,61.0
217,AL,2020-11-28,6.0,1.0,4.0,1.0,8.0,1.0,1.0,10.0,1.0,1.0,6.0,1.0,0.0,1.0,1.0,55.0
218,AL,2020-11-29,6.0,1.0,0.0,6.0,7.0,1.0,6.0,17.0,1.0,1.0,4.0,1.0,0.0,0.0,1.0,72.0
35,AL,2020-11-30,8.0,4.0,1.0,1.0,12.0,0.0,8.0,15.0,1.0,1.0,4.0,0.0,1.0,1.0,6.0,83.0
36,AL,2020-12-01,11.0,1.0,1.0,1.0,19.0,1.0,6.0,14.0,1.0,1.0,8.0,1.0,1.0,1.0,5.0,97.0
37,AL,2020-12-02,6.0,4.0,1.0,4.0,16.0,1.0,6.0,14.0,1.0,1.0,4.0,0.0,1.0,1.0,5.0,88.0
219,AL,2020-12-03,8.0,4.0,1.0,4.0,17.0,4.0,4.0,21.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,91.0
220,AL,2020-12-04,11.0,0.0,4.0,1.0,18.0,0.0,1.0,16.0,4.0,1.0,5.0,0.0,1.0,4.0,1.0,88.0
38,AL,2020-12-05,7.0,1.0,0.0,7.0,12.0,4.0,4.0,21.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,89.0
39,AL,2020-12-06,4.0,0.0,0.0,8.0,15.0,0.0,1.0,11.0,1.0,1.0,11.0,0.0,0.0,1.0,1.0,70.0
40,AL,2020-12-07,9.0,1.0,0.0,1.0,17.0,4.0,11.0,21.0,0.0,1.0,8.0,1.0,1.0,4.0,4.0,96.0
221,AL,2020-12-08,11.0,6.0,4.0,5.0,17.0,1.0,10.0,19.0,0.0,1.0,5.0,0.0,4.0,6.0,0.0,112.0
41,AL,2020-12-09,10.0,1.0,5.0,6.0,10.0,1.0,1.0,17.0,1.0,4.0,8.0,1.0,5.0,7.0,7.0,113.0
222,AL,2020-12-10,16.0,4.0,0.0,7.0,21.0,1.0,4.0,23.0,1.0,1.0,10.0,1.0,1.0,1.0,8.0,118.0
42,AL,2020-12-11,9.0,1.0,1.0,1.0,21.0,1.0,4.0,18.0,1.0,1.0,8.0,1.0,1.0,1.0,8.0,101.0
43,AL,2020-12-12,8.0,4.0,0.0,6.0,11.0,1.0,1.0,19.0,1.0,1.0,4.0,1.0,1.0,1.0,5.0,90.0
44,AL,2020-12-13,11.0,4.0,1.0,1.0,7.0,1.0,4.0,14.0,1.0,6.0,1.0,0.0,1.0,1.0,1.0,79.0
404,AL,2020-12-14,6.0,1.0,1.0,1.0,15.0,4.0,16.0,29.0,4.0,1.0,4.0,0.0,5.0,8.0,6.0,125.0
45,AL,2020-12-15,11.0,1.0,1.0,5.0,14.0,1.0,13.0,23.0,1.0,5.0,10.0,1.0,1.0,1.0,4.0,119.0
223,AL,2020-12-16,12.0,4.0,1.0,4.0,22.0,1.0,18.0,19.0,1.0,1.0,7.0,5.0,1.0,1.0,9.0,130.0
224,AL,2020-12-17,13.0,5.0,6.0,8.0,18.0,4.0,8.0,23.0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,123.0
225,AL,2020-12-18,4.0,4.0,1.0,4.0,14.0,5.0,11.0,21.0,1.0,4.0,5.0,1.0,1.0,6.0,1.0,104.0
405,AL,2020-12-19,9.0,5.0,4.0,4.0,14.0,1.0,7.0,15.0,0.0,4.0,4.0,0.0,1.0,1.0,4.0,97.0
226,AL,2020-12-20,6.0,1.0,1.0,4.0,13.0,4.0,15.0,20.0,1.0,4.0,5.0,0.0,1.0,5.0,6.0,100.0
46,AL,2020-12-21,7.0,4.0,4.0,4.0,18.0,5.0,9.0,23.0,4.0,1.0,5.0,1.0,1.0,1.0,5.0,117.0
227,AL,2020-12-22,9.0,1.0,1.0,4.0,11.0,4.0,12.0,20.0,6.0,1.0,5.0,5.0,0.0,1.0,5.0,113.0
228,AL,2020-12-23,11.0,1.0,4.0,1.0,22.0,6.0,7.0,19.0,8.0,1.0,6.0,1.0,1.0,4.0,9.0,127.0
47,AL,2020-12-24,9.0,7.0,1.0,1.0,17.0,7.0,7.0,14.0,6.0,5.0,5.0,5.0,1.0,7.0,1.0,114.0
229,AL,2020-12-25,6.0,5.0,1.0,1.0,6.0,4.0,5.0,15.0,1.0,1.0,8.0,1.0,4.0,0.0,1.0,74.0
48,AL,2020-12-26,7.0,7.0,1.0,1.0,16.0,5.0,6.0,15.0,1.0,1.0,5.0,0.0,1.0,1.0,6.0,97.0
49,AL,2020-12-27,12.0,1.0,0.0,7.0,11.0,1.0,8.0,21.0,1.0,1.0,7.0,0.0,0.0,1.0,1.0,93.0
230,AL,2020-12-28,7.0,1.0,0.0,8.0,22.0,7.0,12.0,36.0,1.0,1.0,10.0,5.0,0.0,5.0,4.0,147.0
50,AL,2020-12-29,14.0,1.0,6.0,1.0,17.0,5.0,6.0,31.0,4.0,5.0,4.0,5.0,4.0,6.0,5.0,140.0
51,AL,2020-12-30,11.0,6.0,1.0,5.0,17.0,1.0,9.0,16.0,10.0,1.0,1.0,4.0,1.0,4.0,4.0,120.0
231,AL,2020-12-31,10.0,1.0,1.0,1.0,13.0,4.0,8.0,24.0,5.0,1.0,9.0,0.0,0.0,1.0,5.0,110.0
52,AL,2021-01-01,11.0,6.0,1.0,1.0,26.0,8.0,19.0,35.0,5.0,4.0,9.0,0.0,1.0,7.0,1.0,154.0
53,AL,2021-01-02,15.0,1.0,1.0,1.0,21.0,11.0,10.0,24.0,9.0,4.0,6.0,0.0,1.0,1.0,1.0,139.0
232,AL,2021-01-03,6.0,1.0,1.0,1.0,11.0,1.0,6.0,29.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,84.0
54,AL,2021-01-04,13.0,4.0,1.0,4.0,27.0,6.0,12.0,31.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,158.0
55,AL,2021-01-05,15.0,1.0,1.0,4.0,23.0,4.0,9.0,35.0,7.0,1.0,4.0,0.0,1.0,4.0,1.0,141.0
56,AL,2021-01-06,8.0,1.0,1.0,1.0,22.0,4.0,12.0,30.0,5.0,5.0,4.0,6.0,4.0,1.0,6.0,150.0
57,AL,2021-01-07,12.0,1.0,5.0,12.0,30.0,1.0,13.0,19.0,4.0,1.0,4.0,4.0,1.0,1.0,9.0,158.0
58,AL,2021-01-08,6.0,4.0,1.0,5.0,10.0,7.0,5.0,29.0,4.0,7.0,7.0,1.0,1.0,0.0,8.0,140.0
59,AL,2021-01-09,10.0,1.0,5.0,1.0,19.0,5.0,8.0,24.0,9.0,0.0,1.0,1.0,1.0,1.0,1.0,111.0
233,AL,2021-01-10,11.0,1.0,1.0,1.0,10.0,1.0,8.0,28.0,7.0,1.0,5.0,1.0,1.0,1.0,1.0,96.0
234,AL,2021-01-11,12.0,5.0,1.0,4.0,27.0,1.0,10.0,18.0,11.0,1.0,5.0,6.0,4.0,1.0,1.0,142.0
60,AL,2021-01-12,13.0,1.0,5.0,1.0,20.0,5.0,7.0,18.0,1.0,1.0,5.0,0.0,1.0,1.0,6.0,112.0
61,AL,2021-01-13,13.0,1.0,7.0,5.0,19.0,5.0,5.0,22.0,12.0,4.0,1.0,1.0,6.0,1.0,1.0,131.0
62,AL,2021-01-14,5.0,4.0,1.0,1.0,32.0,4.0,10.0,25.0,1.0,7.0,4.0,1.0,1.0,1.0,1.0,120.0
235,AL,2021-01-15,10.0,1.0,1.0,5.0,13.0,6.0,10.0,14.0,4.0,8.0,1.0,1.0,4.0,1.0,5.0,115.0
63,AL,2021-01-16,11.0,1.0,1.0,1.0,7.0,4.0,8.0,13.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0,76.0
64,AL,2021-01-17,4.0,1.0,0.0,1.0,12.0,1.0,5.0,9.0,8.0,4.0,1.0,1.0,1.0,1.0,1.0,70.0
65,AL,2021-01-18,10.0,1.0,1.0,1.0,18.0,4.0,6.0,19.0,8.0,1.0,1.0,0.0,1.0,1.0,1.0,105.0
66,AL,2021-01-19,12.0,0.0,0.0,7.0,17.0,5.0,9.0,18.0,11.0,1.0,1.0,1.0,1.0,5.0,1.0,109.0
67,AL,2021-01-20,12.0,1.0,1.0,1.0,18.0,0.0,7.0,16.0,10.0,1.0,1.0,1.0,5.0,0.0,0.0,93.0
68,AL,2021-01-21,12.0,1.0,1.0,7.0,25.0,7.0,4.0,20.0,5.0,1.0,1.0,4.0,4.0,1.0,1.0,126.0
236,AL,2021-01-22,1.0,1.0,4.0,6.0,18.0,1.0,9.0,17.0,6.0,1.0,4.0,1.0,1.0,4.0,1.0,99.0
389,AL,2021-01-23,7.0,5.0,0.0,1.0,14.0,1.0,4.0,14.0,4.0,4.0,1.0,0.0,1.0,1.0,4.0,73.0
406,AL,2021-01-24,6.0,0.0,1.0,5.0,8.0,1.0,8.0,13.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,65.0
237,AL,2021-01-25,6.0,1.0,1.0,6.0,15.0,1.0,7.0,19.0,4.0,1.0,1.0,1.0,6.0,4.0,1.0,100.0
238,AL,2021-01-26,9.0,1.0,0.0,1.0,13.0,1.0,6.0,17.0,5.0,1.0,1.0,4.0,4.0,1.0,1.0,95.0
239,AL,2021-01-27,11.0,1.0,1.0,1.0,8.0,1.0,4.0,11.0,4.0,1.0,5.0,4.0,1.0,6.0,0.0,85.0
69,AL,2021-01-28,5.0,1.0,1.0,1.0,9.0,1.0,1.0,19.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,66.0
427,AL,2021-01-29,6.0,0.0,1.0,0.0,7.0,1.0,7.0,14.0,11.0,1.0,4.0,1.0,1.0,1.0,1.0,72.0
70,AL,2021-01-30,5.0,1.0,1.0,1.0,6.0,1.0,4.0,14.0,6.0,1.0,0.0,1.0,1.0,1.0,1.0,62.0
