,state,date,04013,04015,04017,04019,04021,04025,04027,total_cnts
287,AZ,2020-10-26,28,4.0,1.0,1.0,1.0,1.0,1.0,40.0
19,AZ,2020-10-27,26,1.0,1.0,1.0,1.0,1.0,4.0,39.0
524,AZ,2020-10-28,29,1.0,1.0,1.0,0.0,1.0,1.0,36.0
20,AZ,2020-10-29,39,0.0,1.0,4.0,1.0,0.0,1.0,49.0
21,AZ,2020-10-30,28,1.0,0.0,1.0,6.0,1.0,1.0,41.0
436,AZ,2020-10-31,23,0.0,1.0,1.0,6.0,1.0,1.0,35.0
288,AZ,2020-11-01,35,5.0,1.0,1.0,4.0,0.0,0.0,48.0
437,AZ,2020-11-02,27,1.0,0.0,6.0,5.0,1.0,1.0,43.0
438,AZ,2020-11-03,36,0.0,1.0,4.0,1.0,0.0,0.0,44.0
525,AZ,2020-11-04,23,4.0,1.0,4.0,7.0,0.0,1.0,42.0
22,AZ,2020-11-05,36,1.0,1.0,5.0,4.0,0.0,0.0,50.0
23,AZ,2020-11-06,27,1.0,1.0,1.0,6.0,1.0,1.0,43.0
24,AZ,2020-11-07,34,0.0,1.0,1.0,1.0,1.0,1.0,44.0
25,AZ,2020-11-08,27,4.0,1.0,5.0,6.0,0.0,0.0,47.0
289,AZ,2020-11-09,37,4.0,1.0,5.0,6.0,0.0,1.0,60.0
290,AZ,2020-11-10,44,6.0,4.0,8.0,4.0,1.0,7.0,78.0
26,AZ,2020-11-11,51,1.0,0.0,5.0,1.0,4.0,1.0,68.0
27,AZ,2020-11-12,40,1.0,1.0,14.0,5.0,5.0,5.0,74.0
291,AZ,2020-11-13,54,1.0,1.0,5.0,6.0,1.0,5.0,77.0
28,AZ,2020-11-14,56,1.0,0.0,5.0,4.0,6.0,4.0,80.0
292,AZ,2020-11-15,56,1.0,1.0,4.0,27.0,1.0,6.0,105.0
29,AZ,2020-11-16,75,4.0,1.0,6.0,5.0,1.0,11.0,109.0
293,AZ,2020-11-17,64,4.0,1.0,8.0,1.0,4.0,5.0,89.0
294,AZ,2020-11-18,69,4.0,1.0,5.0,7.0,1.0,5.0,98.0
295,AZ,2020-11-19,68,4.0,1.0,12.0,12.0,1.0,5.0,111.0
30,AZ,2020-11-20,53,1.0,0.0,9.0,14.0,1.0,5.0,98.0
31,AZ,2020-11-21,61,5.0,1.0,7.0,7.0,0.0,1.0,85.0
296,AZ,2020-11-22,52,1.0,1.0,1.0,7.0,1.0,4.0,70.0
297,AZ,2020-11-23,80,8.0,4.0,13.0,9.0,1.0,4.0,122.0
32,AZ,2020-11-24,74,4.0,1.0,13.0,9.0,1.0,6.0,113.0
298,AZ,2020-11-25,78,4.0,1.0,17.0,8.0,6.0,1.0,117.0
33,AZ,2020-11-26,74,1.0,1.0,10.0,9.0,4.0,1.0,110.0
299,AZ,2020-11-27,94,4.0,4.0,11.0,13.0,4.0,1.0,137.0
300,AZ,2020-11-28,83,4.0,0.0,12.0,7.0,5.0,6.0,122.0
34,AZ,2020-11-29,68,4.0,1.0,15.0,13.0,5.0,1.0,117.0
35,AZ,2020-11-30,103,5.0,1.0,12.0,14.0,9.0,5.0,158.0
301,AZ,2020-12-01,120,6.0,4.0,15.0,14.0,8.0,1.0,173.0
36,AZ,2020-12-02,107,6.0,1.0,12.0,12.0,13.0,4.0,167.0
37,AZ,2020-12-03,104,6.0,1.0,15.0,15.0,14.0,11.0,176.0
38,AZ,2020-12-04,123,6.0,0.0,20.0,12.0,11.0,1.0,180.0
39,AZ,2020-12-05,89,1.0,1.0,18.0,9.0,7.0,4.0,132.0
40,AZ,2020-12-06,90,4.0,1.0,14.0,8.0,8.0,7.0,143.0
41,AZ,2020-12-07,116,11.0,7.0,22.0,9.0,9.0,4.0,192.0
42,AZ,2020-12-08,98,4.0,1.0,15.0,6.0,10.0,5.0,155.0
43,AZ,2020-12-09,121,1.0,1.0,15.0,14.0,8.0,14.0,184.0
44,AZ,2020-12-10,118,11.0,6.0,17.0,21.0,14.0,6.0,204.0
45,AZ,2020-12-11,105,14.0,1.0,24.0,11.0,10.0,6.0,181.0
46,AZ,2020-12-12,107,4.0,5.0,15.0,15.0,12.0,10.0,178.0
47,AZ,2020-12-13,104,6.0,7.0,11.0,15.0,12.0,11.0,172.0
48,AZ,2020-12-14,137,5.0,1.0,25.0,17.0,14.0,11.0,219.0
49,AZ,2020-12-15,153,7.0,6.0,27.0,17.0,21.0,9.0,258.0
565,AZ,2020-12-16,127,7.0,0.0,17.0,15.0,11.0,1.0,180.0
50,AZ,2020-12-17,124,9.0,1.0,21.0,28.0,16.0,9.0,215.0
51,AZ,2020-12-18,93,6.0,4.0,24.0,11.0,13.0,4.0,167.0
302,AZ,2020-12-19,133,6.0,5.0,12.0,10.0,15.0,16.0,201.0
52,AZ,2020-12-20,144,1.0,1.0,12.0,15.0,13.0,10.0,204.0
53,AZ,2020-12-21,161,12.0,5.0,20.0,14.0,13.0,10.0,248.0
303,AZ,2020-12-22,141,5.0,6.0,29.0,18.0,13.0,14.0,231.0
54,AZ,2020-12-23,129,7.0,0.0,21.0,19.0,14.0,6.0,204.0
55,AZ,2020-12-24,118,10.0,1.0,22.0,18.0,12.0,7.0,195.0
56,AZ,2020-12-25,104,8.0,1.0,27.0,14.0,13.0,6.0,180.0
57,AZ,2020-12-26,123,5.0,1.0,26.0,10.0,12.0,1.0,184.0
58,AZ,2020-12-27,124,9.0,4.0,23.0,24.0,14.0,10.0,218.0
59,AZ,2020-12-28,147,12.0,5.0,21.0,22.0,12.0,4.0,233.0
60,AZ,2020-12-29,143,9.0,1.0,23.0,13.0,12.0,12.0,222.0
61,AZ,2020-12-30,138,13.0,5.0,22.0,17.0,12.0,1.0,218.0
62,AZ,2020-12-31,136,6.0,1.0,24.0,18.0,11.0,8.0,217.0
63,AZ,2021-01-01,181,6.0,1.0,24.0,18.0,10.0,8.0,257.0
64,AZ,2021-01-02,128,14.0,1.0,20.0,21.0,16.0,8.0,218.0
65,AZ,2021-01-03,104,8.0,1.0,19.0,18.0,10.0,5.0,172.0
66,AZ,2021-01-04,134,7.0,1.0,21.0,14.0,9.0,7.0,203.0
67,AZ,2021-01-05,144,10.0,4.0,34.0,23.0,14.0,5.0,244.0
68,AZ,2021-01-06,142,1.0,1.0,25.0,16.0,11.0,6.0,221.0
69,AZ,2021-01-07,143,7.0,1.0,21.0,18.0,12.0,7.0,215.0
70,AZ,2021-01-08,132,18.0,5.0,17.0,26.0,6.0,9.0,223.0
71,AZ,2021-01-09,110,4.0,4.0,18.0,19.0,7.0,5.0,176.0
72,AZ,2021-01-10,137,5.0,1.0,17.0,13.0,7.0,4.0,190.0
73,AZ,2021-01-11,154,8.0,1.0,31.0,18.0,8.0,10.0,237.0
74,AZ,2021-01-12,158,12.0,0.0,23.0,17.0,6.0,4.0,230.0
75,AZ,2021-01-13,130,11.0,1.0,24.0,16.0,7.0,1.0,200.0
76,AZ,2021-01-14,154,16.0,5.0,18.0,18.0,10.0,7.0,235.0
77,AZ,2021-01-15,137,6.0,1.0,26.0,19.0,10.0,1.0,215.0
78,AZ,2021-01-16,115,8.0,1.0,16.0,11.0,5.0,9.0,169.0
79,AZ,2021-01-17,109,7.0,1.0,14.0,16.0,8.0,1.0,163.0
80,AZ,2021-01-18,127,11.0,1.0,23.0,13.0,10.0,4.0,196.0
304,AZ,2021-01-19,131,5.0,0.0,22.0,18.0,6.0,5.0,197.0
305,AZ,2021-01-20,120,9.0,1.0,20.0,18.0,9.0,7.0,191.0
81,AZ,2021-01-21,114,10.0,1.0,18.0,17.0,4.0,4.0,179.0
82,AZ,2021-01-22,124,9.0,1.0,23.0,16.0,12.0,4.0,204.0
83,AZ,2021-01-23,118,10.0,1.0,20.0,17.0,1.0,6.0,176.0
84,AZ,2021-01-24,103,5.0,1.0,19.0,11.0,6.0,1.0,151.0
85,AZ,2021-01-25,135,6.0,1.0,18.0,11.0,4.0,6.0,188.0
86,AZ,2021-01-26,138,9.0,1.0,14.0,11.0,6.0,4.0,191.0
306,AZ,2021-01-27,129,6.0,1.0,22.0,21.0,1.0,5.0,189.0
87,AZ,2021-01-28,100,11.0,0.0,18.0,13.0,5.0,1.0,153.0
439,AZ,2021-01-29,116,5.0,0.0,11.0,10.0,4.0,5.0,154.0
88,AZ,2021-01-30,102,5.0,1.0,12.0,10.0,4.0,4.0,144.0
89,AZ,2021-01-31,89,1.0,0.0,11.0,10.0,1.0,1.0,116.0
90,AZ,2021-02-01,96,5.0,1.0,17.0,16.0,1.0,5.0,147.0
91,AZ,2021-02-02,79,8.0,1.0,9.0,11.0,1.0,4.0,118.0
92,AZ,2021-02-03,94,6.0,0.0,9.0,8.0,7.0,5.0,136.0
93,AZ,2021-02-04,79,7.0,1.0,7.0,8.0,1.0,1.0,107.0
94,AZ,2021-02-05,85,5.0,1.0,10.0,5.0,1.0,1.0,111.0
95,AZ,2021-02-06,71,1.0,1.0,4.0,13.0,1.0,4.0,106.0
440,AZ,2021-02-07,47,1.0,1.0,5.0,4.0,1.0,1.0,62.0
96,AZ,2021-02-08,79,4.0,1.0,8.0,16.0,1.0,4.0,118.0
97,AZ,2021-02-09,68,1.0,1.0,11.0,6.0,0.0,5.0,100.0
98,AZ,2021-02-10,72,5.0,1.0,1.0,4.0,4.0,1.0,91.0
99,AZ,2021-02-11,76,4.0,4.0,6.0,8.0,0.0,1.0,101.0
307,AZ,2021-02-12,60,1.0,1.0,4.0,1.0,4.0,1.0,76.0
556,AZ,2021-02-13,40,4.0,1.0,4.0,6.0,1.0,1.0,58.0
589,AZ,2021-02-14,51,1.0,0.0,1.0,4.0,1.0,1.0,59.0
308,AZ,2021-02-15,57,1.0,1.0,7.0,1.0,0.0,1.0,72.0
100,AZ,2021-02-16,45,1.0,1.0,7.0,7.0,0.0,1.0,67.0
101,AZ,2021-02-17,43,1.0,1.0,1.0,7.0,4.0,1.0,61.0
309,AZ,2021-02-18,43,1.0,1.0,1.0,5.0,0.0,1.0,55.0
102,AZ,2021-02-19,45,1.0,1.0,4.0,4.0,1.0,1.0,60.0
103,AZ,2021-02-20,29,1.0,1.0,6.0,1.0,1.0,1.0,43.0
310,AZ,2021-02-21,33,1.0,0.0,5.0,1.0,1.0,1.0,44.0
104,AZ,2021-02-22,37,1.0,1.0,4.0,4.0,1.0,1.0,51.0
105,AZ,2021-02-23,38,4.0,1.0,6.0,4.0,0.0,4.0,60.0
106,AZ,2021-02-24,37,0.0,1.0,5.0,1.0,1.0,1.0,47.0
107,AZ,2021-02-25,41,1.0,0.0,7.0,1.0,1.0,1.0,57.0
108,AZ,2021-02-26,27,1.0,1.0,5.0,1.0,1.0,0.0,44.0
441,AZ,2021-02-27,21,1.0,1.0,1.0,1.0,1.0,0.0,28.0
109,AZ,2021-02-28,18,4.0,1.0,0.0,1.0,5.0,1.0,33.0
526,AZ,2021-03-01,26,1.0,0.0,5.0,4.0,0.0,1.0,38.0
590,AZ,2021-03-02,19,1.0,1.0,4.0,0.0,0.0,1.0,26.0
442,AZ,2021-03-03,25,1.0,0.0,6.0,1.0,1.0,0.0,35.0
591,AZ,2021-03-04,27,1.0,1.0,1.0,1.0,0.0,0.0,32.0
311,AZ,2021-03-05,19,1.0,0.0,1.0,1.0,1.0,1.0,26.0
592,AZ,2021-03-06,18,1.0,0.0,5.0,1.0,0.0,0.0,25.0
593,AZ,2021-03-07,29,0.0,0.0,1.0,0.0,0.0,0.0,30.0
312,AZ,2021-03-08,20,1.0,0.0,1.0,7.0,0.0,0.0,30.0
313,AZ,2021-03-09,22,1.0,0.0,1.0,1.0,1.0,1.0,30.0
443,AZ,2021-03-10,19,1.0,0.0,1.0,5.0,1.0,0.0,29.0
594,AZ,2021-03-11,17,1.0,0.0,1.0,1.0,0.0,1.0,21.0
110,AZ,2021-03-12,9,0.0,1.0,4.0,1.0,0.0,1.0,19.0
595,AZ,2021-03-13,22,1.0,0.0,1.0,1.0,0.0,1.0,26.0
596,AZ,2021-03-14,23,1.0,0.0,6.0,1.0,0.0,1.0,32.0
314,AZ,2021-03-15,16,1.0,0.0,1.0,4.0,0.0,0.0,24.0
597,AZ,2021-03-16,13,1.0,1.0,0.0,1.0,0.0,0.0,16.0
566,AZ,2021-03-17,20,0.0,1.0,1.0,1.0,0.0,0.0,24.0
598,AZ,2021-03-18,11,1.0,0.0,0.0,1.0,1.0,1.0,16.0
599,AZ,2021-03-19,11,1.0,1.0,1.0,1.0,1.0,0.0,16.0
315,AZ,2021-03-20,14,1.0,0.0,1.0,0.0,0.0,1.0,19.0
111,AZ,2021-03-21,7,1.0,0.0,0.0,1.0,0.0,0.0,11.0
600,AZ,2021-03-22,9,1.0,0.0,1.0,1.0,0.0,1.0,13.0
112,AZ,2021-03-23,18,1.0,0.0,1.0,1.0,0.0,1.0,24.0
601,AZ,2021-03-24,10,1.0,0.0,1.0,1.0,0.0,0.0,13.0
602,AZ,2021-03-25,13,1.0,0.0,1.0,1.0,0.0,0.0,16.0
316,AZ,2021-03-26,12,1.0,0.0,1.0,1.0,1.0,0.0,18.0
603,AZ,2021-03-27,13,1.0,0.0,1.0,1.0,0.0,0.0,16.0
604,AZ,2021-03-28,18,1.0,0.0,0.0,1.0,0.0,0.0,20.0
605,AZ,2021-03-29,19,1.0,0.0,4.0,1.0,1.0,0.0,26.0
527,AZ,2021-03-30,21,0.0,0.0,1.0,1.0,0.0,0.0,24.0
528,AZ,2021-03-31,16,1.0,0.0,0.0,9.0,1.0,0.0,28.0
606,AZ,2021-04-01,15,0.0,0.0,1.0,4.0,0.0,0.0,20.0
607,AZ,2021-04-02,18,1.0,0.0,1.0,1.0,0.0,1.0,22.0
317,AZ,2021-04-03,19,1.0,0.0,1.0,1.0,0.0,0.0,24.0
608,AZ,2021-04-04,16,1.0,0.0,1.0,1.0,0.0,0.0,19.0
318,AZ,2021-04-05,13,1.0,1.0,1.0,5.0,0.0,0.0,22.0
319,AZ,2021-04-06,9,0.0,0.0,1.0,1.0,0.0,1.0,13.0
609,AZ,2021-04-07,15,1.0,0.0,1.0,1.0,0.0,1.0,19.0
113,AZ,2021-04-08,18,1.0,0.0,1.0,4.0,0.0,1.0,27.0
444,AZ,2021-04-09,13,1.0,1.0,1.0,1.0,1.0,0.0,19.0
445,AZ,2021-04-10,20,1.0,1.0,1.0,1.0,0.0,0.0,26.0
114,AZ,2021-04-11,17,1.0,1.0,1.0,1.0,0.0,0.0,25.0
610,AZ,2021-04-12,13,0.0,0.0,4.0,1.0,1.0,1.0,20.0
446,AZ,2021-04-13,16,1.0,0.0,0.0,1.0,0.0,0.0,19.0
611,AZ,2021-04-14,12,1.0,1.0,1.0,1.0,1.0,0.0,17.0
447,AZ,2021-04-15,14,0.0,1.0,0.0,4.0,1.0,1.0,22.0
448,AZ,2021-04-16,12,1.0,0.0,1.0,1.0,0.0,1.0,18.0
612,AZ,2021-04-17,17,1.0,0.0,1.0,1.0,0.0,0.0,20.0
613,AZ,2021-04-18,8,1.0,0.0,1.0,1.0,1.0,1.0,13.0
449,AZ,2021-04-19,9,1.0,1.0,1.0,1.0,0.0,0.0,14.0
450,AZ,2021-04-20,28,0.0,1.0,1.0,1.0,1.0,0.0,33.0
115,AZ,2021-04-21,22,1.0,0.0,0.0,1.0,0.0,0.0,26.0
614,AZ,2021-04-22,21,0.0,1.0,5.0,1.0,0.0,0.0,28.0
615,AZ,2021-04-23,19,1.0,0.0,1.0,1.0,0.0,0.0,22.0
616,AZ,2021-04-24,20,0.0,0.0,1.0,1.0,1.0,0.0,23.0
567,AZ,2021-04-25,23,0.0,0.0,1.0,1.0,0.0,0.0,26.0
320,AZ,2021-04-26,17,1.0,1.0,4.0,1.0,1.0,0.0,26.0
529,AZ,2021-04-27,19,1.0,0.0,1.0,1.0,1.0,0.0,24.0
617,AZ,2021-04-28,13,1.0,0.0,1.0,1.0,1.0,0.0,17.0
530,AZ,2021-04-29,17,1.0,0.0,0.0,0.0,1.0,0.0,20.0
116,AZ,2021-04-30,22,0.0,0.0,4.0,0.0,1.0,0.0,29.0
321,AZ,2021-05-01,21,1.0,0.0,0.0,1.0,1.0,0.0,25.0
322,AZ,2021-05-02,14,1.0,0.0,0.0,0.0,0.0,0.0,16.0
323,AZ,2021-05-03,24,1.0,1.0,1.0,0.0,1.0,0.0,29.0
618,AZ,2021-05-04,14,0.0,1.0,1.0,1.0,1.0,0.0,18.0
531,AZ,2021-05-05,13,0.0,0.0,4.0,1.0,1.0,0.0,21.0
619,AZ,2021-05-06,17,1.0,0.0,1.0,1.0,1.0,0.0,21.0
324,AZ,2021-05-07,20,1.0,1.0,1.0,1.0,0.0,0.0,26.0
451,AZ,2021-05-08,18,0.0,1.0,0.0,1.0,1.0,0.0,22.0
620,AZ,2021-05-09,18,0.0,1.0,1.0,1.0,0.0,0.0,21.0
621,AZ,2021-05-10,20,1.0,1.0,1.0,1.0,1.0,0.0,25.0
622,AZ,2021-05-11,21,4.0,1.0,1.0,1.0,1.0,0.0,29.0
452,AZ,2021-05-12,12,0.0,0.0,1.0,1.0,0.0,0.0,15.0
623,AZ,2021-05-13,22,0.0,0.0,0.0,1.0,0.0,0.0,23.0
325,AZ,2021-05-14,14,1.0,0.0,0.0,1.0,0.0,0.0,17.0
624,AZ,2021-05-15,19,0.0,0.0,1.0,1.0,1.0,0.0,22.0
625,AZ,2021-05-16,9,0.0,0.0,1.0,4.0,1.0,0.0,15.0
626,AZ,2021-05-17,27,1.0,0.0,4.0,1.0,0.0,0.0,33.0
627,AZ,2021-05-18,21,1.0,0.0,1.0,1.0,0.0,0.0,24.0
628,AZ,2021-05-19,21,0.0,0.0,1.0,4.0,0.0,0.0,26.0
629,AZ,2021-05-20,24,1.0,0.0,1.0,5.0,1.0,0.0,32.0
630,AZ,2021-05-21,18,1.0,0.0,1.0,4.0,1.0,0.0,25.0
631,AZ,2021-05-22,9,1.0,1.0,1.0,1.0,1.0,0.0,14.0
632,AZ,2021-05-23,23,1.0,0.0,1.0,1.0,0.0,0.0,26.0
633,AZ,2021-05-24,21,1.0,0.0,1.0,4.0,1.0,0.0,28.0
532,AZ,2021-05-25,16,0.0,1.0,1.0,1.0,1.0,0.0,23.0
453,AZ,2021-05-26,22,0.0,0.0,1.0,1.0,0.0,1.0,27.0
454,AZ,2021-05-27,15,1.0,0.0,0.0,1.0,0.0,1.0,19.0
455,AZ,2021-05-28,21,1.0,0.0,0.0,1.0,1.0,0.0,25.0
634,AZ,2021-05-29,11,1.0,0.0,0.0,1.0,0.0,0.0,13.0
635,AZ,2021-05-30,10,0.0,0.0,1.0,0.0,0.0,0.0,11.0
636,AZ,2021-05-31,20,1.0,0.0,1.0,1.0,0.0,1.0,24.0
326,AZ,2021-06-01,13,1.0,0.0,0.0,1.0,0.0,0.0,17.0
456,AZ,2021-06-02,17,1.0,0.0,1.0,1.0,1.0,0.0,22.0
637,AZ,2021-06-03,18,0.0,0.0,1.0,1.0,1.0,0.0,21.0
457,AZ,2021-06-04,20,0.0,0.0,4.0,1.0,0.0,1.0,27.0
638,AZ,2021-06-05,21,0.0,0.0,1.0,1.0,0.0,0.0,23.0
458,AZ,2021-06-06,15,0.0,0.0,0.0,0.0,1.0,0.0,17.0
459,AZ,2021-06-07,22,4.0,0.0,1.0,4.0,0.0,0.0,32.0
460,AZ,2021-06-08,24,1.0,1.0,0.0,1.0,1.0,0.0,29.0
117,AZ,2021-06-09,13,1.0,0.0,0.0,0.0,0.0,1.0,16.0
118,AZ,2021-06-10,20,1.0,0.0,0.0,4.0,1.0,0.0,28.0
461,AZ,2021-06-11,19,1.0,0.0,0.0,0.0,0.0,0.0,21.0
639,AZ,2021-06-12,11,0.0,0.0,1.0,1.0,0.0,0.0,13.0
640,AZ,2021-06-13,13,1.0,1.0,1.0,1.0,0.0,0.0,17.0
641,AZ,2021-06-14,15,1.0,0.0,4.0,1.0,0.0,1.0,22.0
642,AZ,2021-06-15,19,1.0,0.0,1.0,1.0,1.0,1.0,24.0
557,AZ,2021-06-16,18,1.0,0.0,1.0,1.0,1.0,0.0,24.0
327,AZ,2021-06-17,20,0.0,0.0,1.0,0.0,0.0,0.0,22.0
462,AZ,2021-06-18,20,1.0,1.0,1.0,1.0,0.0,0.0,25.0
643,AZ,2021-06-19,13,1.0,0.0,1.0,1.0,1.0,0.0,18.0
463,AZ,2021-06-20,11,1.0,1.0,0.0,1.0,0.0,0.0,16.0
464,AZ,2021-06-21,29,1.0,0.0,1.0,4.0,0.0,0.0,36.0
