,state,date,40027,40031,40037,40109,40143,40145,total_cnts
611,OK,2022-07-08,0.0,1.0,0.0,1.0,1.0,0.0,5.0
705,OK,2022-07-09,0.0,0.0,0.0,1.0,1.0,0.0,2.0
329,OK,2022-07-10,0.0,1.0,1.0,1.0,4.0,1.0,9.0
582,OK,2022-07-11,1.0,0.0,0.0,4.0,1.0,0.0,7.0
485,OK,2022-07-12,0.0,0.0,0.0,4.0,1.0,0.0,11.0
138,OK,2022-07-13,0.0,0.0,0.0,1.0,5.0,0.0,7.0
330,OK,2022-07-14,0.0,0.0,0.0,1.0,1.0,0.0,6.0
486,OK,2022-07-15,0.0,0.0,0.0,0.0,1.0,0.0,3.0
139,OK,2022-07-16,0.0,0.0,0.0,1.0,1.0,1.0,9.0
487,OK,2022-07-17,0.0,0.0,0.0,0.0,0.0,1.0,8.0
488,OK,2022-07-18,0.0,1.0,0.0,1.0,5.0,1.0,12.0
706,OK,2022-07-19,0.0,0.0,0.0,1.0,1.0,0.0,3.0
612,OK,2022-07-20,0.0,1.0,0.0,1.0,1.0,1.0,6.0
583,OK,2022-07-21,1.0,0.0,0.0,1.0,1.0,0.0,5.0
467,OK,2022-07-22,1.0,0.0,0.0,1.0,0.0,0.0,6.0
362,OK,2022-07-23,0.0,1.0,0.0,0.0,1.0,0.0,5.0
331,OK,2022-07-24,1.0,0.0,0.0,0.0,1.0,0.0,3.0
332,OK,2022-07-25,0.0,0.0,0.0,1.0,1.0,0.0,5.0
333,OK,2022-07-26,0.0,1.0,0.0,1.0,1.0,0.0,8.0
334,OK,2022-07-27,0.0,1.0,0.0,1.0,1.0,1.0,8.0
335,OK,2022-07-28,0.0,0.0,0.0,1.0,4.0,1.0,13.0
140,OK,2022-07-29,0.0,0.0,0.0,0.0,1.0,1.0,6.0
468,OK,2022-07-30,0.0,0.0,0.0,0.0,1.0,0.0,4.0
657,OK,2022-07-31,0.0,0.0,0.0,0.0,0.0,0.0,6.0
