,state,date,40027,40031,40037,40109,40143,40145,total_cnts
122,OK,2020-12-04,5.0,7.0,1.0,14.0,25.0,1.0,79.0
180,OK,2020-12-05,1.0,1.0,1.0,15.0,9.0,1.0,66.0
248,OK,2020-12-06,1.0,4.0,1.0,7.0,9.0,1.0,44.0
181,OK,2020-12-07,5.0,1.0,1.0,18.0,19.0,1.0,75.0
123,OK,2020-12-08,4.0,1.0,1.0,20.0,21.0,1.0,76.0
249,OK,2020-12-09,7.0,1.0,4.0,15.0,19.0,4.0,92.0
182,OK,2020-12-10,7.0,1.0,1.0,18.0,31.0,1.0,80.0
143,OK,2020-12-11,1.0,1.0,1.0,21.0,33.0,1.0,85.0
340,OK,2020-12-12,1.0,5.0,4.0,6.0,24.0,1.0,61.0
341,OK,2020-12-13,1.0,4.0,1.0,7.0,5.0,0.0,43.0
183,OK,2020-12-14,8.0,1.0,5.0,18.0,15.0,1.0,71.0
112,OK,2020-12-15,6.0,0.0,4.0,13.0,30.0,4.0,79.0
250,OK,2020-12-16,4.0,1.0,1.0,16.0,30.0,1.0,88.0
184,OK,2020-12-17,1.0,6.0,1.0,8.0,23.0,1.0,67.0
33,OK,2020-12-18,5.0,1.0,1.0,15.0,27.0,1.0,78.0
220,OK,2020-12-19,1.0,4.0,1.0,11.0,14.0,1.0,54.0
34,OK,2020-12-20,1.0,1.0,0.0,9.0,10.0,0.0,48.0
35,OK,2020-12-21,1.0,1.0,1.0,18.0,28.0,4.0,83.0
36,OK,2020-12-22,9.0,1.0,1.0,22.0,23.0,1.0,88.0
383,OK,2020-12-23,10.0,0.0,4.0,8.0,24.0,1.0,81.0
384,OK,2020-12-24,1.0,0.0,1.0,19.0,29.0,1.0,79.0
221,OK,2020-12-25,1.0,1.0,1.0,13.0,14.0,5.0,52.0
185,OK,2020-12-26,4.0,1.0,1.0,11.0,21.0,8.0,75.0
251,OK,2020-12-27,6.0,1.0,1.0,9.0,16.0,4.0,56.0
186,OK,2020-12-28,6.0,1.0,1.0,30.0,32.0,1.0,109.0
187,OK,2020-12-29,7.0,1.0,1.0,11.0,18.0,5.0,68.0
37,OK,2020-12-30,6.0,1.0,6.0,21.0,22.0,1.0,96.0
188,OK,2020-12-31,5.0,1.0,1.0,12.0,26.0,1.0,83.0
252,OK,2021-01-01,5.0,5.0,1.0,7.0,14.0,1.0,65.0
189,OK,2021-01-02,1.0,1.0,1.0,8.0,20.0,5.0,59.0
190,OK,2021-01-03,5.0,1.0,4.0,9.0,15.0,1.0,55.0
38,OK,2021-01-04,5.0,1.0,1.0,16.0,35.0,1.0,92.0
39,OK,2021-01-05,5.0,0.0,1.0,18.0,47.0,5.0,117.0
191,OK,2021-01-06,5.0,1.0,1.0,16.0,30.0,5.0,95.0
40,OK,2021-01-07,5.0,6.0,1.0,16.0,29.0,7.0,103.0
41,OK,2021-01-08,6.0,4.0,4.0,8.0,28.0,4.0,92.0
42,OK,2021-01-09,1.0,6.0,1.0,8.0,11.0,1.0,52.0
43,OK,2021-01-10,1.0,1.0,1.0,6.0,15.0,1.0,48.0
44,OK,2021-01-11,1.0,6.0,1.0,13.0,29.0,1.0,75.0
45,OK,2021-01-12,4.0,1.0,4.0,13.0,30.0,1.0,80.0
46,OK,2021-01-13,1.0,1.0,5.0,12.0,40.0,1.0,85.0
47,OK,2021-01-14,1.0,1.0,0.0,5.0,32.0,5.0,77.0
48,OK,2021-01-15,1.0,1.0,1.0,16.0,22.0,5.0,74.0
49,OK,2021-01-16,0.0,5.0,1.0,9.0,13.0,1.0,46.0
50,OK,2021-01-17,1.0,6.0,1.0,7.0,13.0,1.0,50.0
51,OK,2021-01-18,5.0,1.0,1.0,12.0,21.0,1.0,66.0
52,OK,2021-01-19,4.0,1.0,1.0,6.0,18.0,1.0,53.0
53,OK,2021-01-20,1.0,1.0,1.0,10.0,20.0,1.0,51.0
54,OK,2021-01-21,4.0,4.0,7.0,5.0,31.0,1.0,75.0
55,OK,2021-01-22,1.0,1.0,1.0,15.0,23.0,1.0,72.0
56,OK,2021-01-23,1.0,1.0,4.0,4.0,12.0,6.0,42.0
57,OK,2021-01-24,0.0,6.0,1.0,5.0,14.0,1.0,42.0
58,OK,2021-01-25,1.0,1.0,1.0,11.0,25.0,6.0,75.0
59,OK,2021-01-26,1.0,1.0,1.0,12.0,25.0,1.0,69.0
60,OK,2021-01-27,1.0,7.0,1.0,5.0,25.0,1.0,60.0
61,OK,2021-01-28,1.0,5.0,1.0,8.0,15.0,5.0,50.0
62,OK,2021-01-29,1.0,1.0,1.0,6.0,15.0,1.0,38.0
63,OK,2021-01-30,1.0,1.0,4.0,8.0,8.0,1.0,39.0
342,OK,2021-01-31,1.0,1.0,1.0,4.0,4.0,1.0,25.0
64,OK,2021-02-01,1.0,4.0,0.0,11.0,17.0,1.0,56.0
385,OK,2021-02-02,1.0,1.0,1.0,7.0,19.0,1.0,41.0
253,OK,2021-02-03,1.0,1.0,1.0,12.0,13.0,4.0,47.0
65,OK,2021-02-04,0.0,1.0,1.0,7.0,8.0,1.0,36.0
386,OK,2021-02-05,1.0,1.0,5.0,1.0,15.0,4.0,52.0
66,OK,2021-02-06,1.0,1.0,1.0,12.0,7.0,4.0,36.0
343,OK,2021-02-07,1.0,1.0,1.0,1.0,7.0,1.0,17.0
67,OK,2021-02-08,1.0,4.0,1.0,4.0,6.0,1.0,27.0
254,OK,2021-02-09,1.0,1.0,1.0,7.0,11.0,1.0,38.0
68,OK,2021-02-10,0.0,1.0,1.0,5.0,9.0,1.0,27.0
387,OK,2021-02-11,1.0,1.0,0.0,7.0,6.0,1.0,28.0
255,OK,2021-02-12,1.0,1.0,0.0,1.0,15.0,1.0,35.0
256,OK,2021-02-13,1.0,1.0,1.0,1.0,4.0,0.0,17.0
471,OK,2021-02-14,1.0,1.0,0.0,1.0,7.0,1.0,20.0
472,OK,2021-02-15,1.0,0.0,1.0,6.0,8.0,1.0,29.0
388,OK,2021-02-16,1.0,1.0,0.0,1.0,8.0,0.0,20.0
257,OK,2021-02-17,1.0,1.0,1.0,4.0,5.0,1.0,27.0
389,OK,2021-02-18,1.0,1.0,0.0,5.0,7.0,0.0,22.0
113,OK,2021-02-19,1.0,1.0,1.0,5.0,6.0,1.0,24.0
69,OK,2021-02-20,1.0,0.0,1.0,0.0,0.0,1.0,16.0
192,OK,2021-02-21,0.0,0.0,0.0,1.0,4.0,1.0,15.0
258,OK,2021-02-22,1.0,4.0,1.0,4.0,4.0,1.0,26.0
259,OK,2021-02-23,1.0,1.0,0.0,5.0,13.0,0.0,29.0
510,OK,2021-02-24,1.0,1.0,1.0,1.0,4.0,1.0,15.0
193,OK,2021-02-25,5.0,0.0,1.0,4.0,5.0,0.0,25.0
260,OK,2021-02-26,1.0,0.0,1.0,5.0,4.0,1.0,21.0
261,OK,2021-02-27,0.0,1.0,1.0,1.0,4.0,0.0,14.0
390,OK,2021-02-28,1.0,1.0,0.0,1.0,0.0,0.0,7.0
70,OK,2021-03-01,1.0,1.0,1.0,1.0,1.0,1.0,15.0
584,OK,2021-03-02,0.0,1.0,0.0,1.0,5.0,0.0,9.0
124,OK,2021-03-03,0.0,0.0,1.0,5.0,1.0,0.0,11.0
511,OK,2021-03-04,1.0,1.0,1.0,0.0,1.0,0.0,7.0
512,OK,2021-03-05,1.0,0.0,0.0,1.0,1.0,1.0,8.0
391,OK,2021-03-06,0.0,1.0,0.0,1.0,1.0,0.0,9.0
513,OK,2021-03-07,1.0,0.0,0.0,1.0,1.0,0.0,6.0
392,OK,2021-03-08,0.0,0.0,1.0,1.0,1.0,1.0,8.0
514,OK,2021-03-09,1.0,1.0,0.0,1.0,5.0,0.0,10.0
515,OK,2021-03-10,1.0,0.0,0.0,1.0,6.0,0.0,15.0
516,OK,2021-03-11,1.0,1.0,0.0,5.0,4.0,0.0,13.0
194,OK,2021-03-12,1.0,0.0,0.0,1.0,1.0,0.0,6.0
490,OK,2021-03-13,1.0,0.0,0.0,1.0,4.0,1.0,9.0
71,OK,2021-03-14,0.0,0.0,0.0,1.0,1.0,0.0,5.0
517,OK,2021-03-15,1.0,1.0,1.0,1.0,1.0,0.0,11.0
683,OK,2021-03-16,0.0,0.0,0.0,1.0,4.0,0.0,6.0
518,OK,2021-03-17,1.0,1.0,1.0,1.0,0.0,0.0,7.0
519,OK,2021-03-18,1.0,0.0,0.0,1.0,4.0,0.0,9.0
520,OK,2021-03-19,1.0,0.0,0.0,4.0,1.0,0.0,10.0
393,OK,2021-03-20,0.0,0.0,0.0,5.0,1.0,0.0,9.0
585,OK,2021-03-21,0.0,1.0,0.0,1.0,1.0,0.0,3.0
521,OK,2021-03-22,1.0,1.0,0.0,1.0,5.0,0.0,10.0
394,OK,2021-03-23,0.0,1.0,0.0,5.0,5.0,0.0,13.0
195,OK,2021-03-24,0.0,1.0,1.0,4.0,4.0,1.0,15.0
522,OK,2021-03-25,1.0,1.0,0.0,4.0,5.0,0.0,13.0
586,OK,2021-03-26,0.0,1.0,0.0,0.0,1.0,0.0,5.0
395,OK,2021-03-27,0.0,1.0,1.0,0.0,1.0,0.0,6.0
708,OK,2021-03-28,0.0,0.0,0.0,0.0,5.0,0.0,6.0
587,OK,2021-03-29,0.0,1.0,0.0,1.0,4.0,0.0,9.0
588,OK,2021-03-30,0.0,1.0,0.0,1.0,5.0,0.0,7.0
125,OK,2021-03-31,1.0,1.0,0.0,1.0,1.0,0.0,10.0
396,OK,2021-04-01,0.0,1.0,1.0,1.0,1.0,1.0,7.0
623,OK,2021-04-02,0.0,0.0,1.0,0.0,1.0,0.0,3.0
397,OK,2021-04-03,1.0,1.0,0.0,1.0,1.0,1.0,6.0
684,OK,2021-04-04,0.0,0.0,0.0,1.0,4.0,0.0,5.0
523,OK,2021-04-05,1.0,1.0,1.0,1.0,1.0,0.0,6.0
398,OK,2021-04-06,0.0,0.0,0.0,1.0,1.0,0.0,5.0
524,OK,2021-04-07,1.0,1.0,0.0,1.0,1.0,0.0,5.0
685,OK,2021-04-08,0.0,0.0,0.0,1.0,1.0,0.0,2.0
525,OK,2021-04-09,1.0,0.0,1.0,1.0,4.0,0.0,8.0
651,OK,2021-04-10,0.0,0.0,0.0,0.0,1.0,0.0,4.0
709,OK,2021-04-11,0.0,0.0,0.0,0.0,1.0,0.0,3.0
526,OK,2021-04-12,1.0,0.0,0.0,0.0,1.0,0.0,5.0
527,OK,2021-04-13,1.0,0.0,0.0,1.0,1.0,0.0,7.0
686,OK,2021-04-14,0.0,0.0,0.0,1.0,1.0,1.0,6.0
528,OK,2021-04-15,1.0,0.0,0.0,1.0,1.0,0.0,5.0
399,OK,2021-04-16,1.0,1.0,0.0,1.0,1.0,0.0,5.0
687,OK,2021-04-17,0.0,0.0,0.0,1.0,4.0,0.0,6.0
491,OK,2021-04-18,1.0,1.0,0.0,0.0,1.0,1.0,7.0
662,OK,2021-04-19,0.0,0.0,0.0,1.0,1.0,0.0,6.0
613,OK,2021-04-20,0.0,0.0,0.0,0.0,5.0,0.0,9.0
529,OK,2021-04-21,1.0,0.0,0.0,1.0,1.0,0.0,5.0
688,OK,2021-04-22,0.0,0.0,0.0,1.0,0.0,0.0,2.0
624,OK,2021-04-23,0.0,0.0,1.0,1.0,1.0,0.0,6.0
682,OK,2021-04-24,0.0,0.0,0.0,1.0,1.0,1.0,4.0
652,OK,2021-04-25,0.0,0.0,0.0,1.0,1.0,0.0,3.0
653,OK,2021-04-26,0.0,0.0,0.0,0.0,5.0,0.0,9.0
530,OK,2021-04-27,1.0,0.0,0.0,0.0,1.0,0.0,2.0
531,OK,2021-04-28,1.0,0.0,1.0,0.0,1.0,0.0,5.0
532,OK,2021-04-29,1.0,0.0,0.0,0.0,1.0,1.0,5.0
589,OK,2021-04-30,0.0,1.0,0.0,0.0,4.0,0.0,9.0
533,OK,2021-05-01,1.0,1.0,0.0,0.0,1.0,0.0,7.0
711,OK,2021-05-02,0.0,0.0,0.0,0.0,0.0,0.0,1.0
72,OK,2021-05-03,1.0,0.0,1.0,1.0,1.0,1.0,10.0
534,OK,2021-05-04,1.0,1.0,1.0,1.0,1.0,0.0,6.0
73,OK,2021-05-05,0.0,1.0,0.0,1.0,1.0,0.0,5.0
144,OK,2021-05-06,0.0,1.0,1.0,1.0,1.0,0.0,7.0
689,OK,2021-05-07,0.0,0.0,0.0,1.0,1.0,0.0,5.0
535,OK,2021-05-08,1.0,0.0,0.0,0.0,1.0,0.0,4.0
536,OK,2021-05-09,1.0,0.0,0.0,0.0,1.0,0.0,2.0
537,OK,2021-05-10,1.0,0.0,0.0,1.0,0.0,1.0,6.0
400,OK,2021-05-11,1.0,0.0,0.0,0.0,0.0,0.0,5.0
74,OK,2021-05-12,0.0,1.0,0.0,1.0,6.0,0.0,10.0
401,OK,2021-05-13,0.0,1.0,0.0,1.0,1.0,0.0,4.0
402,OK,2021-05-14,0.0,0.0,0.0,0.0,1.0,0.0,4.0
403,OK,2021-05-15,0.0,0.0,0.0,0.0,1.0,0.0,2.0
404,OK,2021-05-16,1.0,0.0,1.0,0.0,0.0,0.0,3.0
196,OK,2021-05-17,1.0,0.0,0.0,0.0,1.0,0.0,7.0
405,OK,2021-05-18,1.0,0.0,0.0,1.0,1.0,0.0,4.0
262,OK,2021-05-19,0.0,0.0,1.0,1.0,1.0,0.0,8.0
538,OK,2021-05-20,1.0,0.0,0.0,1.0,1.0,0.0,5.0
263,OK,2021-05-21,0.0,0.0,1.0,1.0,0.0,1.0,8.0
669,OK,2021-05-22,0.0,0.0,0.0,0.0,5.0,0.0,6.0
406,OK,2021-05-23,0.0,0.0,0.0,0.0,4.0,0.0,6.0
264,OK,2021-05-24,0.0,0.0,0.0,0.0,1.0,1.0,8.0
265,OK,2021-05-25,0.0,0.0,0.0,0.0,0.0,0.0,3.0
539,OK,2021-05-26,1.0,0.0,0.0,1.0,5.0,1.0,9.0
266,OK,2021-05-27,1.0,0.0,0.0,1.0,1.0,0.0,8.0
267,OK,2021-05-28,1.0,1.0,0.0,0.0,4.0,1.0,13.0
268,OK,2021-05-29,0.0,0.0,0.0,0.0,1.0,1.0,4.0
269,OK,2021-05-30,0.0,0.0,0.0,0.0,1.0,1.0,5.0
270,OK,2021-05-31,0.0,0.0,0.0,1.0,1.0,1.0,5.0
690,OK,2021-06-01,0.0,0.0,0.0,1.0,1.0,0.0,3.0
271,OK,2021-06-02,0.0,1.0,0.0,0.0,1.0,1.0,4.0
671,OK,2021-06-03,0.0,0.0,0.0,0.0,1.0,1.0,6.0
407,OK,2021-06-04,0.0,0.0,0.0,1.0,1.0,1.0,7.0
590,OK,2021-06-05,0.0,1.0,0.0,0.0,1.0,0.0,2.0
272,OK,2021-06-06,0.0,0.0,0.0,0.0,1.0,1.0,5.0
408,OK,2021-06-07,0.0,0.0,0.0,0.0,1.0,1.0,3.0
473,OK,2021-06-08,0.0,0.0,1.0,1.0,1.0,1.0,5.0
691,OK,2021-06-09,0.0,0.0,0.0,1.0,1.0,4.0,7.0
540,OK,2021-06-10,1.0,0.0,1.0,0.0,1.0,0.0,4.0
409,OK,2021-06-11,0.0,0.0,0.0,0.0,1.0,1.0,7.0
625,OK,2021-06-12,0.0,0.0,1.0,0.0,1.0,1.0,5.0
674,OK,2021-06-13,0.0,0.0,0.0,1.0,1.0,1.0,6.0
654,OK,2021-06-14,0.0,0.0,0.0,0.0,1.0,0.0,4.0
541,OK,2021-06-15,1.0,0.0,0.0,0.0,4.0,0.0,8.0
673,OK,2021-06-16,0.0,0.0,0.0,1.0,1.0,0.0,4.0
410,OK,2021-06-17,0.0,0.0,0.0,1.0,0.0,1.0,5.0
614,OK,2021-06-18,0.0,0.0,0.0,0.0,1.0,0.0,5.0
655,OK,2021-06-19,0.0,0.0,0.0,1.0,1.0,0.0,5.0
75,OK,2021-06-20,0.0,0.0,0.0,0.0,1.0,1.0,4.0
344,OK,2021-06-21,0.0,0.0,0.0,1.0,1.0,0.0,9.0
591,OK,2021-06-22,0.0,1.0,1.0,0.0,1.0,0.0,6.0
411,OK,2021-06-23,0.0,0.0,0.0,1.0,1.0,0.0,6.0
670,OK,2021-06-24,0.0,0.0,0.0,1.0,1.0,1.0,6.0
412,OK,2021-06-25,1.0,0.0,1.0,1.0,1.0,0.0,10.0
474,OK,2021-06-26,0.0,1.0,0.0,1.0,1.0,0.0,6.0
664,OK,2021-06-27,0.0,0.0,0.0,0.0,1.0,0.0,5.0
619,OK,2021-06-28,0.0,0.0,0.0,0.0,1.0,0.0,4.0
76,OK,2021-06-29,0.0,1.0,0.0,0.0,1.0,1.0,6.0
492,OK,2021-06-30,1.0,0.0,1.0,0.0,1.0,0.0,8.0
592,OK,2021-07-01,0.0,1.0,1.0,1.0,0.0,0.0,8.0
542,OK,2021-07-02,1.0,1.0,1.0,1.0,4.0,0.0,8.0
413,OK,2021-07-03,0.0,0.0,0.0,1.0,1.0,0.0,10.0
414,OK,2021-07-04,0.0,0.0,0.0,1.0,1.0,0.0,4.0
493,OK,2021-07-05,0.0,1.0,1.0,0.0,4.0,0.0,9.0
543,OK,2021-07-06,1.0,0.0,1.0,0.0,5.0,0.0,17.0
475,OK,2021-07-07,0.0,0.0,0.0,1.0,1.0,0.0,7.0
659,OK,2021-07-08,0.0,0.0,0.0,1.0,0.0,0.0,6.0
501,OK,2021-07-09,0.0,0.0,1.0,1.0,5.0,1.0,14.0
626,OK,2021-07-10,0.0,0.0,1.0,1.0,1.0,0.0,7.0
620,OK,2021-07-11,0.0,0.0,1.0,1.0,1.0,1.0,10.0
77,OK,2021-07-12,0.0,1.0,1.0,1.0,6.0,1.0,18.0
621,OK,2021-07-13,0.0,0.0,0.0,1.0,4.0,1.0,11.0
415,OK,2021-07-14,0.0,1.0,1.0,1.0,10.0,1.0,19.0
615,OK,2021-07-15,0.0,0.0,1.0,0.0,5.0,0.0,12.0
