,state,date,45003,45019,45021,45045,45051,45083,total_cnts
61,SC,2020-08-02,4.0,0.0,1.0,1.0,1.0,1.0,22.0
62,SC,2020-08-03,1.0,1.0,4.0,7.0,1.0,0.0,40.0
63,SC,2020-08-04,7.0,1.0,1.0,1.0,0.0,6.0,37.0
64,SC,2020-08-05,5.0,1.0,0.0,1.0,1.0,1.0,26.0
65,SC,2020-08-06,4.0,1.0,1.0,7.0,1.0,1.0,35.0
66,SC,2020-08-07,1.0,1.0,1.0,5.0,0.0,1.0,25.0
67,SC,2020-08-08,1.0,0.0,0.0,1.0,0.0,7.0,24.0
68,SC,2020-08-09,1.0,0.0,0.0,1.0,0.0,5.0,21.0
69,SC,2020-08-10,6.0,1.0,1.0,1.0,0.0,5.0,34.0
70,SC,2020-08-11,1.0,1.0,1.0,1.0,1.0,1.0,29.0
71,SC,2020-08-12,1.0,0.0,1.0,1.0,0.0,6.0,35.0
72,SC,2020-08-13,1.0,1.0,1.0,1.0,0.0,5.0,25.0
73,SC,2020-08-14,1.0,0.0,0.0,1.0,0.0,6.0,37.0
0,SC,2020-08-15,0.0,1.0,1.0,4.0,0.0,1.0,26.0
74,SC,2020-08-16,1.0,0.0,1.0,1.0,1.0,4.0,18.0
75,SC,2020-08-17,1.0,1.0,1.0,7.0,1.0,10.0,48.0
76,SC,2020-08-18,1.0,0.0,1.0,1.0,0.0,8.0,31.0
402,SC,2020-08-19,0.0,1.0,0.0,1.0,1.0,4.0,17.0
384,SC,2020-08-20,0.0,0.0,1.0,4.0,1.0,1.0,21.0
385,SC,2020-08-21,0.0,1.0,1.0,4.0,1.0,5.0,26.0
499,SC,2020-08-22,0.0,1.0,0.0,0.0,0.0,7.0,20.0
403,SC,2020-08-23,0.0,0.0,1.0,4.0,0.0,5.0,18.0
77,SC,2020-08-24,1.0,1.0,0.0,1.0,0.0,6.0,22.0
78,SC,2020-08-25,1.0,0.0,0.0,1.0,0.0,7.0,25.0
79,SC,2020-08-26,1.0,1.0,1.0,1.0,0.0,4.0,23.0
80,SC,2020-08-27,1.0,1.0,0.0,1.0,1.0,5.0,24.0
81,SC,2020-08-28,1.0,1.0,0.0,8.0,1.0,1.0,24.0
1,SC,2020-08-29,1.0,0.0,1.0,1.0,0.0,5.0,22.0
82,SC,2020-08-30,1.0,0.0,1.0,1.0,0.0,1.0,13.0
2,SC,2020-08-31,1.0,1.0,1.0,4.0,0.0,1.0,24.0
404,SC,2020-09-01,0.0,0.0,1.0,0.0,4.0,1.0,26.0
584,SC,2020-09-02,0.0,1.0,4.0,4.0,1.0,1.0,22.0
405,SC,2020-09-03,0.0,1.0,1.0,1.0,1.0,1.0,15.0
83,SC,2020-09-04,1.0,1.0,1.0,6.0,1.0,1.0,23.0
406,SC,2020-09-05,0.0,1.0,1.0,0.0,1.0,4.0,14.0
386,SC,2020-09-06,0.0,0.0,1.0,1.0,1.0,7.0,22.0
84,SC,2020-09-07,1.0,0.0,1.0,1.0,1.0,1.0,10.0
85,SC,2020-09-08,1.0,0.0,0.0,8.0,0.0,1.0,26.0
3,SC,2020-09-09,1.0,0.0,0.0,1.0,0.0,4.0,15.0
4,SC,2020-09-10,1.0,0.0,1.0,7.0,1.0,5.0,27.0
407,SC,2020-09-11,0.0,1.0,1.0,0.0,0.0,6.0,19.0
408,SC,2020-09-12,0.0,1.0,1.0,0.0,0.0,1.0,8.0
409,SC,2020-09-13,0.0,0.0,1.0,0.0,0.0,4.0,12.0
86,SC,2020-09-14,1.0,0.0,1.0,1.0,0.0,4.0,17.0
87,SC,2020-09-15,1.0,0.0,1.0,1.0,0.0,0.0,10.0
88,SC,2020-09-16,1.0,1.0,1.0,1.0,0.0,5.0,16.0
89,SC,2020-09-17,1.0,1.0,1.0,6.0,1.0,11.0,26.0
410,SC,2020-09-18,0.0,4.0,1.0,5.0,1.0,1.0,24.0
90,SC,2020-09-19,1.0,0.0,1.0,1.0,1.0,1.0,14.0
91,SC,2020-09-20,1.0,0.0,0.0,1.0,1.0,6.0,18.0
92,SC,2020-09-21,1.0,1.0,0.0,4.0,0.0,4.0,18.0
5,SC,2020-09-22,1.0,0.0,1.0,1.0,1.0,4.0,20.0
93,SC,2020-09-23,1.0,0.0,1.0,5.0,0.0,1.0,19.0
94,SC,2020-09-24,1.0,1.0,1.0,4.0,1.0,1.0,19.0
95,SC,2020-09-25,1.0,0.0,0.0,1.0,1.0,0.0,15.0
6,SC,2020-09-26,1.0,0.0,0.0,1.0,1.0,4.0,16.0
411,SC,2020-09-27,0.0,0.0,1.0,0.0,0.0,1.0,7.0
96,SC,2020-09-28,1.0,1.0,5.0,1.0,1.0,1.0,19.0
97,SC,2020-09-29,1.0,0.0,1.0,1.0,0.0,1.0,15.0
98,SC,2020-09-30,1.0,1.0,1.0,0.0,1.0,1.0,13.0
387,SC,2020-10-01,0.0,1.0,0.0,1.0,0.0,5.0,15.0
99,SC,2020-10-02,1.0,0.0,1.0,1.0,1.0,5.0,17.0
100,SC,2020-10-03,1.0,1.0,0.0,1.0,0.0,1.0,12.0
101,SC,2020-10-04,1.0,0.0,0.0,1.0,0.0,5.0,11.0
102,SC,2020-10-05,1.0,1.0,0.0,1.0,1.0,1.0,16.0
103,SC,2020-10-06,1.0,0.0,0.0,1.0,0.0,1.0,18.0
412,SC,2020-10-07,0.0,0.0,0.0,1.0,1.0,4.0,12.0
104,SC,2020-10-08,1.0,0.0,0.0,1.0,1.0,5.0,18.0
516,SC,2020-10-09,0.0,1.0,1.0,7.0,1.0,4.0,31.0
105,SC,2020-10-10,1.0,1.0,1.0,1.0,1.0,4.0,15.0
388,SC,2020-10-11,0.0,0.0,1.0,1.0,1.0,1.0,13.0
413,SC,2020-10-12,0.0,1.0,1.0,1.0,0.0,6.0,22.0
414,SC,2020-10-13,0.0,0.0,0.0,1.0,0.0,1.0,8.0
7,SC,2020-10-14,1.0,0.0,1.0,1.0,1.0,4.0,16.0
106,SC,2020-10-15,1.0,0.0,0.0,1.0,1.0,4.0,22.0
107,SC,2020-10-16,1.0,1.0,1.0,4.0,1.0,5.0,24.0
108,SC,2020-10-17,1.0,0.0,0.0,0.0,1.0,1.0,10.0
109,SC,2020-10-18,1.0,1.0,1.0,0.0,1.0,4.0,16.0
110,SC,2020-10-19,1.0,0.0,0.0,1.0,1.0,1.0,13.0
111,SC,2020-10-20,5.0,1.0,1.0,1.0,1.0,1.0,22.0
112,SC,2020-10-21,1.0,0.0,1.0,4.0,0.0,6.0,18.0
8,SC,2020-10-22,1.0,1.0,1.0,1.0,1.0,7.0,21.0
113,SC,2020-10-23,1.0,0.0,1.0,1.0,0.0,5.0,16.0
9,SC,2020-10-24,1.0,0.0,1.0,1.0,1.0,4.0,18.0
10,SC,2020-10-25,1.0,0.0,1.0,1.0,0.0,1.0,13.0
114,SC,2020-10-26,1.0,1.0,1.0,1.0,4.0,1.0,19.0
115,SC,2020-10-27,1.0,1.0,1.0,1.0,1.0,6.0,27.0
11,SC,2020-10-28,1.0,1.0,1.0,7.0,0.0,5.0,25.0
116,SC,2020-10-29,1.0,0.0,1.0,1.0,1.0,1.0,18.0
117,SC,2020-10-30,1.0,0.0,1.0,1.0,1.0,1.0,13.0
118,SC,2020-10-31,1.0,0.0,0.0,0.0,0.0,5.0,15.0
119,SC,2020-11-01,1.0,1.0,1.0,1.0,0.0,1.0,12.0
12,SC,2020-11-02,1.0,0.0,0.0,0.0,1.0,1.0,14.0
120,SC,2020-11-03,1.0,1.0,1.0,5.0,0.0,1.0,17.0
121,SC,2020-11-04,1.0,0.0,1.0,1.0,1.0,4.0,16.0
122,SC,2020-11-05,1.0,0.0,0.0,1.0,1.0,6.0,18.0
13,SC,2020-11-06,1.0,0.0,1.0,1.0,1.0,1.0,16.0
123,SC,2020-11-07,1.0,0.0,1.0,1.0,1.0,9.0,23.0
124,SC,2020-11-08,1.0,0.0,1.0,1.0,0.0,5.0,17.0
125,SC,2020-11-09,1.0,1.0,1.0,0.0,0.0,1.0,20.0
126,SC,2020-11-10,1.0,0.0,1.0,1.0,0.0,1.0,15.0
127,SC,2020-11-11,1.0,0.0,1.0,1.0,1.0,1.0,13.0
128,SC,2020-11-12,1.0,0.0,0.0,4.0,1.0,5.0,21.0
129,SC,2020-11-13,1.0,1.0,1.0,4.0,1.0,1.0,19.0
130,SC,2020-11-14,1.0,0.0,1.0,1.0,1.0,1.0,14.0
131,SC,2020-11-15,1.0,0.0,1.0,1.0,0.0,5.0,11.0
132,SC,2020-11-16,1.0,0.0,1.0,1.0,1.0,4.0,15.0
133,SC,2020-11-17,1.0,1.0,0.0,1.0,1.0,1.0,18.0
134,SC,2020-11-18,4.0,1.0,1.0,1.0,0.0,4.0,25.0
135,SC,2020-11-19,1.0,1.0,1.0,0.0,1.0,5.0,26.0
136,SC,2020-11-20,4.0,1.0,1.0,0.0,0.0,5.0,21.0
137,SC,2020-11-21,1.0,1.0,1.0,4.0,1.0,9.0,25.0
138,SC,2020-11-22,1.0,0.0,0.0,1.0,0.0,7.0,16.0
139,SC,2020-11-23,1.0,1.0,1.0,1.0,0.0,6.0,20.0
140,SC,2020-11-24,1.0,0.0,1.0,1.0,1.0,1.0,12.0
141,SC,2020-11-25,1.0,0.0,0.0,4.0,1.0,6.0,26.0
142,SC,2020-11-26,1.0,0.0,0.0,1.0,1.0,1.0,16.0
143,SC,2020-11-27,1.0,1.0,1.0,4.0,1.0,13.0,38.0
415,SC,2020-11-28,0.0,0.0,0.0,1.0,0.0,4.0,12.0
144,SC,2020-11-29,1.0,1.0,0.0,1.0,0.0,4.0,19.0
517,SC,2020-11-30,0.0,1.0,1.0,1.0,1.0,1.0,17.0
145,SC,2020-12-01,1.0,0.0,0.0,5.0,1.0,8.0,33.0
