,state,date,18003,18035,18039,18057,18063,18089,18093,18097,18105,18141,18157,total_cnts
260,IN,2021-03-22,1.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,1.0,19.0
531,IN,2021-03-23,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,17.0
608,IN,2021-03-24,0.0,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,0.0,1.0,20.0
261,IN,2021-03-25,1.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,14.0
262,IN,2021-03-26,1.0,1.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,1.0,1.0,16.0
263,IN,2021-03-27,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,12.0
602,IN,2021-03-28,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,12.0
264,IN,2021-03-29,1.0,1.0,0.0,1.0,4.0,1.0,1.0,4.0,0.0,1.0,0.0,22.0
265,IN,2021-03-30,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,12.0
266,IN,2021-03-31,1.0,1.0,1.0,1.0,1.0,6.0,0.0,4.0,0.0,1.0,0.0,23.0
532,IN,2021-04-01,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,1.0,18.0
650,IN,2021-04-02,0.0,1.0,1.0,0.0,1.0,4.0,0.0,4.0,1.0,1.0,0.0,21.0
651,IN,2021-04-03,0.0,1.0,1.0,0.0,1.0,1.0,1.0,6.0,0.0,6.0,0.0,22.0
609,IN,2021-04-04,0.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,14.0
81,IN,2021-04-05,1.0,1.0,1.0,1.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,21.0
267,IN,2021-04-06,1.0,0.0,4.0,0.0,1.0,0.0,1.0,5.0,4.0,0.0,1.0,20.0
268,IN,2021-04-07,1.0,0.0,1.0,1.0,1.0,4.0,0.0,4.0,1.0,1.0,1.0,20.0
269,IN,2021-04-08,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,24.0
270,IN,2021-04-09,1.0,0.0,0.0,1.0,0.0,1.0,0.0,8.0,1.0,0.0,0.0,22.0
82,IN,2021-04-10,1.0,1.0,0.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,1.0,22.0
271,IN,2021-04-11,1.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,0.0,1.0,0.0,18.0
272,IN,2021-04-12,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,36.0
273,IN,2021-04-13,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,20.0
274,IN,2021-04-14,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,27.0
275,IN,2021-04-15,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,7.0,0.0,27.0
276,IN,2021-04-16,1.0,1.0,4.0,1.0,0.0,5.0,0.0,5.0,0.0,1.0,1.0,30.0
277,IN,2021-04-17,1.0,0.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,23.0
278,IN,2021-04-18,1.0,5.0,1.0,1.0,0.0,1.0,1.0,5.0,0.0,0.0,1.0,20.0
610,IN,2021-04-19,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,14.0
552,IN,2021-04-20,0.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,0.0,1.0,1.0,20.0
611,IN,2021-04-21,0.0,0.0,4.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,17.0
589,IN,2021-04-22,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,13.0
279,IN,2021-04-23,1.0,5.0,1.0,1.0,0.0,7.0,1.0,4.0,0.0,1.0,1.0,40.0
280,IN,2021-04-24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,23.0
590,IN,2021-04-25,0.0,0.0,1.0,0.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,16.0
652,IN,2021-04-26,0.0,1.0,1.0,1.0,1.0,7.0,1.0,7.0,0.0,4.0,0.0,32.0
633,IN,2021-04-27,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,14.0
281,IN,2021-04-28,1.0,0.0,4.0,0.0,0.0,4.0,1.0,9.0,1.0,4.0,1.0,33.0
282,IN,2021-04-29,1.0,1.0,4.0,1.0,0.0,5.0,0.0,4.0,0.0,0.0,1.0,27.0
283,IN,2021-04-30,1.0,1.0,1.0,1.0,1.0,0.0,1.0,14.0,1.0,1.0,0.0,36.0
653,IN,2021-05-01,0.0,1.0,5.0,0.0,1.0,1.0,1.0,7.0,1.0,1.0,0.0,30.0
83,IN,2021-05-02,0.0,1.0,1.0,1.0,0.0,1.0,0.0,10.0,0.0,1.0,1.0,26.0
591,IN,2021-05-03,0.0,1.0,0.0,1.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0,22.0
592,IN,2021-05-04,0.0,0.0,7.0,1.0,1.0,4.0,1.0,8.0,0.0,1.0,0.0,39.0
691,IN,2021-05-05,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,16.0
654,IN,2021-05-06,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,15.0
612,IN,2021-05-07,0.0,1.0,1.0,4.0,1.0,5.0,0.0,9.0,0.0,0.0,1.0,28.0
284,IN,2021-05-08,1.0,1.0,1.0,1.0,0.0,1.0,0.0,7.0,0.0,1.0,1.0,22.0
573,IN,2021-05-09,0.0,0.0,1.0,0.0,1.0,4.0,1.0,4.0,0.0,0.0,1.0,24.0
655,IN,2021-05-10,0.0,1.0,1.0,5.0,0.0,1.0,0.0,7.0,1.0,1.0,0.0,23.0
285,IN,2021-05-11,1.0,1.0,4.0,0.0,0.0,6.0,1.0,7.0,1.0,1.0,0.0,32.0
286,IN,2021-05-12,1.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,21.0
593,IN,2021-05-13,0.0,0.0,1.0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,1.0,25.0
603,IN,2021-05-14,0.0,1.0,0.0,1.0,0.0,4.0,0.0,6.0,0.0,0.0,1.0,21.0
574,IN,2021-05-15,0.0,0.0,1.0,1.0,0.0,6.0,1.0,1.0,1.0,1.0,0.0,23.0
613,IN,2021-05-16,0.0,1.0,1.0,1.0,0.0,7.0,1.0,1.0,1.0,1.0,1.0,23.0
575,IN,2021-05-17,0.0,1.0,1.0,0.0,0.0,4.0,1.0,6.0,0.0,1.0,0.0,26.0
576,IN,2021-05-18,0.0,1.0,1.0,0.0,0.0,1.0,1.0,8.0,1.0,0.0,0.0,25.0
656,IN,2021-05-19,0.0,1.0,1.0,1.0,0.0,5.0,1.0,6.0,0.0,0.0,0.0,24.0
511,IN,2021-05-20,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,13.0
84,IN,2021-05-21,0.0,1.0,1.0,0.0,0.0,4.0,0.0,6.0,0.0,1.0,1.0,28.0
85,IN,2021-05-22,0.0,0.0,1.0,0.0,0.0,4.0,1.0,5.0,0.0,0.0,1.0,20.0
86,IN,2021-05-23,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,1.0,1.0,23.0
87,IN,2021-05-24,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,1.0,4.0,28.0
88,IN,2021-05-25,0.0,0.0,1.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,1.0,26.0
89,IN,2021-05-26,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,23.0
657,IN,2021-05-27,0.0,1.0,1.0,1.0,0.0,1.0,0.0,8.0,1.0,0.0,1.0,25.0
658,IN,2021-05-28,0.0,1.0,1.0,1.0,0.0,1.0,0.0,6.0,1.0,0.0,1.0,24.0
659,IN,2021-05-29,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,13.0
577,IN,2021-05-30,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,13.0
287,IN,2021-05-31,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,10.0
614,IN,2021-06-01,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,11.0
638,IN,2021-06-02,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,13.0
288,IN,2021-06-03,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0
289,IN,2021-06-04,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,17.0
290,IN,2021-06-05,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,9.0
291,IN,2021-06-06,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,1.0,1.0,17.0
292,IN,2021-06-07,1.0,1.0,0.0,1.0,1.0,4.0,0.0,4.0,0.0,0.0,1.0,22.0
293,IN,2021-06-08,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,14.0
294,IN,2021-06-09,1.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,18.0
295,IN,2021-06-10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0
90,IN,2021-06-11,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,19.0
296,IN,2021-06-12,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,14.0
297,IN,2021-06-13,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,14.0
298,IN,2021-06-14,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,13.0
299,IN,2021-06-15,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,13.0
300,IN,2021-06-16,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,15.0
301,IN,2021-06-17,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0,1.0,0.0,18.0
490,IN,2021-06-18,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,9.0
704,IN,2021-06-19,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,6.0
615,IN,2021-06-20,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,8.0
692,IN,2021-06-21,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0
660,IN,2021-06-22,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,8.0
700,IN,2021-06-23,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,13.0
512,IN,2021-06-24,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0
594,IN,2021-06-25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0
701,IN,2021-06-26,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,9.0
553,IN,2021-06-27,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,10.0
595,IN,2021-06-28,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,15.0
302,IN,2021-06-29,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,14.0
513,IN,2021-06-30,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0
661,IN,2021-07-01,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,13.0
596,IN,2021-07-02,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0
303,IN,2021-07-03,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,11.0
491,IN,2021-07-04,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,11.0
304,IN,2021-07-05,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0
662,IN,2021-07-06,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,16.0
702,IN,2021-07-07,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,11.0
91,IN,2021-07-08,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,14.0
636,IN,2021-07-09,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0
703,IN,2021-07-10,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,8.0
305,IN,2021-07-11,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,11.0
306,IN,2021-07-12,1.0,1.0,0.0,1.0,4.0,1.0,0.0,7.0,0.0,0.0,0.0,26.0
307,IN,2021-07-13,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,16.0
92,IN,2021-07-14,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,19.0
308,IN,2021-07-15,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,15.0
309,IN,2021-07-16,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,15.0
663,IN,2021-07-17,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,11.0
705,IN,2021-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0
533,IN,2021-07-19,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,12.0
310,IN,2021-07-20,1.0,1.0,0.0,1.0,0.0,1.0,0.0,8.0,1.0,0.0,0.0,21.0
554,IN,2021-07-21,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,5.0,17.0
555,IN,2021-07-22,0.0,1.0,0.0,1.0,0.0,1.0,0.0,8.0,1.0,0.0,1.0,20.0
616,IN,2021-07-23,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,16.0
597,IN,2021-07-24,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0
556,IN,2021-07-25,0.0,0.0,1.0,1.0,1.0,0.0,1.0,6.0,1.0,0.0,0.0,21.0
617,IN,2021-07-26,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,18.0
311,IN,2021-07-27,1.0,1.0,0.0,1.0,0.0,4.0,0.0,9.0,1.0,0.0,1.0,30.0
514,IN,2021-07-28,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,0.0,1.0,29.0
312,IN,2021-07-29,1.0,0.0,0.0,1.0,1.0,0.0,0.0,13.0,1.0,1.0,1.0,31.0
313,IN,2021-07-30,1.0,4.0,0.0,8.0,1.0,1.0,0.0,4.0,1.0,0.0,1.0,34.0
