,state,date,05007,05031,05055,05093,05111,05119,total_cnts
14,AR,2020-10-01,0.0,1.0,0.0,0.0,1.0,1.0,22.0
245,AR,2020-10-02,1.0,1.0,0.0,1.0,0.0,1.0,15.0
246,AR,2020-10-03,1.0,1.0,1.0,1.0,0.0,5.0,20.0
563,AR,2020-10-04,0.0,1.0,0.0,1.0,1.0,1.0,12.0
15,AR,2020-10-05,1.0,5.0,1.0,1.0,1.0,5.0,28.0
462,AR,2020-10-06,0.0,4.0,0.0,1.0,4.0,5.0,29.0
247,AR,2020-10-07,1.0,6.0,1.0,1.0,1.0,5.0,25.0
564,AR,2020-10-08,0.0,4.0,0.0,0.0,1.0,1.0,17.0
158,AR,2020-10-09,1.0,1.0,1.0,0.0,0.0,9.0,28.0
159,AR,2020-10-10,1.0,1.0,1.0,1.0,1.0,1.0,17.0
248,AR,2020-10-11,1.0,6.0,0.0,1.0,1.0,7.0,27.0
160,AR,2020-10-12,1.0,6.0,1.0,1.0,1.0,1.0,22.0
249,AR,2020-10-13,1.0,6.0,1.0,1.0,1.0,1.0,21.0
250,AR,2020-10-14,4.0,5.0,1.0,1.0,7.0,5.0,35.0
161,AR,2020-10-15,1.0,1.0,1.0,1.0,9.0,4.0,29.0
16,AR,2020-10-16,1.0,1.0,1.0,1.0,5.0,5.0,23.0
162,AR,2020-10-17,4.0,4.0,1.0,1.0,1.0,4.0,31.0
17,AR,2020-10-18,1.0,11.0,0.0,1.0,1.0,5.0,31.0
251,AR,2020-10-19,1.0,7.0,0.0,1.0,1.0,5.0,30.0
163,AR,2020-10-20,1.0,4.0,1.0,1.0,1.0,4.0,22.0
252,AR,2020-10-21,1.0,9.0,0.0,5.0,5.0,6.0,42.0
253,AR,2020-10-22,1.0,9.0,0.0,1.0,1.0,1.0,31.0
565,AR,2020-10-23,0.0,11.0,1.0,1.0,4.0,5.0,36.0
254,AR,2020-10-24,1.0,12.0,0.0,1.0,1.0,1.0,29.0
255,AR,2020-10-25,1.0,12.0,0.0,1.0,8.0,1.0,31.0
256,AR,2020-10-26,1.0,16.0,0.0,1.0,5.0,1.0,39.0
257,AR,2020-10-27,1.0,5.0,1.0,0.0,1.0,1.0,19.0
164,AR,2020-10-28,1.0,5.0,1.0,4.0,4.0,5.0,33.0
18,AR,2020-10-29,1.0,5.0,1.0,0.0,4.0,1.0,26.0
165,AR,2020-10-30,1.0,5.0,1.0,0.0,1.0,8.0,32.0
258,AR,2020-10-31,5.0,4.0,1.0,0.0,1.0,1.0,25.0
19,AR,2020-11-01,1.0,13.0,1.0,0.0,1.0,1.0,33.0
166,AR,2020-11-02,1.0,4.0,1.0,1.0,1.0,1.0,23.0
167,AR,2020-11-03,0.0,10.0,1.0,1.0,1.0,1.0,30.0
259,AR,2020-11-04,1.0,13.0,1.0,1.0,1.0,1.0,32.0
260,AR,2020-11-05,1.0,13.0,1.0,7.0,6.0,1.0,44.0
261,AR,2020-11-06,1.0,13.0,1.0,4.0,1.0,5.0,34.0
262,AR,2020-11-07,1.0,9.0,1.0,1.0,1.0,1.0,25.0
20,AR,2020-11-08,1.0,9.0,1.0,1.0,1.0,5.0,34.0
263,AR,2020-11-09,1.0,8.0,1.0,4.0,1.0,7.0,38.0
264,AR,2020-11-10,1.0,16.0,0.0,4.0,4.0,4.0,46.0
90,AR,2020-11-11,5.0,10.0,1.0,1.0,5.0,6.0,45.0
168,AR,2020-11-12,1.0,11.0,0.0,0.0,4.0,5.0,35.0
265,AR,2020-11-13,1.0,11.0,0.0,1.0,1.0,5.0,36.0
266,AR,2020-11-14,1.0,14.0,1.0,4.0,1.0,9.0,45.0
21,AR,2020-11-15,1.0,13.0,0.0,0.0,4.0,1.0,32.0
267,AR,2020-11-16,1.0,7.0,1.0,1.0,1.0,6.0,38.0
268,AR,2020-11-17,1.0,10.0,1.0,1.0,4.0,7.0,37.0
91,AR,2020-11-18,1.0,9.0,1.0,0.0,1.0,6.0,43.0
269,AR,2020-11-19,1.0,9.0,1.0,1.0,1.0,5.0,41.0
92,AR,2020-11-20,1.0,6.0,1.0,1.0,1.0,4.0,38.0
463,AR,2020-11-21,0.0,6.0,4.0,1.0,4.0,4.0,34.0
22,AR,2020-11-22,1.0,6.0,1.0,1.0,0.0,8.0,30.0
169,AR,2020-11-23,1.0,10.0,1.0,1.0,1.0,6.0,38.0
270,AR,2020-11-24,1.0,8.0,1.0,0.0,1.0,7.0,33.0
271,AR,2020-11-25,4.0,9.0,1.0,1.0,1.0,7.0,42.0
272,AR,2020-11-26,1.0,4.0,8.0,1.0,0.0,6.0,41.0
23,AR,2020-11-27,1.0,8.0,0.0,1.0,1.0,10.0,43.0
273,AR,2020-11-28,1.0,8.0,1.0,1.0,0.0,1.0,26.0
274,AR,2020-11-29,4.0,9.0,1.0,1.0,6.0,8.0,39.0
170,AR,2020-11-30,1.0,8.0,1.0,4.0,1.0,7.0,42.0
24,AR,2020-12-01,1.0,7.0,1.0,1.0,1.0,12.0,47.0
25,AR,2020-12-02,1.0,6.0,1.0,4.0,1.0,8.0,35.0
93,AR,2020-12-03,1.0,18.0,1.0,1.0,0.0,7.0,47.0
275,AR,2020-12-04,1.0,9.0,1.0,1.0,0.0,11.0,44.0
496,AR,2020-12-05,0.0,4.0,1.0,1.0,0.0,7.0,33.0
26,AR,2020-12-06,1.0,8.0,0.0,1.0,1.0,5.0,40.0
94,AR,2020-12-07,0.0,8.0,4.0,1.0,1.0,10.0,47.0
27,AR,2020-12-08,1.0,5.0,4.0,1.0,1.0,9.0,38.0
95,AR,2020-12-09,1.0,5.0,1.0,1.0,0.0,6.0,34.0
96,AR,2020-12-10,1.0,7.0,1.0,1.0,1.0,11.0,45.0
97,AR,2020-12-11,1.0,6.0,0.0,5.0,1.0,5.0,42.0
98,AR,2020-12-12,5.0,7.0,0.0,0.0,1.0,8.0,42.0
28,AR,2020-12-13,4.0,6.0,0.0,0.0,1.0,8.0,35.0
99,AR,2020-12-14,1.0,15.0,0.0,1.0,4.0,8.0,61.0
100,AR,2020-12-15,1.0,5.0,1.0,4.0,1.0,14.0,44.0
29,AR,2020-12-16,1.0,13.0,1.0,5.0,1.0,8.0,48.0
30,AR,2020-12-17,1.0,1.0,1.0,1.0,1.0,6.0,35.0
276,AR,2020-12-18,4.0,9.0,1.0,1.0,1.0,8.0,47.0
101,AR,2020-12-19,0.0,7.0,1.0,1.0,1.0,1.0,33.0
102,AR,2020-12-20,1.0,6.0,4.0,1.0,1.0,10.0,49.0
103,AR,2020-12-21,5.0,7.0,0.0,4.0,4.0,5.0,48.0
31,AR,2020-12-22,1.0,5.0,1.0,1.0,4.0,5.0,49.0
104,AR,2020-12-23,0.0,5.0,1.0,1.0,1.0,8.0,37.0
105,AR,2020-12-24,5.0,4.0,1.0,1.0,1.0,9.0,46.0
277,AR,2020-12-25,1.0,8.0,1.0,0.0,1.0,7.0,36.0
278,AR,2020-12-26,4.0,6.0,1.0,1.0,1.0,10.0,41.0
279,AR,2020-12-27,1.0,7.0,4.0,1.0,6.0,10.0,46.0
106,AR,2020-12-28,1.0,9.0,1.0,5.0,1.0,14.0,53.0
171,AR,2020-12-29,1.0,5.0,5.0,1.0,1.0,8.0,41.0
280,AR,2020-12-30,4.0,10.0,1.0,1.0,4.0,6.0,50.0
107,AR,2020-12-31,4.0,8.0,1.0,1.0,1.0,4.0,45.0
32,AR,2021-01-01,5.0,6.0,1.0,5.0,5.0,14.0,59.0
172,AR,2021-01-02,4.0,5.0,1.0,1.0,6.0,11.0,47.0
281,AR,2021-01-03,1.0,5.0,4.0,1.0,1.0,11.0,39.0
282,AR,2021-01-04,1.0,14.0,1.0,1.0,5.0,14.0,63.0
283,AR,2021-01-05,6.0,11.0,1.0,0.0,4.0,10.0,52.0
33,AR,2021-01-06,1.0,8.0,4.0,1.0,1.0,6.0,47.0
284,AR,2021-01-07,1.0,8.0,1.0,1.0,7.0,10.0,51.0
285,AR,2021-01-08,1.0,8.0,5.0,4.0,5.0,8.0,66.0
34,AR,2021-01-09,1.0,4.0,0.0,0.0,1.0,7.0,36.0
35,AR,2021-01-10,5.0,1.0,1.0,1.0,0.0,9.0,32.0
286,AR,2021-01-11,6.0,6.0,1.0,1.0,0.0,5.0,42.0
173,AR,2021-01-12,6.0,13.0,1.0,1.0,4.0,6.0,56.0
108,AR,2021-01-13,1.0,5.0,1.0,4.0,5.0,10.0,57.0
287,AR,2021-01-14,1.0,9.0,4.0,1.0,6.0,9.0,67.0
288,AR,2021-01-15,5.0,12.0,1.0,1.0,1.0,12.0,51.0
36,AR,2021-01-16,1.0,5.0,1.0,1.0,0.0,9.0,35.0
289,AR,2021-01-17,4.0,7.0,1.0,4.0,7.0,8.0,56.0
290,AR,2021-01-18,4.0,10.0,1.0,0.0,5.0,5.0,41.0
174,AR,2021-01-19,1.0,11.0,0.0,1.0,1.0,6.0,51.0
109,AR,2021-01-20,1.0,1.0,1.0,1.0,1.0,7.0,52.0
110,AR,2021-01-21,1.0,4.0,1.0,1.0,1.0,5.0,42.0
291,AR,2021-01-22,1.0,1.0,1.0,6.0,1.0,5.0,36.0
175,AR,2021-01-23,1.0,8.0,1.0,1.0,0.0,10.0,47.0
292,AR,2021-01-24,6.0,6.0,1.0,0.0,1.0,8.0,32.0
111,AR,2021-01-25,6.0,8.0,1.0,1.0,1.0,7.0,39.0
37,AR,2021-01-26,5.0,6.0,1.0,1.0,6.0,8.0,44.0
293,AR,2021-01-27,1.0,1.0,1.0,1.0,0.0,9.0,30.0
294,AR,2021-01-28,1.0,1.0,4.0,1.0,1.0,5.0,29.0
295,AR,2021-01-29,1.0,1.0,4.0,1.0,1.0,8.0,34.0
296,AR,2021-01-30,1.0,4.0,1.0,1.0,1.0,4.0,25.0
112,AR,2021-01-31,5.0,1.0,1.0,0.0,0.0,1.0,17.0
38,AR,2021-02-01,5.0,1.0,1.0,1.0,1.0,11.0,39.0
39,AR,2021-02-02,1.0,1.0,1.0,0.0,1.0,5.0,28.0
297,AR,2021-02-03,1.0,5.0,1.0,1.0,0.0,5.0,30.0
298,AR,2021-02-04,1.0,6.0,1.0,1.0,1.0,12.0,32.0
299,AR,2021-02-05,1.0,1.0,0.0,0.0,0.0,1.0,18.0
300,AR,2021-02-06,1.0,1.0,0.0,0.0,1.0,5.0,19.0
301,AR,2021-02-07,1.0,1.0,1.0,1.0,0.0,1.0,15.0
519,AR,2021-02-08,0.0,8.0,1.0,1.0,0.0,4.0,29.0
176,AR,2021-02-09,1.0,5.0,0.0,1.0,1.0,5.0,24.0
40,AR,2021-02-10,0.0,1.0,0.0,0.0,1.0,1.0,17.0
302,AR,2021-02-11,1.0,6.0,0.0,1.0,1.0,4.0,20.0
303,AR,2021-02-12,1.0,5.0,1.0,0.0,1.0,6.0,36.0
566,AR,2021-02-13,0.0,1.0,0.0,1.0,0.0,5.0,17.0
567,AR,2021-02-14,0.0,1.0,1.0,0.0,0.0,1.0,16.0
41,AR,2021-02-15,1.0,1.0,1.0,1.0,0.0,6.0,15.0
304,AR,2021-02-16,1.0,5.0,1.0,1.0,0.0,5.0,23.0
568,AR,2021-02-17,0.0,1.0,1.0,0.0,0.0,1.0,11.0
305,AR,2021-02-18,1.0,1.0,1.0,0.0,0.0,4.0,20.0
306,AR,2021-02-19,1.0,1.0,0.0,1.0,0.0,1.0,11.0
569,AR,2021-02-20,0.0,1.0,1.0,0.0,0.0,6.0,19.0
570,AR,2021-02-21,0.0,1.0,1.0,0.0,1.0,4.0,13.0
307,AR,2021-02-22,1.0,1.0,1.0,0.0,1.0,4.0,13.0
308,AR,2021-02-23,1.0,4.0,1.0,0.0,0.0,6.0,20.0
42,AR,2021-02-24,0.0,5.0,0.0,0.0,0.0,7.0,19.0
309,AR,2021-02-25,1.0,1.0,0.0,0.0,1.0,1.0,11.0
310,AR,2021-02-26,1.0,1.0,1.0,0.0,0.0,1.0,9.0
43,AR,2021-02-27,0.0,1.0,1.0,0.0,0.0,4.0,15.0
311,AR,2021-02-28,1.0,1.0,0.0,0.0,0.0,1.0,7.0
312,AR,2021-03-01,1.0,1.0,1.0,0.0,0.0,4.0,15.0
313,AR,2021-03-02,1.0,1.0,0.0,1.0,0.0,1.0,12.0
44,AR,2021-03-03,1.0,1.0,0.0,0.0,1.0,1.0,11.0
314,AR,2021-03-04,1.0,1.0,0.0,1.0,1.0,6.0,14.0
113,AR,2021-03-05,0.0,1.0,0.0,0.0,0.0,0.0,8.0
114,AR,2021-03-06,0.0,1.0,0.0,0.0,0.0,1.0,9.0
571,AR,2021-03-07,0.0,1.0,0.0,0.0,1.0,1.0,5.0
315,AR,2021-03-08,1.0,1.0,1.0,0.0,0.0,1.0,9.0
316,AR,2021-03-09,1.0,0.0,0.0,0.0,0.0,0.0,8.0
317,AR,2021-03-10,1.0,1.0,0.0,0.0,1.0,1.0,6.0
511,AR,2021-03-11,0.0,1.0,1.0,0.0,0.0,1.0,9.0
318,AR,2021-03-12,1.0,0.0,1.0,0.0,0.0,0.0,3.0
319,AR,2021-03-13,1.0,1.0,1.0,0.0,1.0,1.0,9.0
572,AR,2021-03-14,0.0,4.0,0.0,0.0,0.0,0.0,7.0
320,AR,2021-03-15,1.0,1.0,0.0,0.0,1.0,1.0,6.0
321,AR,2021-03-16,1.0,1.0,1.0,0.0,0.0,1.0,9.0
322,AR,2021-03-17,1.0,1.0,1.0,0.0,0.0,1.0,8.0
527,AR,2021-03-18,0.0,0.0,0.0,0.0,1.0,1.0,5.0
177,AR,2021-03-19,0.0,1.0,0.0,0.0,0.0,1.0,7.0
528,AR,2021-03-20,0.0,0.0,1.0,0.0,1.0,1.0,7.0
701,AR,2021-03-21,0.0,0.0,1.0,0.0,0.0,0.0,3.0
702,AR,2021-03-22,0.0,0.0,1.0,0.0,0.0,1.0,5.0
512,AR,2021-03-23,0.0,0.0,1.0,1.0,1.0,1.0,9.0
513,AR,2021-03-24,0.0,1.0,1.0,0.0,1.0,1.0,9.0
323,AR,2021-03-25,1.0,0.0,1.0,1.0,0.0,1.0,9.0
514,AR,2021-03-26,0.0,1.0,0.0,0.0,1.0,1.0,6.0
573,AR,2021-03-27,0.0,1.0,0.0,0.0,1.0,1.0,4.0
515,AR,2021-03-28,0.0,1.0,0.0,0.0,0.0,0.0,6.0
115,AR,2021-03-29,0.0,0.0,0.0,0.0,0.0,1.0,5.0
178,AR,2021-03-30,0.0,0.0,0.0,0.0,0.0,0.0,6.0
574,AR,2021-03-31,0.0,1.0,0.0,0.0,0.0,1.0,4.0
324,AR,2021-04-01,1.0,1.0,0.0,0.0,0.0,0.0,9.0
464,AR,2021-04-02,0.0,1.0,0.0,0.0,0.0,0.0,7.0
516,AR,2021-04-03,0.0,0.0,0.0,1.0,1.0,1.0,10.0
325,AR,2021-04-04,1.0,1.0,0.0,0.0,0.0,0.0,6.0
709,AR,2021-04-05,0.0,0.0,0.0,0.0,1.0,1.0,6.0
575,AR,2021-04-06,0.0,1.0,0.0,0.0,0.0,1.0,5.0
326,AR,2021-04-07,1.0,0.0,0.0,0.0,0.0,1.0,6.0
576,AR,2021-04-08,0.0,1.0,0.0,0.0,1.0,1.0,5.0
465,AR,2021-04-09,0.0,0.0,0.0,0.0,0.0,1.0,5.0
577,AR,2021-04-10,0.0,5.0,0.0,1.0,0.0,1.0,11.0
116,AR,2021-04-11,0.0,0.0,0.0,1.0,0.0,1.0,5.0
578,AR,2021-04-12,0.0,1.0,0.0,1.0,0.0,5.0,11.0
117,AR,2021-04-13,0.0,1.0,0.0,0.0,0.0,1.0,6.0
549,AR,2021-04-14,0.0,1.0,0.0,1.0,0.0,1.0,5.0
327,AR,2021-04-15,1.0,0.0,0.0,0.0,0.0,0.0,2.0
118,AR,2021-04-16,1.0,0.0,1.0,0.0,0.0,1.0,10.0
703,AR,2021-04-17,0.0,0.0,1.0,0.0,0.0,1.0,2.0
579,AR,2021-04-18,0.0,1.0,1.0,0.0,0.0,0.0,3.0
706,AR,2021-04-19,0.0,0.0,0.0,0.0,0.0,1.0,4.0
119,AR,2021-04-20,1.0,0.0,0.0,1.0,0.0,0.0,4.0
328,AR,2021-04-21,1.0,4.0,0.0,0.0,0.0,0.0,7.0
329,AR,2021-04-22,1.0,0.0,1.0,0.0,0.0,1.0,6.0
330,AR,2021-04-23,1.0,0.0,0.0,0.0,0.0,1.0,7.0
331,AR,2021-04-24,1.0,1.0,0.0,1.0,0.0,0.0,5.0
704,AR,2021-04-25,0.0,0.0,1.0,0.0,1.0,1.0,4.0
179,AR,2021-04-26,0.0,1.0,1.0,1.0,0.0,1.0,7.0
580,AR,2021-04-27,0.0,1.0,0.0,0.0,0.0,0.0,4.0
581,AR,2021-04-28,0.0,4.0,0.0,1.0,1.0,1.0,7.0
332,AR,2021-04-29,1.0,1.0,0.0,1.0,0.0,0.0,7.0
120,AR,2021-04-30,1.0,1.0,1.0,1.0,0.0,0.0,11.0
582,AR,2021-05-01,0.0,1.0,0.0,1.0,1.0,1.0,9.0
180,AR,2021-05-02,0.0,1.0,0.0,0.0,0.0,1.0,7.0
698,AR,2021-05-03,0.0,0.0,0.0,0.0,0.0,0.0,4.0
583,AR,2021-05-04,0.0,1.0,0.0,0.0,0.0,1.0,5.0
181,AR,2021-05-05,0.0,1.0,0.0,1.0,1.0,0.0,8.0
333,AR,2021-05-06,1.0,1.0,0.0,0.0,1.0,1.0,9.0
584,AR,2021-05-07,0.0,1.0,0.0,0.0,0.0,1.0,3.0
182,AR,2021-05-08,0.0,0.0,0.0,1.0,0.0,0.0,7.0
334,AR,2021-05-09,1.0,0.0,0.0,0.0,0.0,1.0,2.0
121,AR,2021-05-10,0.0,1.0,0.0,0.0,0.0,1.0,7.0
585,AR,2021-05-11,0.0,1.0,0.0,1.0,0.0,1.0,10.0
529,AR,2021-05-12,0.0,0.0,0.0,0.0,0.0,1.0,5.0
520,AR,2021-05-13,0.0,1.0,0.0,1.0,0.0,1.0,9.0
586,AR,2021-05-14,0.0,1.0,1.0,1.0,1.0,0.0,6.0
45,AR,2021-05-15,1.0,1.0,1.0,1.0,0.0,1.0,11.0
694,AR,2021-05-16,0.0,0.0,1.0,0.0,0.0,0.0,7.0
689,AR,2021-05-17,0.0,0.0,1.0,0.0,0.0,0.0,9.0
587,AR,2021-05-18,0.0,1.0,1.0,0.0,1.0,1.0,10.0
588,AR,2021-05-19,0.0,1.0,1.0,0.0,0.0,1.0,11.0
46,AR,2021-05-20,0.0,0.0,0.0,0.0,0.0,1.0,6.0
335,AR,2021-05-21,1.0,1.0,0.0,1.0,0.0,1.0,7.0
336,AR,2021-05-22,1.0,0.0,0.0,0.0,0.0,1.0,5.0
589,AR,2021-05-23,0.0,1.0,1.0,0.0,1.0,1.0,7.0
47,AR,2021-05-24,0.0,1.0,1.0,0.0,0.0,1.0,7.0
590,AR,2021-05-25,0.0,1.0,0.0,0.0,0.0,5.0,11.0
490,AR,2021-05-26,0.0,1.0,1.0,0.0,0.0,1.0,5.0
591,AR,2021-05-27,0.0,1.0,1.0,0.0,0.0,1.0,7.0
692,AR,2021-05-28,0.0,0.0,0.0,0.0,0.0,1.0,4.0
707,AR,2021-05-29,0.0,0.0,0.0,0.0,0.0,1.0,4.0
699,AR,2021-05-30,0.0,0.0,0.0,1.0,0.0,0.0,5.0
337,AR,2021-05-31,1.0,1.0,0.0,0.0,0.0,1.0,9.0
491,AR,2021-06-01,0.0,7.0,1.0,0.0,1.0,6.0,21.0
338,AR,2021-06-02,1.0,1.0,0.0,0.0,0.0,1.0,9.0
592,AR,2021-06-03,0.0,1.0,1.0,0.0,0.0,1.0,8.0
339,AR,2021-06-04,1.0,1.0,0.0,0.0,0.0,1.0,5.0
690,AR,2021-06-05,0.0,0.0,0.0,0.0,0.0,0.0,6.0
593,AR,2021-06-06,0.0,1.0,0.0,0.0,0.0,1.0,7.0
340,AR,2021-06-07,1.0,0.0,0.0,0.0,0.0,1.0,6.0
517,AR,2021-06-08,0.0,1.0,0.0,0.0,0.0,1.0,11.0
594,AR,2021-06-09,0.0,1.0,0.0,0.0,0.0,0.0,3.0
713,AR,2021-06-10,0.0,0.0,0.0,0.0,0.0,0.0,3.0
341,AR,2021-06-11,1.0,0.0,0.0,0.0,0.0,1.0,7.0
595,AR,2021-06-12,0.0,1.0,0.0,0.0,0.0,1.0,7.0
700,AR,2021-06-13,0.0,0.0,0.0,0.0,0.0,1.0,4.0
596,AR,2021-06-14,0.0,1.0,0.0,0.0,1.0,1.0,5.0
342,AR,2021-06-15,1.0,1.0,0.0,0.0,0.0,0.0,7.0
492,AR,2021-06-16,0.0,0.0,0.0,0.0,0.0,1.0,8.0
497,AR,2021-06-17,0.0,0.0,1.0,1.0,0.0,4.0,16.0
343,AR,2021-06-18,1.0,4.0,1.0,0.0,0.0,1.0,15.0
344,AR,2021-06-19,1.0,1.0,1.0,0.0,0.0,0.0,10.0
597,AR,2021-06-20,0.0,1.0,0.0,0.0,0.0,1.0,10.0
598,AR,2021-06-21,0.0,1.0,1.0,0.0,1.0,1.0,6.0
48,AR,2021-06-22,0.0,1.0,0.0,1.0,0.0,1.0,11.0
345,AR,2021-06-23,1.0,1.0,1.0,0.0,0.0,1.0,10.0
466,AR,2021-06-24,0.0,0.0,1.0,0.0,1.0,5.0,14.0
49,AR,2021-06-25,0.0,0.0,0.0,0.0,0.0,1.0,8.0
50,AR,2021-06-26,0.0,1.0,0.0,0.0,0.0,4.0,12.0
346,AR,2021-06-27,1.0,1.0,0.0,0.0,0.0,5.0,15.0
467,AR,2021-06-28,0.0,1.0,1.0,0.0,0.0,4.0,18.0
51,AR,2021-06-29,1.0,1.0,1.0,1.0,1.0,1.0,14.0
183,AR,2021-06-30,1.0,1.0,1.0,0.0,0.0,1.0,13.0
347,AR,2021-07-01,1.0,1.0,0.0,0.0,0.0,5.0,24.0
52,AR,2021-07-02,0.0,1.0,1.0,0.0,1.0,4.0,16.0
498,AR,2021-07-03,0.0,1.0,0.0,0.0,5.0,1.0,16.0
499,AR,2021-07-04,0.0,1.0,0.0,0.0,1.0,1.0,10.0
122,AR,2021-07-05,1.0,4.0,1.0,0.0,0.0,4.0,23.0
184,AR,2021-07-06,1.0,1.0,0.0,0.0,4.0,6.0,27.0
53,AR,2021-07-07,0.0,1.0,0.0,0.0,1.0,1.0,21.0
185,AR,2021-07-08,0.0,5.0,1.0,0.0,1.0,6.0,21.0
186,AR,2021-07-09,0.0,1.0,1.0,0.0,0.0,4.0,27.0
187,AR,2021-07-10,0.0,1.0,0.0,0.0,0.0,5.0,21.0
188,AR,2021-07-11,1.0,5.0,0.0,0.0,0.0,8.0,22.0
348,AR,2021-07-12,1.0,5.0,1.0,1.0,0.0,1.0,27.0
189,AR,2021-07-13,1.0,5.0,1.0,1.0,1.0,7.0,30.0
349,AR,2021-07-14,1.0,5.0,1.0,0.0,0.0,10.0,31.0
190,AR,2021-07-15,1.0,1.0,1.0,1.0,0.0,6.0,29.0
