,state,date,05007,05031,05055,05093,05111,05119,total_cnts
537,AR,2022-07-06,0.0,5.0,0.0,0.0,1.0,1.0,11.0
450,AR,2022-07-07,1.0,1.0,0.0,1.0,1.0,1.0,9.0
538,AR,2022-07-08,0.0,6.0,0.0,0.0,1.0,0.0,10.0
451,AR,2022-07-09,1.0,1.0,0.0,0.0,1.0,1.0,5.0
681,AR,2022-07-10,0.0,6.0,1.0,1.0,1.0,0.0,11.0
682,AR,2022-07-11,0.0,4.0,1.0,4.0,1.0,0.0,15.0
452,AR,2022-07-12,1.0,8.0,1.0,0.0,0.0,0.0,14.0
683,AR,2022-07-13,0.0,1.0,0.0,0.0,0.0,1.0,6.0
555,AR,2022-07-14,0.0,5.0,0.0,0.0,0.0,0.0,11.0
453,AR,2022-07-15,1.0,4.0,0.0,0.0,0.0,1.0,9.0
556,AR,2022-07-16,0.0,1.0,0.0,1.0,0.0,1.0,6.0
85,AR,2022-07-17,1.0,4.0,0.0,1.0,1.0,1.0,12.0
557,AR,2022-07-18,0.0,1.0,0.0,1.0,0.0,1.0,9.0
454,AR,2022-07-19,1.0,4.0,0.0,1.0,0.0,0.0,11.0
684,AR,2022-07-20,0.0,1.0,0.0,0.0,0.0,1.0,7.0
685,AR,2022-07-21,0.0,4.0,0.0,0.0,0.0,1.0,7.0
455,AR,2022-07-22,1.0,1.0,0.0,1.0,0.0,1.0,10.0
686,AR,2022-07-23,0.0,1.0,1.0,0.0,1.0,1.0,4.0
156,AR,2022-07-24,0.0,1.0,0.0,0.0,0.0,1.0,8.0
687,AR,2022-07-25,0.0,1.0,1.0,0.0,0.0,1.0,8.0
157,AR,2022-07-26,0.0,1.0,0.0,1.0,0.0,1.0,9.0
456,AR,2022-07-27,1.0,1.0,0.0,1.0,1.0,0.0,7.0
688,AR,2022-07-28,0.0,1.0,0.0,1.0,0.0,1.0,4.0
693,AR,2022-07-29,0.0,0.0,0.0,0.0,1.0,0.0,6.0
457,AR,2022-07-30,1.0,0.0,1.0,1.0,0.0,0.0,13.0
458,AR,2022-07-31,1.0,1.0,1.0,1.0,0.0,0.0,7.0
