,state,date,48027,48029,48039,48061,48085,48113,48121,48135,48139,48141,48157,48167,48181,48183,48201,48203,48213,48215,48221,48231,48245,48251,48257,48291,48303,48339,48355,48367,48397,48423,48439,48453,48467,48469,48479,48491,48497,48499,total_cnts
35,TX,2020-10-08,0.0,10.0,1.0,1.0,7.0,28.0,10.0,0.0,1.0,14.0,1.0,1.0,1.0,5.0,16.0,1.0,1.0,14.0,1.0,0.0,1.0,4.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,25.0,1.0,1.0,1.0,4.0,0.0,1.0,1.0,198.0
36,TX,2020-10-09,0.0,8.0,1.0,1.0,9.0,30.0,6.0,1.0,0.0,20.0,0.0,1.0,1.0,4.0,23.0,0.0,1.0,13.0,1.0,1.0,1.0,1.0,4.0,0.0,5.0,1.0,1.0,17.0,1.0,8.0,36.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,237.0
37,TX,2020-10-10,0.0,7.0,7.0,1.0,8.0,20.0,5.0,0.0,1.0,18.0,1.0,1.0,0.0,5.0,24.0,0.0,1.0,13.0,1.0,0.0,1.0,1.0,1.0,0.0,8.0,4.0,1.0,1.0,1.0,9.0,44.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,219.0
38,TX,2020-10-11,0.0,8.0,1.0,1.0,7.0,31.0,9.0,1.0,7.0,25.0,0.0,1.0,1.0,5.0,18.0,0.0,0.0,12.0,0.0,1.0,0.0,1.0,8.0,0.0,4.0,4.0,1.0,1.0,1.0,5.0,28.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,222.0
39,TX,2020-10-12,0.0,10.0,4.0,1.0,17.0,26.0,15.0,1.0,4.0,24.0,4.0,1.0,1.0,5.0,20.0,0.0,1.0,10.0,1.0,0.0,1.0,1.0,6.0,0.0,12.0,1.0,1.0,4.0,1.0,6.0,38.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,267.0
40,TX,2020-10-13,0.0,9.0,1.0,0.0,15.0,24.0,15.0,1.0,1.0,20.0,0.0,1.0,1.0,4.0,17.0,0.0,0.0,16.0,0.0,1.0,0.0,1.0,10.0,1.0,12.0,4.0,1.0,8.0,1.0,4.0,53.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,273.0
469,TX,2020-10-14,0.0,6.0,4.0,1.0,5.0,36.0,8.0,1.0,1.0,27.0,0.0,0.0,0.0,4.0,28.0,1.0,1.0,9.0,0.0,1.0,1.0,1.0,5.0,1.0,7.0,1.0,1.0,5.0,1.0,5.0,47.0,1.0,1.0,0.0,4.0,1.0,0.0,1.0,257.0
41,TX,2020-10-15,0.0,8.0,1.0,4.0,5.0,34.0,13.0,1.0,7.0,24.0,1.0,1.0,1.0,5.0,20.0,1.0,1.0,14.0,1.0,4.0,1.0,1.0,6.0,1.0,4.0,1.0,1.0,4.0,1.0,10.0,46.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,273.0
42,TX,2020-10-16,1.0,11.0,1.0,1.0,13.0,41.0,22.0,0.0,5.0,20.0,1.0,1.0,1.0,4.0,24.0,1.0,0.0,19.0,1.0,1.0,1.0,1.0,5.0,0.0,13.0,1.0,1.0,6.0,5.0,10.0,42.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,309.0
579,TX,2020-10-17,1.0,11.0,1.0,1.0,12.0,29.0,12.0,1.0,5.0,28.0,1.0,0.0,5.0,4.0,37.0,1.0,1.0,13.0,1.0,1.0,0.0,4.0,5.0,1.0,1.0,4.0,4.0,1.0,0.0,9.0,27.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,268.0
534,TX,2020-10-18,1.0,1.0,1.0,0.0,7.0,30.0,16.0,0.0,8.0,18.0,4.0,1.0,1.0,5.0,31.0,0.0,1.0,8.0,0.0,1.0,1.0,1.0,6.0,0.0,6.0,0.0,1.0,1.0,1.0,6.0,32.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,223.0
